# Force coefficients
# liftDir     : (9.876882e-01 -1.564350e-01 0.000000e+00)
# dragDir     : (1.564350e-01 9.876882e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
25            	-1.914699e-01	6.605422e-01	-2.691288e-02	-2.049263e-01	1.780134e-01
26            	-1.367332e-01	5.214457e-01	-8.205058e-03	-1.408357e-01	1.326307e-01
27            	-7.224315e-02	3.717715e-01	1.052935e-02	-6.697847e-02	7.750783e-02
28            	-2.876147e-03	2.202438e-01	2.793017e-02	1.108894e-02	1.684123e-02
29            	6.153971e-02	8.598408e-02	4.209602e-02	8.258772e-02	-4.049170e-02
30            	1.133970e-01	-1.906949e-02	5.128287e-02	1.390385e-01	-8.775560e-02
31            	1.407409e-01	-7.339652e-02	5.382475e-02	1.676533e-01	-1.138285e-01
32            	1.432032e-01	-7.959297e-02	5.108708e-02	1.687467e-01	-1.176597e-01
33            	1.246284e-01	-4.158537e-02	4.330793e-02	1.462824e-01	-1.029745e-01
34            	8.677911e-02	4.395478e-02	2.991743e-02	1.017378e-01	-7.182040e-02
35            	4.115621e-02	1.596728e-01	1.182139e-02	4.706691e-02	-3.524551e-02
36            	3.887011e-03	2.630926e-01	-6.393037e-03	6.904929e-04	-7.083530e-03
37            	-2.525139e-02	3.507324e-01	-2.367986e-02	-3.709132e-02	1.341146e-02
38            	-4.601114e-02	4.152541e-01	-3.809392e-02	-6.505810e-02	2.696418e-02
39            	-5.976991e-02	4.553960e-01	-4.796368e-02	-8.375175e-02	3.578807e-02
40            	-6.838853e-02	4.766582e-01	-5.344374e-02	-9.511040e-02	4.166666e-02
41            	-7.806474e-02	4.930576e-01	-5.613573e-02	-1.061326e-01	4.999687e-02
42            	-8.996851e-02	5.076306e-01	-5.770687e-02	-1.188219e-01	6.111507e-02
43            	-9.639323e-02	5.095882e-01	-5.768307e-02	-1.252348e-01	6.755169e-02
44            	-9.585826e-02	4.974942e-01	-5.567551e-02	-1.236960e-01	6.802050e-02
45            	-8.774933e-02	4.715036e-01	-5.215988e-02	-1.138293e-01	6.166939e-02
46            	-7.197524e-02	4.315090e-01	-4.704047e-02	-9.549547e-02	4.845500e-02
47            	-4.780197e-02	3.781830e-01	-4.076418e-02	-6.818406e-02	2.741988e-02
48            	-1.760610e-02	3.162961e-01	-3.388440e-02	-3.454830e-02	6.638998e-04
49            	1.677717e-02	2.492830e-01	-2.698063e-02	3.286860e-03	-3.026749e-02
50            	5.204197e-02	1.834146e-01	-2.088554e-02	4.159920e-02	-6.248474e-02
51            	8.553490e-02	1.233678e-01	-1.637400e-02	7.734790e-02	-9.372189e-02
52            	1.119739e-01	8.133417e-02	-1.494070e-02	1.045035e-01	-1.194442e-01
53            	1.262910e-01	6.595316e-02	-1.739650e-02	1.175927e-01	-1.349892e-01
54            	1.249151e-01	8.352290e-02	-2.423356e-02	1.127983e-01	-1.370319e-01
55            	1.045017e-01	1.409258e-01	-3.584025e-02	8.658156e-02	-1.224218e-01
56            	7.709554e-02	2.165869e-01	-5.022732e-02	5.198188e-02	-1.022092e-01
57            	5.448278e-02	2.832276e-01	-6.286129e-02	2.305213e-02	-8.591342e-02
58            	4.022200e-02	3.307031e-01	-7.243564e-02	4.004185e-03	-7.643982e-02
59            	3.081695e-02	3.666046e-01	-8.011302e-02	-9.239553e-03	-7.087346e-02
60            	2.454788e-02	3.949851e-01	-8.658213e-02	-1.874319e-02	-6.783894e-02
61            	2.201424e-02	4.153541e-01	-9.193515e-02	-2.395333e-02	-6.798182e-02
62            	2.331029e-02	4.280068e-01	-9.620122e-02	-2.479032e-02	-7.141090e-02
63            	2.756044e-02	4.353879e-01	-9.982711e-02	-2.235311e-02	-7.747399e-02
64            	3.466938e-02	4.373943e-01	-1.029046e-01	-1.678294e-02	-8.612169e-02
65            	4.379025e-02	4.364512e-01	-1.058550e-01	-9.137267e-03	-9.671776e-02
66            	5.287810e-02	4.355211e-01	-1.090419e-01	-1.642869e-03	-1.073991e-01
67            	5.918999e-02	4.397938e-01	-1.131467e-01	2.616620e-03	-1.157634e-01
68            	5.936264e-02	4.562527e-01	-1.188891e-01	-8.191063e-05	-1.188072e-01
69            	5.362576e-02	4.836737e-01	-1.258428e-01	-9.295637e-03	-1.165471e-01
70            	4.619894e-02	5.138074e-01	-1.328177e-01	-2.020991e-02	-1.126078e-01
71            	3.937125e-02	5.425403e-01	-1.395558e-01	-3.040665e-02	-1.091492e-01
72            	3.361047e-02	5.687276e-01	-1.460415e-01	-3.941026e-02	-1.066312e-01
73            	2.903787e-02	5.923177e-01	-1.523009e-01	-4.711259e-02	-1.051883e-01
74            	2.580027e-02	6.130351e-01	-1.582616e-01	-5.333051e-02	-1.049311e-01
75            	2.378052e-02	6.308533e-01	-1.637912e-01	-5.811510e-02	-1.056761e-01
