# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.408279e-03
2             	1.385194e-01	1.420818e-02	2.179292e-01	2.313039e-01	2.780641e-03
3             	7.855464e-02	7.349122e-03	7.910559e-02	7.097322e-02	2.990898e-03
4             	1.473215e-01	5.882979e-03	3.677906e-02	2.574120e-02	1.593729e-03
5             	1.120616e-01	4.658074e-03	2.532621e-02	8.356241e-03	1.254905e-03
6             	1.190440e-01	3.939031e-03	1.689074e-02	4.042025e-03	9.490352e-04
7             	1.217991e-01	3.773808e-03	1.359666e-02	2.736454e-03	6.690773e-04
8             	1.295863e-01	3.361984e-03	1.125992e-02	2.007829e-03	5.739434e-04
9             	1.226383e-01	3.562893e-03	1.021312e-02	1.768609e-03	4.005539e-04
10            	1.158875e-01	3.568190e-03	9.554219e-03	1.446584e-03	3.321286e-04
11            	1.115752e-01	3.672902e-03	8.997039e-03	1.245973e-03	2.975310e-04
12            	1.008619e-01	3.675520e-03	9.031786e-03	1.145373e-03	3.021926e-04
13            	7.361050e-02	3.679981e-03	8.809721e-03	1.007854e-03	3.659325e-04
14            	5.847364e-02	3.689019e-03	8.940011e-03	9.724388e-04	3.912605e-04
15            	4.323605e-02	3.697003e-03	9.197926e-03	9.023966e-04	3.664557e-04
16            	3.468495e-02	3.724147e-03	9.822582e-03	8.594247e-04	3.376882e-04
17            	2.805991e-02	3.762390e-03	1.102111e-02	8.211898e-04	3.128742e-04
18            	2.354617e-02	3.778690e-03	1.256769e-02	7.767805e-04	2.907754e-04
19            	2.020108e-02	3.801008e-03	1.481169e-02	7.557515e-04	2.704380e-04
20            	1.750120e-02	3.839362e-03	1.802349e-02	7.228247e-04	2.695395e-04
21            	1.560471e-02	3.913644e-03	2.358561e-02	7.219932e-04	2.662426e-04
22            	1.465600e-02	3.967193e-03	3.462987e-02	7.134406e-04	2.822492e-04
23            	1.264779e-02	4.151055e-03	6.313323e-02	6.945016e-04	2.796964e-04
24            	1.132101e-02	4.285271e-03	4.331008e-02	6.871161e-04	2.778222e-04
25            	1.072088e-02	4.405993e-03	2.598143e-02	6.666073e-04	2.633637e-04
26            	1.049562e-02	4.641283e-03	1.919141e-02	6.693875e-04	2.486516e-04
27            	1.087572e-02	4.793929e-03	1.576491e-02	6.501530e-04	2.348161e-04
28            	1.199374e-02	5.187637e-03	1.413273e-02	6.460042e-04	2.203929e-04
29            	1.426559e-02	5.871150e-03	1.381537e-02	6.687208e-04	2.205972e-04
30            	1.680818e-02	7.010656e-03	1.475701e-02	6.913959e-04	2.197257e-04
31            	2.035435e-02	8.454720e-03	1.668634e-02	7.084417e-04	2.101625e-04
32            	2.563150e-02	9.897577e-03	2.036642e-02	7.310782e-04	2.040151e-04
33            	3.318865e-02	1.125985e-02	2.619324e-02	7.489883e-04	1.993548e-04
34            	4.687602e-02	1.209272e-02	3.578187e-02	7.713713e-04	1.903244e-04
35            	5.544071e-02	1.258777e-02	5.500287e-02	8.034790e-04	1.851633e-04
36            	6.355558e-02	1.268778e-02	1.006227e-01	8.018394e-04	1.762476e-04
37            	6.434784e-02	1.230507e-02	1.035425e-01	8.055947e-04	1.712876e-04
38            	5.966751e-02	1.162188e-02	5.524467e-02	7.708201e-04	1.615442e-04
39            	6.192030e-02	1.079518e-02	3.941023e-02	7.493726e-04	1.544309e-04
40            	5.648689e-02	1.004010e-02	3.151543e-02	6.820790e-04	1.480214e-04
41            	4.414548e-02	9.414954e-03	2.753708e-02	6.309586e-04	1.424586e-04
42            	3.571995e-02	9.001627e-03	2.616026e-02	5.812510e-04	1.430796e-04
43            	2.831827e-02	8.586597e-03	2.676580e-02	5.408397e-04	1.409691e-04
44            	2.363526e-02	8.161395e-03	3.040736e-02	5.089217e-04	1.411076e-04
45            	2.072555e-02	7.712782e-03	3.975948e-02	4.989755e-04	1.386837e-04
46            	1.905833e-02	7.333634e-03	6.226415e-02	4.808699e-04	1.357222e-04
47            	1.758937e-02	7.065335e-03	9.673024e-02	4.675001e-04	1.318614e-04
48            	1.749240e-02	6.922864e-03	6.077368e-02	4.680389e-04	1.281270e-04
49            	1.861503e-02	6.888061e-03	4.087261e-02	4.810998e-04	1.312021e-04
50            	1.878273e-02	7.104542e-03	3.468846e-02	4.938534e-04	1.306489e-04
51            	2.008392e-02	7.461595e-03	3.242187e-02	4.857290e-04	1.263636e-04
52            	2.202554e-02	7.855900e-03	3.461242e-02	4.491601e-04	1.185354e-04
53            	2.366799e-02	8.173718e-03	4.511832e-02	4.151535e-04	1.088222e-04
54            	2.339893e-02	8.303018e-03	8.186021e-02	3.943881e-04	1.008351e-04
55            	2.431825e-02	8.298887e-03	6.108041e-02	3.745423e-04	9.411934e-05
56            	2.659702e-02	8.184266e-03	3.145061e-02	3.647930e-04	8.898411e-05
57            	2.707563e-02	7.966929e-03	2.041929e-02	3.567819e-04	8.471658e-05
58            	2.732787e-02	7.693667e-03	1.527837e-02	3.422161e-04	8.257112e-05
59            	2.658112e-02	7.624122e-03	1.238980e-02	3.356222e-04	7.919923e-05
60            	2.415380e-02	7.676082e-03	1.051268e-02	3.234056e-04	7.708803e-05
61            	2.266252e-02	7.747742e-03	9.345863e-03	3.076263e-04	7.442867e-05
62            	2.101653e-02	7.926753e-03	8.550384e-03	2.907567e-04	7.218297e-05
63            	1.958172e-02	8.001872e-03	7.946720e-03	2.756551e-04	7.062644e-05
64            	1.880256e-02	7.857057e-03	7.447834e-03	2.666703e-04	6.832551e-05
65            	1.769858e-02	7.505731e-03	6.976867e-03	2.632632e-04	6.708380e-05
66            	1.646519e-02	7.048045e-03	6.538921e-03	2.576200e-04	6.574496e-05
67            	1.505541e-02	6.541800e-03	6.162654e-03	2.493130e-04	6.408970e-05
68            	1.363235e-02	6.030330e-03	5.883192e-03	2.400644e-04	6.286933e-05
69            	1.241420e-02	5.548462e-03	5.707738e-03	2.294761e-04	6.110791e-05
70            	1.126605e-02	5.126814e-03	5.607037e-03	2.184990e-04	6.022694e-05
71            	1.025929e-02	4.759525e-03	5.583292e-03	2.096661e-04	5.931549e-05
72            	9.348374e-03	4.431478e-03	5.621155e-03	2.011269e-04	5.779143e-05
