# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	4.860124e+00	5.284724e+01	3.072089e+01
50            	pressure_side	4.328263e+00	4.865199e+01	2.980756e+01
50            	trailing_edge	9.742263e+01	9.975729e+01	9.858996e+01
52            	suction_side	4.872770e+00	5.290484e+01	3.071578e+01
52            	pressure_side	4.330324e+00	4.863766e+01	2.984671e+01
52            	trailing_edge	9.752971e+01	1.001299e+02	9.882983e+01
