# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.538497e-03
2             	1.032340e-01	1.390689e-02	1.185370e-01	2.408374e-01	3.422026e-03
3             	6.305833e-02	9.116588e-03	5.056614e-02	8.158491e-02	4.847302e-03
4             	7.297441e-02	8.747669e-03	3.019173e-02	3.143246e-02	2.228483e-03
5             	9.436311e-02	7.878593e-03	2.162034e-02	1.123019e-02	1.417370e-03
6             	9.754740e-02	6.939003e-03	1.420930e-02	4.443475e-03	1.062239e-03
7             	5.979149e-02	5.867777e-03	1.048815e-02	3.708396e-03	8.183329e-04
8             	4.171832e-02	5.102397e-03	8.603763e-03	3.203105e-03	6.258411e-04
9             	3.326066e-02	4.833712e-03	7.425144e-03	2.836813e-03	6.161497e-04
10            	2.954624e-02	4.684103e-03	6.412077e-03	3.087111e-03	5.096865e-04
11            	2.629376e-02	4.455302e-03	5.803632e-03	1.699731e-03	5.197683e-04
12            	2.596663e-02	4.245367e-03	5.635822e-03	1.562567e-03	8.290493e-04
13            	1.823950e-02	4.154112e-03	5.439028e-03	1.199049e-03	2.981748e-03
14            	1.658955e-02	4.126240e-03	5.369404e-03	1.108347e-03	6.236428e-04
15            	1.603442e-02	4.080993e-03	5.336902e-03	1.079523e-03	3.401073e-04
16            	1.465771e-02	4.043840e-03	5.342764e-03	1.064456e-03	3.807584e-04
17            	1.353491e-02	4.042615e-03	5.508670e-03	9.937970e-04	3.680215e-04
18            	1.255368e-02	4.026858e-03	5.582192e-03	9.104585e-04	3.819092e-04
19            	1.172563e-02	3.987135e-03	5.700730e-03	9.314947e-04	4.331774e-04
20            	1.140552e-02	3.985807e-03	5.873024e-03	9.133096e-04	4.264028e-04
21            	1.152887e-02	4.039553e-03	6.106097e-03	9.271486e-04	4.187587e-04
22            	1.223206e-02	4.100258e-03	6.407264e-03	9.027851e-04	3.983295e-04
23            	1.251972e-02	4.232223e-03	6.826421e-03	8.806876e-04	3.782920e-04
24            	1.247504e-02	4.320046e-03	7.316032e-03	8.582259e-04	3.727665e-04
