# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
25            	1.233178e-02	4.459164e-03	7.991312e-03	8.382572e-04	3.602893e-04
26            	1.253492e-02	4.671104e-03	9.188468e-03	8.251681e-04	3.440478e-04
27            	1.280737e-02	5.022420e-03	1.089240e-02	7.954709e-04	3.227079e-04
28            	1.290747e-02	5.473485e-03	1.328584e-02	7.744407e-04	2.993950e-04
29            	1.294986e-02	5.844448e-03	1.604993e-02	7.720961e-04	2.883800e-04
30            	1.336296e-02	6.256446e-03	2.038081e-02	7.965854e-04	2.695039e-04
31            	1.347347e-02	6.775727e-03	2.636245e-02	8.660991e-04	2.726459e-04
32            	1.303260e-02	6.950159e-03	3.422730e-02	9.396466e-04	2.806992e-04
33            	1.333262e-02	7.194700e-03	4.472550e-02	9.916867e-04	2.729244e-04
34            	1.222372e-02	7.545902e-03	5.933593e-02	1.106668e-03	2.599564e-04
35            	1.281375e-02	7.709520e-03	7.894935e-02	1.262467e-03	2.504916e-04
36            	1.785380e-02	8.075182e-03	9.222994e-02	1.342207e-03	2.478288e-04
37            	1.717008e-02	9.146882e-03	9.342151e-02	1.348628e-03	2.535418e-04
38            	1.990302e-02	1.067961e-02	9.509495e-02	1.375222e-03	2.592133e-04
39            	2.317169e-02	1.285469e-02	9.803577e-02	1.476499e-03	2.511277e-04
40            	2.473106e-02	1.607827e-02	8.923017e-02	1.647043e-03	2.513650e-04
41            	2.426389e-02	1.915740e-02	6.563388e-02	1.832734e-03	2.505701e-04
42            	2.322702e-02	2.385239e-02	4.950054e-02	2.033405e-03	2.516028e-04
43            	2.600061e-02	2.902077e-02	3.904803e-02	2.292675e-03	2.555185e-04
44            	3.479977e-02	3.389384e-02	3.323274e-02	2.495086e-03	2.525452e-04
45            	3.232252e-02	3.819362e-02	2.825789e-02	2.530103e-03	2.504677e-04
46            	3.431616e-02	4.128151e-02	2.527780e-02	2.580802e-03	2.415905e-04
47            	5.417231e-02	4.012908e-02	2.271307e-02	2.560610e-03	2.411371e-04
48            	5.888644e-02	3.786740e-02	2.139338e-02	2.576698e-03	2.449109e-04
49            	7.704170e-02	3.227212e-02	2.084596e-02	2.404224e-03	2.409528e-04
50            	1.152951e-01	2.785086e-02	1.947552e-02	2.271708e-03	2.381945e-04
51            	1.304636e-01	2.395409e-02	1.789952e-02	2.017511e-03	2.315682e-04
52            	9.698242e-02	2.081261e-02	1.671465e-02	1.793313e-03	2.349321e-04
53            	6.523891e-02	1.823406e-02	1.597374e-02	1.583035e-03	2.450496e-04
54            	4.618899e-02	1.639732e-02	1.560716e-02	1.403835e-03	2.551689e-04
55            	3.611155e-02	1.516866e-02	1.557732e-02	1.240410e-03	2.703310e-04
56            	2.875235e-02	1.428234e-02	1.582223e-02	1.119137e-03	2.867085e-04
57            	2.351617e-02	1.358128e-02	1.647259e-02	1.031922e-03	2.963470e-04
58            	1.995270e-02	1.295133e-02	1.737665e-02	9.679200e-04	3.023018e-04
59            	1.722867e-02	1.236354e-02	1.854297e-02	9.345518e-04	3.013251e-04
60            	1.567920e-02	1.181648e-02	1.998039e-02	8.910124e-04	2.934992e-04
61            	1.497805e-02	1.126211e-02	2.176105e-02	8.677284e-04	2.861295e-04
62            	1.417720e-02	1.068374e-02	2.399365e-02	8.598908e-04	2.859588e-04
63            	1.415687e-02	1.008195e-02	2.659330e-02	8.581427e-04	2.815309e-04
64            	1.451017e-02	9.459329e-03	2.886213e-02	8.486999e-04	2.780591e-04
65            	1.471630e-02	8.927531e-03	3.043358e-02	8.593919e-04	2.790103e-04
66            	1.608122e-02	8.426488e-03	3.034395e-02	8.732413e-04	2.811033e-04
67            	1.620340e-02	8.107106e-03	2.870329e-02	8.769335e-04	2.802870e-04
68            	1.678177e-02	7.848707e-03	2.607232e-02	8.911016e-04	2.889412e-04
69            	1.677601e-02	7.569048e-03	2.337712e-02	9.118353e-04	2.889096e-04
70            	1.742192e-02	7.301199e-03	2.080399e-02	9.165295e-04	2.959701e-04
71            	1.745807e-02	7.050412e-03	1.905426e-02	9.208367e-04	2.987919e-04
72            	1.702387e-02	6.851781e-03	1.797472e-02	9.307754e-04	2.937499e-04
73            	1.665335e-02	6.536170e-03	1.710586e-02	9.023334e-04	2.836168e-04
74            	1.662002e-02	6.376060e-03	1.632113e-02	8.513431e-04	2.734068e-04
75            	1.701956e-02	6.084177e-03	1.542946e-02	8.013051e-04	2.681409e-04
76            	1.614075e-02	5.989339e-03	1.506884e-02	7.494519e-04	2.660585e-04
77            	1.539057e-02	5.733720e-03	1.496850e-02	7.115193e-04	2.642405e-04
78            	1.421316e-02	5.668859e-03	1.535016e-02	6.886342e-04	2.662570e-04
79            	1.284870e-02	5.632918e-03	1.614067e-02	6.721098e-04	2.673605e-04
80            	1.169267e-02	5.527260e-03	1.768417e-02	6.715093e-04	2.689637e-04
81            	1.067494e-02	5.399648e-03	2.026516e-02	6.795977e-04	2.686376e-04
82            	1.019590e-02	5.333318e-03	2.471218e-02	6.919850e-04	2.685147e-04
83            	9.807809e-03	5.413544e-03	3.232955e-02	7.191019e-04	2.649588e-04
84            	1.034549e-02	5.640640e-03	4.453199e-02	7.466386e-04	2.637909e-04
85            	1.120365e-02	6.035413e-03	6.180655e-02	7.751907e-04	2.674756e-04
86            	1.327099e-02	6.613613e-03	7.828045e-02	8.134468e-04	2.730154e-04
87            	1.407541e-02	7.474149e-03	8.578839e-02	8.428069e-04	2.718463e-04
88            	1.463954e-02	8.270007e-03	7.918514e-02	8.915416e-04	2.737358e-04
89            	1.709950e-02	9.279688e-03	6.153011e-02	9.665467e-04	2.769254e-04
90            	1.642092e-02	1.023050e-02	4.484364e-02	1.017739e-03	2.756444e-04
91            	1.732170e-02	1.132213e-02	3.349056e-02	1.098433e-03	2.805361e-04
92            	1.811499e-02	1.234884e-02	2.634025e-02	1.164355e-03	2.760799e-04
93            	2.076469e-02	1.297591e-02	2.202380e-02	1.235720e-03	2.809555e-04
94            	2.389328e-02	1.372654e-02	1.894469e-02	1.280762e-03	2.845889e-04
95            	2.501679e-02	1.385364e-02	1.713660e-02	1.312332e-03	2.880554e-04
96            	2.724773e-02	1.334938e-02	1.563060e-02	1.305298e-03	2.803759e-04
97            	2.871610e-02	1.234640e-02	1.448817e-02	1.248700e-03	2.644878e-04
98            	2.881394e-02	1.137532e-02	1.337683e-02	1.206326e-03	2.516556e-04
99            	2.606699e-02	1.037770e-02	1.244492e-02	1.152625e-03	2.419957e-04
100           	2.312921e-02	9.506553e-03	1.182710e-02	1.086787e-03	2.360769e-04
101           	2.080336e-02	8.839989e-03	1.150641e-02	1.015908e-03	2.343792e-04
102           	1.833967e-02	8.407993e-03	1.152178e-02	9.690943e-04	2.339721e-04
103           	1.651020e-02	8.161987e-03	1.211926e-02	9.235408e-04	2.382045e-04
104           	1.460625e-02	8.098602e-03	1.322257e-02	8.981392e-04	2.387526e-04
105           	1.329820e-02	8.048632e-03	1.499424e-02	8.752771e-04	2.400091e-04
106           	1.218078e-02	8.011117e-03	1.742688e-02	8.607543e-04	2.481506e-04
107           	1.132163e-02	7.963489e-03	2.089569e-02	8.526842e-04	2.528724e-04
108           	1.079499e-02	7.970114e-03	2.538780e-02	8.589223e-04	2.580480e-04
109           	1.086701e-02	8.011545e-03	3.060786e-02	8.690016e-04	2.662334e-04
110           	1.112973e-02	8.082448e-03	3.568296e-02	8.800964e-04	2.748109e-04
111           	1.146983e-02	8.170613e-03	3.905332e-02	8.795715e-04	2.784604e-04
112           	1.220339e-02	8.281221e-03	3.937961e-02	8.820044e-04	2.744870e-04
113           	1.241034e-02	8.426830e-03	3.619696e-02	8.755086e-04	2.742119e-04
114           	1.298232e-02	8.589319e-03	3.116154e-02	8.919436e-04	2.677447e-04
115           	1.373502e-02	8.776706e-03	2.581444e-02	9.162403e-04	2.617601e-04
116           	1.483163e-02	8.910803e-03	2.155369e-02	9.502822e-04	2.625416e-04
117           	1.581785e-02	9.098606e-03	1.838992e-02	9.379019e-04	2.608181e-04
118           	1.718271e-02	9.082055e-03	1.632975e-02	9.496054e-04	2.545231e-04
119           	1.774601e-02	8.894756e-03	1.484303e-02	9.171088e-04	2.463926e-04
120           	1.741662e-02	8.538874e-03	1.384211e-02	9.006673e-04	2.383554e-04
121           	1.717383e-02	8.057792e-03	1.302960e-02	8.533375e-04	2.343649e-04
122           	1.637212e-02	7.608328e-03	1.229950e-02	8.317032e-04	2.310436e-04
123           	1.566331e-02	7.153724e-03	1.175960e-02	7.961670e-04	2.275014e-04
124           	1.527116e-02	6.730283e-03	1.139149e-02	7.688997e-04	2.324528e-04
125           	1.429630e-02	6.425305e-03	1.119703e-02	7.526150e-04	2.324940e-04
126           	1.306137e-02	6.198550e-03	1.128278e-02	7.362158e-04	2.403945e-04
127           	1.161087e-02	6.057252e-03	1.172890e-02	7.207957e-04	2.426736e-04
128           	1.060149e-02	5.923789e-03	1.266599e-02	7.080301e-04	2.485912e-04
129           	9.580041e-03	5.822189e-03	1.417273e-02	6.917216e-04	2.476609e-04
