0 	343
0.00100503 	339.913
0.00201005 	336.825
0.00301508 	334.977
0.0040201 	334.08
0.00502513 	333.183
0.00603015 	332.437
0.00703518 	331.9
0.0080402 	331.362
0.00904523 	330.825
0.0100503 	330.359
0.0110553 	330.018
0.0120603 	329.678
0.0130653 	329.338
0.0140704 	328.997
0.0150754 	328.669
0.0160804 	328.434
0.0170854 	328.2
0.0180905 	327.965
0.0190955 	327.73
0.0201005 	327.496
0.0211055 	327.261
0.0221106 	327.047
0.0231156 	326.874
0.0241206 	326.7
0.0251256 	326.527
0.0261307 	326.354
0.0271357 	326.181
0.0281407 	326.007
0.0291457 	325.834
0.0301508 	325.661
0.0311558 	325.51
0.0321608 	325.375
0.0331658 	325.241
0.0341709 	325.106
0.0351759 	324.971
0.0361809 	324.836
0.0371859 	324.701
0.038191 	324.566
0.039196 	324.431
0.040201 	324.296
0.041206 	324.161
0.0422111 	324.034
0.0432161 	323.924
0.0442211 	323.813
0.0452261 	323.703
0.0462312 	323.593
0.0472362 	323.483
0.0482412 	323.373
0.0492462 	323.262
0.0502513 	323.152
0.0512563 	323.042
0.0522613 	322.932
0.0532663 	322.822
0.0542714 	322.711
0.0552764 	322.601
0.0562814 	322.491
0.0572864 	322.392
0.0582915 	322.297
0.0592965 	322.202
0.0603015 	322.107
0.0613065 	322.013
0.0623116 	321.918
0.0633166 	321.823
0.0643216 	321.728
0.0653266 	321.634
0.0663317 	321.539
0.0673367 	321.444
0.0683417 	321.349
0.0693467 	321.255
0.0703518 	321.16
0.0713568 	321.065
0.0723618 	320.97
0.0733668 	320.876
0.0743719 	320.781
0.0753769 	320.686
0.0763819 	320.613
0.0773869 	320.544
0.078392 	320.475
0.079397 	320.406
0.080402 	320.338
0.081407 	320.269
0.0824121 	320.2
0.0834171 	320.131
0.0844221 	320.062
0.0854271 	319.993
0.0864322 	319.924
0.0874372 	319.855
0.0884422 	319.786
0.0894472 	319.717
0.0904523 	319.648
0.0914573 	319.579
0.0924623 	319.511
0.0934673 	319.442
0.0944724 	319.373
0.0954774 	319.304
0.0964824 	319.235
0.0974874 	319.166
0.0984925 	319.097
0.0994975 	319.028
0.100503 	318.936
0.101508 	318.82
0.102513 	318.704
0.103518 	318.588
0.104523 	318.471
0.105528 	318.355
0.106533 	318.239
0.107538 	318.123
0.108543 	318.007
0.109548 	317.891
0.110553 	317.791
0.111558 	317.703
0.112563 	317.616
0.113568 	317.528
0.114573 	317.441
0.115578 	317.353
0.116583 	317.266
0.117588 	317.178
0.118593 	317.091
0.119598 	317.003
0.120603 	316.913
0.121608 	316.822
0.122613 	316.73
0.123618 	316.639
0.124623 	316.547
0.125628 	316.455
0.126633 	316.364
0.127638 	316.272
0.128643 	316.181
0.129648 	316.089
0.130653 	315.993
0.131658 	315.896
0.132663 	315.798
0.133668 	315.7
0.134673 	315.602
0.135678 	315.504
0.136683 	315.407
0.137688 	315.309
0.138693 	315.211
0.139698 	315.113
0.140704 	315.009
0.141709 	314.903
0.142714 	314.796
0.143719 	314.69
0.144724 	314.583
0.145729 	314.477
0.146734 	314.37
0.147739 	314.264
0.148744 	314.157
0.149749 	314.051
0.150754 	313.935
0.151759 	313.816
0.152764 	313.697
0.153769 	313.579
0.154774 	313.46
0.155779 	313.341
0.156784 	313.222
0.157789 	313.104
0.158794 	312.985
0.159799 	312.866
0.160804 	312.732
0.161809 	312.595
0.162814 	312.457
0.163819 	312.32
0.164824 	312.182
0.165829 	312.045
0.166834 	311.907
0.167839 	311.769
0.168844 	311.632
0.169849 	311.494
0.170854 	311.326
0.171859 	311.152
0.172864 	310.978
0.173869 	310.804
0.174874 	310.63
0.175879 	310.456
0.176884 	310.282
0.177889 	310.108
0.178894 	309.934
0.179899 	309.76
0.180905 	309.469
0.18191 	309.164
0.182915 	308.859
0.18392 	308.554
0.184925 	308.249
0.18593 	307.944
0.186935 	307.64
0.18794 	307.335
0.188945 	307.03
0.18995 	306.725
0.190955 	305.401
0.19196 	304.023
0.192965 	302.645
0.19397 	301.267
0.194975 	299.889
0.19598 	298.511
0.196985 	297.134
0.19799 	295.756
0.198995 	294.378
0.2 	293
