# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	5.219786e+00	5.199686e+01	3.024541e+01
50            	pressure_side	4.328858e+00	4.765174e+01	2.961789e+01
50            	trailing_edge	9.594372e+01	1.011863e+02	9.856503e+01
69            	suction_side	5.297383e+00	5.165512e+01	3.013918e+01
69            	pressure_side	4.017742e+00	4.655360e+01	2.927031e+01
69            	trailing_edge	9.547722e+01	1.029756e+02	9.922640e+01
