# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.485951e-03
2             	9.499329e-02	1.372088e-02	1.472940e-01	2.383132e-01	3.093121e-03
3             	6.867883e-02	7.982473e-03	5.734401e-02	7.945339e-02	4.001620e-03
4             	1.018156e-01	7.359588e-03	3.095524e-02	2.957692e-02	1.724615e-03
5             	1.285962e-01	6.337670e-03	2.299352e-02	1.062881e-02	1.335484e-03
6             	1.865449e-01	6.209768e-03	1.634276e-02	4.635153e-03	1.091740e-03
7             	1.252441e-01	5.193776e-03	1.228175e-02	3.889260e-03	8.517032e-04
8             	1.259584e-01	4.712277e-03	1.032286e-02	3.262451e-03	6.270090e-04
9             	1.119089e-01	4.239773e-03	8.454101e-03	2.402541e-03	4.513969e-04
10            	1.237592e-01	4.277975e-03	7.445091e-03	1.604724e-03	4.609047e-04
11            	8.707112e-02	4.263505e-03	6.920895e-03	1.436985e-03	5.196889e-04
12            	6.517311e-02	4.442628e-03	6.747005e-03	1.427472e-03	7.074692e-04
13            	5.327547e-02	4.449209e-03	6.598092e-03	1.395412e-03	5.790865e-04
14            	4.068943e-02	4.523396e-03	6.742348e-03	1.445408e-03	5.578997e-04
15            	3.135161e-02	4.518984e-03	6.991895e-03	1.419931e-03	5.327267e-04
16            	2.548306e-02	4.560464e-03	7.445084e-03	1.446930e-03	4.898990e-04
17            	2.273123e-02	4.607472e-03	8.093141e-03	1.418233e-03	4.700361e-04
18            	1.978864e-02	4.670173e-03	9.023020e-03	1.364175e-03	4.223700e-04
19            	1.784764e-02	4.731482e-03	1.027832e-02	1.255265e-03	3.944224e-04
20            	1.634377e-02	4.740157e-03	1.177362e-02	1.177510e-03	3.732879e-04
21            	1.513143e-02	4.742672e-03	1.372499e-02	1.118703e-03	3.449681e-04
22            	1.422099e-02	4.694931e-03	1.617258e-02	1.105618e-03	3.387227e-04
23            	1.284569e-02	4.865839e-03	1.972549e-02	1.105638e-03	3.289265e-04
24            	1.174503e-02	4.838828e-03	2.379727e-02	1.083778e-03	3.325182e-04
25            	1.117354e-02	4.805773e-03	3.049536e-02	1.109178e-03	3.330119e-04
26            	1.022112e-02	4.953571e-03	4.332781e-02	1.079058e-03	3.266282e-04
27            	9.687439e-03	4.897598e-03	6.858284e-02	1.102186e-03	3.119122e-04
28            	9.405513e-03	4.891232e-03	6.131505e-02	1.137425e-03	2.997144e-04
29            	9.609229e-03	5.098308e-03	4.062867e-02	1.189401e-03	2.859030e-04
30            	1.060416e-02	5.578712e-03	3.248061e-02	1.219731e-03	2.782133e-04
31            	1.229078e-02	6.391374e-03	2.895499e-02	1.258377e-03	2.711960e-04
32            	1.431032e-02	7.567855e-03	2.887570e-02	1.301865e-03	2.704242e-04
33            	1.556070e-02	9.168170e-03	3.039708e-02	1.252572e-03	2.809803e-04
34            	1.785907e-02	1.122566e-02	3.527999e-02	1.279027e-03	2.817632e-04
