# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
35            	2.002685e-02	1.366271e-02	4.691839e-02	1.434966e-03	2.746418e-04
36            	2.157832e-02	1.626307e-02	7.234945e-02	1.590306e-03	2.636797e-04
37            	2.293921e-02	1.892706e-02	1.131209e-01	1.632767e-03	2.462749e-04
38            	2.979597e-02	2.089690e-02	6.379386e-02	1.726389e-03	2.321674e-04
39            	3.632121e-02	2.243823e-02	4.241758e-02	1.737666e-03	2.250311e-04
40            	4.518277e-02	2.270280e-02	3.391879e-02	1.635380e-03	2.166027e-04
41            	6.999627e-02	2.112639e-02	2.825948e-02	1.530005e-03	2.153815e-04
42            	8.003684e-02	1.941288e-02	2.425339e-02	1.375955e-03	2.042916e-04
43            	7.549114e-02	1.766916e-02	2.149469e-02	1.270085e-03	1.966006e-04
44            	6.669693e-02	1.584795e-02	1.941821e-02	1.152291e-03	1.941224e-04
45            	5.758124e-02	1.429860e-02	1.774497e-02	1.025119e-03	1.875954e-04
46            	4.997544e-02	1.309489e-02	1.664703e-02	9.455107e-04	1.817596e-04
47            	4.347011e-02	1.206728e-02	1.599066e-02	8.855970e-04	1.824220e-04
48            	3.518003e-02	1.128169e-02	1.587253e-02	7.702081e-04	1.818441e-04
49            	2.789170e-02	1.064245e-02	1.622699e-02	6.859518e-04	1.862861e-04
50            	2.237902e-02	1.009513e-02	1.688562e-02	6.205281e-04	1.898797e-04
51            	1.835389e-02	9.616021e-03	1.790812e-02	5.858895e-04	1.938794e-04
52            	1.533044e-02	9.171875e-03	1.969299e-02	5.880167e-04	1.996779e-04
53            	1.355019e-02	8.717600e-03	2.283836e-02	5.943286e-04	2.078083e-04
54            	1.268243e-02	8.321837e-03	2.821500e-02	6.060306e-04	2.114311e-04
55            	1.201092e-02	8.023436e-03	3.738664e-02	6.124089e-04	2.136116e-04
56            	1.164668e-02	7.845563e-03	5.355702e-02	6.222748e-04	2.148998e-04
57            	1.171168e-02	7.647885e-03	7.879158e-02	6.304838e-04	2.206305e-04
58            	1.244953e-02	7.582248e-03	9.698602e-02	6.361719e-04	2.260024e-04
59            	1.396846e-02	7.705169e-03	9.948069e-02	6.655114e-04	2.360745e-04
60            	1.416864e-02	8.165074e-03	1.072752e-01	6.952921e-04	2.469899e-04
61            	1.580570e-02	8.594062e-03	1.000666e-01	7.332391e-04	2.529118e-04
62            	1.713375e-02	8.894827e-03	7.536681e-02	7.423409e-04	2.550803e-04
63            	1.745434e-02	8.858677e-03	5.212855e-02	7.364503e-04	2.504590e-04
64            	1.684738e-02	8.635179e-03	3.750622e-02	7.201377e-04	2.520515e-04
65            	1.774473e-02	8.210611e-03	2.796924e-02	7.179653e-04	2.424347e-04
66            	2.032697e-02	7.679173e-03	2.180706e-02	7.215825e-04	2.383758e-04
67            	2.185262e-02	7.179730e-03	1.784960e-02	7.237095e-04	2.330953e-04
68            	2.269398e-02	6.719524e-03	1.533833e-02	7.366806e-04	2.317168e-04
69            	2.300154e-02	6.357111e-03	1.359740e-02	7.410151e-04	2.263379e-04
70            	2.156732e-02	6.056019e-03	1.238133e-02	7.202466e-04	2.227715e-04
71            	2.029132e-02	5.819335e-03	1.155686e-02	7.049444e-04	2.228229e-04
72            	1.933165e-02	5.612994e-03	1.100788e-02	6.839597e-04	2.223379e-04
73            	1.767425e-02	5.382744e-03	1.071595e-02	7.002942e-04	2.231214e-04
74            	1.633182e-02	5.113983e-03	1.063315e-02	6.873946e-04	2.290479e-04
75            	1.456436e-02	4.818751e-03	1.069379e-02	6.969708e-04	2.309707e-04
76            	1.293531e-02	4.529858e-03	1.086248e-02	6.925914e-04	2.440620e-04
77            	1.170913e-02	4.252849e-03	1.114308e-02	6.932604e-04	2.441862e-04
78            	1.103235e-02	4.023247e-03	1.165950e-02	6.933891e-04	2.609548e-04
79            	1.035106e-02	3.855451e-03	1.257423e-02	7.033842e-04	2.660903e-04
80            	9.845983e-03	3.736050e-03	1.394390e-02	7.039393e-04	2.688617e-04
