# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	6.302969e+00	4.518259e+01	2.397362e+01
50            	pressure_side	4.870284e+00	4.409770e+01	3.092686e+01
50            	trailing_edge	8.226792e+01	1.392784e+02	1.107731e+02
79            	suction_side	7.306355e+00	4.323522e+01	2.672574e+01
79            	pressure_side	4.424841e+00	4.139180e+01	2.826862e+01
79            	trailing_edge	7.566225e+01	1.066880e+02	9.117514e+01
