U:0,U:1,U:2,grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8,Points:0,Points:1,Points:2,Point ID
0.364528,2.07957e-06,0,-0.105,-0.0289274,0,0.55875,0.107519,0,0,0,0,0.0051,0.001,0,255
0.364537,4.62512e-06,0,-0.1125,-0.0344688,0,0.55575,0.112709,0,0,0,0,0.00502,0.001,0,251
0.364526,1.52415e-06,0,-0.105,-0.0275448,0,0.55875,0.105412,0,0,0,0,0.00512,0.001,0,256
0.364502,-3.637e-06,0,-0.0749999,-0.0100774,0,0.57,0.0648754,0,0,0,0,0.0054,0.001,0,270
0.364518,-4.69072e-07,0,-0.09375,-0.0221041,0,0.5625,0.0954501,0,0,0,0,0.0052,0.001,0,260
0.364524,9.84027e-07,0,-0.10425,-0.0261672,0,0.55875,0.103194,0,0,0,0,0.00514,0.001,0,257
0.364509,-2.35479e-06,0,-0.0825,-0.015733,0,0.56625,0.0804512,0,0,0,0,0.0053,0.001,0,265
0.364516,-8.88971e-07,0,-0.0915,-0.0207907,0,0.5625,0.0925643,0,0,0,0,0.00522,0.001,0,261
0.364524,-5.23282e-08,0,0.123749,0.000553784,0,0.54975,-0.127217,0,0,0,0,0.01992,0.001,0,996
0.36452,-4.81492e-09,0,-0.09825,-0.0234481,0,0.56025,0.0981456,0,0,0,0,0.00518,0.001,0,259
0.364522,4.74527e-07,0,-0.102,-0.0247999,0,0.55875,0.100755,0,0,0,0,0.00516,0.001,0,258
0.364501,-3.8211e-06,0,-0.066,-0.00906008,0,0.57,0.0618524,0,0,0,0,0.00542,0.001,0,271
0.364511,-2.01995e-06,0,-0.0870001,-0.0169661,0,0.564,0.0835477,0,0,0,0,0.00528,0.001,0,264
0.364514,-1.29448e-06,0,-0.09,-0.0194897,0,0.5625,0.0896348,0,0,0,0,0.00524,0.001,0,262
0.364513,-1.67117e-06,0,-0.09,-0.0182135,0,0.5625,0.0866177,0,0,0,0,0.00526,0.001,0,263
0.364507,-2.64928e-06,0,-0.0735,-0.0145481,0,0.56625,0.0773204,0,0,0,0,0.00532,0.001,0,266
0.364504,-3.41801e-06,0,-0.0705,-0.0111536,0,0.56775,0.0679639,0,0,0,0,0.00538,0.001,0,269
0.364506,-2.93088e-06,0,-0.0675,-0.0133808,0,0.56625,0.0741912,0,0,0,0,0.00534,0.001,0,267
0.364499,-3.99422e-06,0,-0.0569999,-0.0080632,0,0.56925,0.0588589,0,0,0,0,0.00544,0.001,0,272
0.364539,5.31923e-06,0,-0.1125,-0.0358425,0,0.55125,0.113291,0,0,0,0,0.005,0.001,0,250
0.364505,-3.18672e-06,0,-0.0675,-0.0122485,0,0.56625,0.0710649,0,0,0,0,0.00536,0.001,0,268
0.364518,-9.36005e-08,0,0.1065,0.000734392,0,0.555,-0.103831,0,0,0,0,0.01986,0.001,0,993
0.364536,-2.788e-08,0,0,0,0,0.555,-0.147595,0,0,0,0,0.02,0.001,0,1000
0.364542,6.05883e-06,0,-0.11475,-0.0371931,0,0.549,0.113157,0,0,0,0,0.00498,0.001,0,249
0.36452,-7.88855e-08,0,0.10575,0.000707724,0,0.552,-0.111304,0,0,0,0,0.01988,0.001,0,994
0.364493,-4.63581e-06,0,-0.0405001,-0.00289511,0,0.56925,0.0422922,0,0,0,0,0.00556,0.001,0,278
0.364515,-1.08407e-07,0,0.09975,0.000726832,0,0.555,-0.0968481,0,0,0,0,0.01984,0.001,0,992
0.364544,6.81326e-06,0,-0.1155,-0.0385324,0,0.5475,0.112745,0,0,0,0,0.00496,0.001,0,248
0.364498,-4.14541e-06,0,-0.0480001,-0.00710714,0,0.567,0.0559244,0,0,0,0,0.00546,0.001,0,273
0.364546,7.59742e-06,0,-0.11325,-0.0398494,0,0.5475,0.111778,0,0,0,0,0.00494,0.001,0,247
0.364493,-4.68453e-06,0,-0.0345001,-0.00217152,0,0.5685,0.0398123,0,0,0,0,0.00558,0.001,0,279
0.364494,-4.57078e-06,0,-0.0495001,-0.00366111,0,0.567,0.0448657,0,0,0,0,0.00554,0.001,0,277
0.364514,-1.22787e-07,0,0.0914995,0.000709491,0,0.555,-0.0903575,0,0,0,0,0.01982,0.001,0,991
0.364522,-6.4215e-08,0,0.10125,0.000663938,0,0.5475,-0.119021,0,0,0,0,0.0199,0.001,0,995
0.364497,-4.27604e-06,0,-0.048,-0.00619287,0,0.56475,0.0530612,0,0,0,0,0.00548,0.001,0,274
0.364495,-4.48802e-06,0,-0.0525,-0.00446967,0,0.56475,0.0475276,0,0,0,0,0.00552,0.001,0,276
0.364548,8.4104e-06,0,-0.1095,-0.0411365,0,0.546,0.110168,0,0,0,0,0.00492,0.001,0,246
0.364492,-4.72509e-06,0,-0.03,-0.0014691,0,0.56625,0.037379,0,0,0,0,0.0056,0.001,0,280
0.364488,-4.6401e-06,0,-0.0285,0.0023237,0,0.56625,0.0230412,0,0,0,0,0.00574,0.001,0,287
0.364512,-1.36953e-07,0,0.0825,0.000687262,0,0.555,-0.0841141,0,0,0,0,0.0198,0.001,0,990
0.364496,-4.39639e-06,0,-0.0525,-0.0052995,0,0.5625,0.0502336,0,0,0,0,0.0055,0.001,0,275
0.364487,-4.58913e-06,0,-0.024,0.0027274,0,0.56625,0.0213417,0,0,0,0,0.00576,0.001,0,288
0.364488,-4.68149e-06,0,-0.03,0.00188271,0,0.56475,0.024837,0,0,0,0,0.00572,0.001,0,286
0.36451,-1.50277e-07,0,0.0779998,0.000661019,0,0.555,-0.0785598,0,0,0,0,0.01978,0.001,0,989
0.364491,-4.74329e-06,0,-0.03,-0.000829512,0,0.564,0.0350913,0,0,0,0,0.00562,0.001,0,281
0.364551,9.23778e-06,0,-0.105,-0.0424087,0,0.54375,0.108239,0,0,0,0,0.0049,0.001,0,245
0.364487,-4.5298e-06,0,-0.0195,0.0030955,0,0.56475,0.019736,0,0,0,0,0.00578,0.001,0,289
0.364491,-4.75473e-06,0,-0.03,-0.000210482,0,0.5625,0.0328528,0,0,0,0,0.00564,0.001,0,282
0.36449,-4.75266e-06,0,-0.03,0.00036742,0,0.5625,0.0307131,0,0,0,0,0.00566,0.001,0,283
0.36449,-4.73841e-06,0,-0.03,0.00090527,0,0.5625,0.0286723,0,0,0,0,0.00568,0.001,0,284
0.364509,-1.63299e-07,0,0.07425,0.000634139,0,0.55425,-0.0732142,0,0,0,0,0.01976,0.001,0,988
0.364489,-4.71809e-06,0,-0.03,0.00142309,0,0.5625,0.026681,0,0,0,0,0.0057,0.001,0,285
0.364553,1.01067e-05,0,-0.105,-0.0436245,0,0.5415,0.105209,0,0,0,0,0.00488,0.001,0,244
0.364487,-4.46629e-06,0,-0.015,0.0034458,0,0.5625,0.0181771,0,0,0,0,0.0058,0.001,0,290
0.364486,-4.39197e-06,0,-0.015,0.00374537,0,0.5625,0.0167538,0,0,0,0,0.00582,0.001,0,291
0.364486,-4.3146e-06,0,-0.015,0.00402894,0,0.5625,0.0153738,0,0,0,0,0.00584,0.001,0,292
0.364486,-4.23112e-06,0,-0.015,0.00428056,0,0.5625,0.0140803,0,0,0,0,0.00586,0.001,0,293
0.364485,-4.14256e-06,0,-0.015,0.00450221,0,0.5625,0.0128691,0,0,0,0,0.00588,0.001,0,294
0.364485,-4.05146e-06,0,-0.015,0.00470887,0,0.5625,0.0116991,0,0,0,0,0.0059,0.001,0,295
0.3645,-2.46549e-07,0,0.04125,0.000410917,0,0.55875,-0.0420626,0,0,0,0,0.0196,0.001,0,980
0.364484,-3.21692e-06,0,-0.00524996,0.00547838,0,0.56175,0.00484731,0,0,0,0,0.00606,0.001,0,303
0.364505,-1.98933e-07,0,0.06,0.000547457,0,0.555,-0.0593551,0,0,0,0,0.0197,0.001,0,985
0.364551,3.19916e-05,0,0.21,-0.0549576,0,0.471,-0.214223,0,0,0,0,0.00446,0.001,0,223
0.364484,-3.10708e-06,0,-0.00225001,0.00548907,0,0.561,0.00424322,0,0,0,0,0.00608,0.001,0,304
0.364555,1.09889e-05,0,-0.1035,-0.0448181,0,0.54,0.101763,0,0,0,0,0.00486,0.001,0,243
0.364507,-1.75715e-07,0,0.072,0.000605981,0,0.552,-0.0682847,0,0,0,0,0.01974,0.001,0,987
0.364485,-3.9542e-06,0,-0.0105,0.00487366,0,0.56025,0.0106456,0,0,0,0,0.00592,0.001,0,296
0.364506,-1.87486e-07,0,0.0667496,0.000576938,0,0.55275,-0.0637267,0,0,0,0,0.01972,0.001,0,986
0.364501,-2.37927e-07,0,0.0434999,0.000436148,0,0.5565,-0.0451187,0,0,0,0,0.01962,0.001,0,981
0.364484,-3.32644e-06,0,-0.00975004,0.00545005,0,0.5595,0.00550543,0,0,0,0,0.00604,0.001,0,302
0.364557,1.18973e-05,0,-0.099,-0.0459672,0,0.54,0.0974875,0,0,0,0,0.00484,0.001,0,242
0.364492,-3.17811e-07,0,0.015,0.000107417,0,0.55875,-0.016379,0,0,0,0,0.01932,0.001,0,966
0.364492,-3.19892e-07,0,0.0149998,8.67618e-05,0,0.55875,-0.0153002,0,0,0,0,0.0193,0.001,0,965
0.364492,-3.21281e-07,0,0.0127499,6.58867e-05,0,0.55875,-0.0143371,0,0,0,0,0.01928,0.001,0,964
0.364491,-3.22438e-07,0,0.01125,4.48979e-05,0,0.55875,-0.0134083,0,0,0,0,0.01926,0.001,0,963
0.364491,-3.23127e-07,0,0.01125,2.36796e-05,0,0.55875,-0.0125481,0,0,0,0,0.01924,0.001,0,962
0.364484,-3.54312e-06,0,-0.01125,0.00534431,0,0.55875,0.00696833,0,0,0,0,0.006,0.001,0,300
0.364484,-3.43501e-06,0,-0.01125,0.00540209,0,0.55875,0.00622222,0,0,0,0,0.00602,0.001,0,301
0.36449,-3.20055e-07,0,0.0105,-8.67432e-05,0,0.55875,-0.00901914,0,0,0,0,0.01914,0.001,0,957
0.364484,-3.85533e-06,0,-0.00674998,0.00502555,0,0.55875,0.00962878,0,0,0,0,0.00594,0.001,0,297
0.36449,-3.21557e-07,0,0.00825017,-6.40014e-05,0,0.55875,-0.00963227,0,0,0,0,0.01916,0.001,0,958
0.364484,-3.64878e-06,0,-0.00674998,0.00525391,0,0.55875,0.00780963,0,0,0,0,0.00598,0.001,0,299
0.364484,-3.75326e-06,0,-0.00450002,0.00515161,0,0.55875,0.00868507,0,0,0,0,0.00596,0.001,0,298
0.364488,-1.59283e-07,0,0.0075,-0.00066017,0,0.55875,-0.00232248,0,0,0,0,0.0187,0.001,0,935
0.364486,-1.55213e-07,0,0.0075,-0.00108291,0,0.55875,-0.000528739,0,0,0,0,0.0144,0.001,0,720
0.364488,3.43789e-08,0,0.00675004,-0.000935468,0,0.55875,-0.00137899,0,0,0,0,0.01846,0.001,0,923
0.364484,-2.99708e-06,0,0,0.00549094,0,0.55875,0.00366611,0,0,0,0,0.0061,0.001,0,305
0.364488,-1.72044e-07,0,0.00525013,-0.000633459,0,0.55875,-0.00245417,0,0,0,0,0.01872,0.001,0,936
0.364486,-1.77003e-07,0,0.00525002,-0.00108979,0,0.55875,-0.00053192,0,0,0,0,0.01442,0.001,0,721
0.364488,5.32796e-08,0,0.00449996,-0.000953116,0,0.55875,-0.00133605,0,0,0,0,0.01844,0.001,0,922
0.364493,-3.15501e-07,0,0.01575,0.000128042,0,0.558,-0.0175009,0,0,0,0,0.01934,0.001,0,967
0.364502,-2.29014e-07,0,0.0457498,0.000462109,0,0.55425,-0.0483033,0,0,0,0,0.01964,0.001,0,982
0.364503,-2.09384e-07,0,0.0532498,0.00051819,0,0.55275,-0.0554772,0,0,0,0,0.01968,0.001,0,984
0.364488,-1.84508e-07,0,0.003,-0.000606609,0,0.558,-0.00259183,0,0,0,0,0.01874,0.001,0,937
0.364487,-1.98858e-07,0,0.00300002,-0.00109598,0,0.558,-0.000535012,0,0,0,0,0.01444,0.001,0,722
0.364491,-3.2334e-07,0,0.01125,2.1735e-06,0,0.55725,-0.0117491,0,0,0,0,0.01922,0.001,0,961
0.36449,-3.1804e-07,0,0.01125,-0.000109897,0,0.55725,-0.00844972,0,0,0,0,0.01912,0.001,0,956
0.364491,-3.22561e-07,0,0.00899992,-4.16431e-05,0,0.55725,-0.0102943,0,0,0,0,0.01918,0.001,0,959
0.364488,1.5891e-08,0,0.00600008,-0.00091673,0,0.55725,-0.00142661,0,0,0,0,0.01848,0.001,0,924
0.364487,7.25525e-08,0,0.00225,-0.000969594,0,0.55725,-0.00129723,0,0,0,0,0.01842,0.001,0,921
0.364499,-2.54364e-07,0,0.0389999,0.000387242,0,0.55425,-0.0393463,0,0,0,0,0.01958,0.001,0,979
0.364496,-2.81806e-07,0,0.03,0.000296457,0,0.555,-0.029929,0,0,0,0,0.0195,0.001,0,975
0.364484,-2.88744e-06,0,0,0.00546913,0,0.5565,0.0031631,0,0,0,0,0.00612,0.001,0,306
0.364488,-1.45638e-07,0,0.00524992,-0.000686305,0,0.5565,-0.00220681,0,0,0,0,0.01868,0.001,0,934
0.364486,-1.33686e-07,0,0.00524996,-0.00107405,0,0.5565,-0.000525345,0,0,0,0,0.01438,0.001,0,719
0.364502,-2.19517e-07,0,0.048,0.000489538,0,0.552,-0.051745,0,0,0,0,0.01966,0.001,0,983
0.364493,-3.12735e-07,0,0.018,0.000148615,0,0.55575,-0.0187094,0,0,0,0,0.01936,0.001,0,968
0.364559,1.28305e-05,0,-0.093,-0.0470642,0,0.5385,0.0922768,0,0,0,0,0.00482,0.001,0,241
0.364494,-3.06059e-07,0,0.0224998,0.000189891,0,0.555,-0.0213694,0,0,0,0,0.0194,0.001,0,970
0.364488,-1.96371e-07,0,0.00075,-0.00057949,0,0.55575,-0.0027414,0,0,0,0,0.01876,0.001,0,938
0.364487,-2.20842e-07,0,0.000750084,-0.0011008,0,0.55575,-0.000537926,0,0,0,0,0.01446,0.001,0,723
0.364493,-3.09511e-07,0,0.0202499,0.00016924,0,0.555,-0.020015,0,0,0,0,0.01938,0.001,0,969
0.364491,-3.23315e-07,0,0.0112498,-1.94796e-05,0,0.555,-0.0109807,0,0,0,0,0.0192,0.001,0,960
0.36449,-3.1577e-07,0,0.01125,-0.00013326,0,0.555,-0.00790208,0,0,0,0,0.0191,0.001,0,955
0.36449,-3.1271e-07,0,0.00675,-0.000157263,0,0.555,-0.00741316,0,0,0,0,0.01908,0.001,0,954
0.364489,-2.9638e-07,0,0.0075,-0.00025647,0,0.555,-0.00571141,0,0,0,0,0.019,0.001,0,950
0.364489,-2.64217e-07,0,0.0075,-0.000388256,0,0.555,-0.00416083,0,0,0,0,0.0189,0.001,0,945
0.364489,-3.01083e-07,0,0.00524992,-0.000231195,0,0.555,-0.00610058,0,0,0,0,0.01902,0.001,0,951
0.364489,-3.09379e-07,0,0.00375,-0.000181483,0,0.555,-0.00694174,0,0,0,0,0.01906,0.001,0,953
0.364489,-2.90824e-07,0,0.00525,-0.000282329,0,0.555,-0.00536458,0,0,0,0,0.01898,0.001,0,949
0.364489,-3.05509e-07,0,0.00375,-0.00020613,0,0.555,-0.00650544,0,0,0,0,0.01904,0.001,0,952
0.364489,-2.71532e-07,0,0.00525013,-0.000361433,0,0.555,-0.00443551,0,0,0,0,0.01892,0.001,0,946
0.364489,-2.56002e-07,0,0.00525,-0.000415409,0,0.555,-0.0039168,0,0,0,0,0.01888,0.001,0,944
0.364489,-2.84978e-07,0,0.00375,-0.000308367,0,0.555,-0.00503039,0,0,0,0,0.01896,0.001,0,948
0.364484,-2.77817e-06,0,0,0.00544039,0,0.555,0.00268258,0,0,0,0,0.00614,0.001,0,307
0.364489,-2.78551e-07,0,0.00375,-0.000334753,0,0.555,-0.00472159,0,0,0,0,0.01894,0.001,0,947
0.364484,-2.66963e-06,0,0,0.00539775,0,0.555,0.00224703,0,0,0,0,0.00616,0.001,0,308
0.364484,-2.56225e-06,0,0,0.00534304,0,0.555,0.0018523,0,0,0,0,0.00618,0.001,0,309
0.364484,-2.45545e-06,0,0,0.00528229,0,0.555,0.001478,0,0,0,0,0.0062,0.001,0,310
0.364484,-2.35095e-06,0,0,0.00520586,0,0.555,0.00115894,0,0,0,0,0.00622,0.001,0,311
0.364484,-2.24739e-06,0,0,0.005125,0,0.555,0.000856407,0,0,0,0,0.00624,0.001,0,312
0.364484,-2.14569e-06,0,0,0.00503532,0,0.555,0.00058693,0,0,0,0,0.00626,0.001,0,313
0.364484,-2.04611e-06,0,0,0.00493835,0,0.555,0.000346936,0,0,0,0,0.00628,0.001,0,314
0.364484,-1.9476e-06,0,0,0.00483773,0,0.555,0.000121688,0,0,0,0,0.0063,0.001,0,315
0.364488,-2.47483e-07,0,0.00299983,-0.000442636,0,0.555,-0.00368195,0,0,0,0,0.01886,0.001,0,943
0.364484,-1.8526e-06,0,0,0.00472815,0,0.555,-6.42265e-05,0,0,0,0,0.00632,0.001,0,316
0.364484,-1.75887e-06,0,0,0.00461623,0,0.555,-0.000238543,0,0,0,0,0.00634,0.001,0,317
0.364484,-1.66766e-06,0,0,0.00449961,0,0.555,-0.000389654,0,0,0,0,0.00636,0.001,0,318
0.364484,-1.57911e-06,0,0,0.00437948,0,0.555,-0.000520408,0,0,0,0,0.00638,0.001,0,319
0.364484,-1.49189e-06,0,0,0.0042576,0,0.555,-0.000640987,0,0,0,0,0.0064,0.001,0,320
0.364484,-1.40881e-06,0,0,0.00413203,0,0.555,-0.00073488,0,0,0,0,0.00642,0.001,0,321
0.364488,-2.39312e-09,0,0.00375,-0.000897445,0,0.555,-0.00147658,0,0,0,0,0.0185,0.001,0,925
0.364484,-1.32714e-06,0,0,0.00400571,0,0.555,-0.000821054,0,0,0,0,0.00644,0.001,0,322
0.364487,-1.44963e-07,0,-0.00375,0.00143927,0,0.555,0.000308452,0,0,0,0,0.0162,0.001,0,810
0.364484,-1.24829e-06,0,0,0.00387791,0,0.555,-0.000891794,0,0,0,0,0.00646,0.001,0,323
0.364484,-1.17229e-06,0,0,0.00374949,0,0.555,-0.000949242,0,0,0,0,0.00648,0.001,0,324
0.364487,9.2959e-07,0,0.00375,-0.000189532,0,0.555,-0.000638036,0,0,0,0,0.0174,0.001,0,870
0.364486,3.87685e-07,0,0.00375,0.000176711,0,0.555,-0.00045378,0,0,0,0,0.0133,0.001,0,665
0.364484,-1.13691e-07,0,0.00375,0.000205756,0,0.555,-0.000346322,0,0,0,0,0.01,0.001,0,500
0.364484,-3.66552e-07,0,0.00299998,0.00206308,0,0.555,-0.000974812,0,0,0,0,0.00676,0.001,0,338
0.364484,-1.09773e-06,0,0,0.00362077,0,0.555,-0.00100004,0,0,0,0,0.0065,0.001,0,325
0.364488,-1.31707e-07,0,0.003,-0.000712189,0,0.555,-0.00209592,0,0,0,0,0.01866,0.001,0,933
0.364484,-1.02746e-06,0,0,0.00349222,0,0.555,-0.00103378,0,0,0,0,0.00652,0.001,0,326
0.364488,-2.38358e-07,0,0.000749958,-0.000470004,0,0.555,-0.00346548,0,0,0,0,0.01884,0.001,0,942
0.364484,-9.5862e-07,0,0,0.00336405,0,0.555,-0.00106271,0,0,0,0,0.00654,0.001,0,327
0.364484,-8.92627e-07,0,0,0.00323667,0,0.555,-0.00108202,0,0,0,0,0.00656,0.001,0,328
0.364488,-2.28623e-07,0,0,-0.00049742,0,0.555,-0.00326549,0,0,0,0,0.01882,0.001,0,941
0.364484,-8.29446e-07,0,0,0.00311064,0,0.555,-0.00109327,0,0,0,0,0.00658,0.001,0,329
0.364486,-1.12269e-07,0,0.00299994,-0.00106454,0,0.555,-0.000521898,0,0,0,0,0.01436,0.001,0,718
0.364484,-7.67671e-07,0,0,0.00298528,0,0.555,-0.00110049,0,0,0,0,0.0066,0.001,0,330
0.364488,-2.18583e-07,0,0,-0.000524857,0,0.555,-0.00307377,0,0,0,0,0.0188,0.001,0,940
0.364484,-7.10036e-07,0,0,0.0028627,0,0.555,-0.00109769,0,0,0,0,0.00662,0.001,0,331
0.364486,1.3403e-07,0,0.00300002,0.000130801,0,0.555,-0.000431149,0,0,0,0,0.01224,0.001,0,612
0.364487,-8.79047e-07,0,0.00299994,-0.000198142,0,0.555,-0.000330523,0,0,0,0,0.01526,0.001,0,763
0.364488,-2.0763e-07,0,0,-0.000552211,0,0.555,-0.00290427,0,0,0,0,0.01878,0.001,0,939
0.364484,-6.53744e-07,0,0,0.00274124,0,0.555,-0.00109216,0,0,0,0,0.00664,0.001,0,332
0.364484,-6.00141e-07,0,0,0.00262203,0,0.555,-0.00108116,0,0,0,0,0.00666,0.001,0,333
0.364484,-5.49148e-07,0,0,0.00250542,0,0.555,-0.00106579,0,0,0,0,0.00668,0.001,0,334
0.364487,5.34306e-07,0,0.00225,-0.00102442,0,0.555,-0.000953284,0,0,0,0,0.01798,0.001,0,899
0.364484,-4.99457e-07,0,0,0.00239009,0,0.555,-0.00104822,0,0,0,0,0.0067,0.001,0,335
0.364484,-4.53543e-07,0,0,0.00227904,0,0.555,-0.00102549,0,0,0,0,0.00672,0.001,0,336
0.364484,-4.08839e-07,0,0.000749969,0.00216953,0,0.555,-0.00100146,0,0,0,0,0.00674,0.001,0,337
0.364488,-2.00065e-08,0,0.00150013,-0.000876651,0,0.555,-0.00153451,0,0,0,0,0.01852,0.001,0,926
0.364484,-3.1764e-08,0,0.00225004,-0.000229833,0,0.555,-0.000426784,0,0,0,0,0.00898,0.001,0,449
0.364488,-1.17203e-07,0,0.00075,-0.000737576,0,0.555,-0.00199459,0,0,0,0,0.01864,0.001,0,932
0.364487,-1.16046e-07,0,-0.0015,0.00144596,0,0.555,0.000310584,0,0,0,0,0.01622,0.001,0,811
0.364488,-1.02142e-07,0,0,-0.000762357,0,0.555,-0.00190179,0,0,0,0,0.01862,0.001,0,931
0.364488,-8.68061e-08,0,0,-0.000786833,0,0.555,-0.00181326,0,0,0,0,0.0186,0.001,0,930
0.364488,-7.06691e-08,0,0,-0.000810236,0,0.555,-0.00173614,0,0,0,0,0.01858,0.001,0,929
0.364488,-5.42798e-08,0,0,-0.000833226,0,0.555,-0.00166242,0,0,0,0,0.01856,0.001,0,928
0.364488,-3.73811e-08,0,0,-0.000855398,0,0.555,-0.00159546,0,0,0,0,0.01854,0.001,0,927
0.364487,9.32686e-07,0,0.00149992,-0.00014746,0,0.555,-0.000619174,0,0,0,0,0.01738,0.001,0,869
0.364487,9.20125e-08,0,0,-0.000985488,0,0.555,-0.00126046,0,0,0,0,0.0184,0.001,0,920
0.364487,1.11973e-07,0,0,-0.000999527,0,0.555,-0.00122908,0,0,0,0,0.01838,0.001,0,919
0.364486,3.83891e-07,0,0.00149996,0.000191469,0,0.555,-0.00045536,0,0,0,0,0.01328,0.001,0,664
0.364487,1.32077e-07,0,0,-0.00101292,0,0.555,-0.00119927,0,0,0,0,0.01836,0.001,0,918
0.364484,-1.17635e-07,0,0.00149996,0.000195077,0,0.555,-0.000356501,0,0,0,0,0.00998,0.001,0,499
0.364487,1.52473e-07,0,0,-0.00102502,0,0.555,-0.00117258,0,0,0,0,0.01834,0.001,0,917
0.364487,1.93884e-07,0,0,-0.00104588,0,0.555,-0.00112595,0,0,0,0,0.0183,0.001,0,915
0.364487,1.73116e-07,0,0,-0.00103579,0,0.555,-0.00114859,0,0,0,0,0.01832,0.001,0,916
0.364487,2.36097e-07,0,0,-0.00106123,0,0.555,-0.00108862,0,0,0,0,0.01826,0.001,0,913
0.364487,2.14951e-07,0,0,-0.00105391,0,0.555,-0.00110679,0,0,0,0,0.01828,0.001,0,914
0.364487,2.78808e-07,0,0,-0.00107164,0,0.555,-0.0010579,0,0,0,0,0.01822,0.001,0,911
0.364487,2.57399e-07,0,0,-0.00106715,0,0.555,-0.00107243,0,0,0,0,0.01824,0.001,0,912
0.364487,-5.79673e-08,0,0,0.00145609,0,0.555,0.000313036,0,0,0,0,0.01626,0.001,0,813
0.364487,-2.88019e-08,0,0,0.00145871,0,0.555,0.000312879,0,0,0,0,0.01628,0.001,0,814
0.364487,3.99875e-10,0,0,0.00146051,0,0.555,0.000312256,0,0,0,0,0.0163,0.001,0,815
0.364487,2.96182e-08,0,0,0.00145986,0,0.555,0.000310209,0,0,0,0,0.01632,0.001,0,816
0.364487,5.88188e-08,0,0,0.0014584,0,0.555,0.000307681,0,0,0,0,0.01634,0.001,0,817
0.364487,8.79762e-08,0,0,0.0014553,0,0.555,0.000304193,0,0,0,0,0.01636,0.001,0,818
0.364487,3.21825e-07,0,0,-0.001077,0,0.555,-0.00103256,0,0,0,0,0.01818,0.001,0,909
0.364487,3.00274e-07,0,0,-0.00107541,0,0.555,-0.00104419,0,0,0,0,0.0182,0.001,0,910
0.364487,-8.70681e-08,0,0,0.00145184,0,0.555,0.000312262,0,0,0,0,0.01624,0.001,0,812
0.364487,1.17037e-07,0,0,0.00145059,0,0.555,0.000299736,0,0,0,0,0.01638,0.001,0,819
0.364487,1.46051e-07,0,0,0.00144507,0,0.555,0.000294795,0,0,0,0,0.0164,0.001,0,820
0.364487,3.86484e-07,0,0,-0.00107519,0,0.555,-0.0010025,0,0,0,0,0.01812,0.001,0,906
0.364487,3.64953e-07,0,0,-0.00107726,0,0.555,-0.00101155,0,0,0,0,0.01814,0.001,0,907
0.364487,3.43383e-07,0,0,-0.00107786,0,0.555,-0.00102149,0,0,0,0,0.01816,0.001,0,908
0.364487,1.74839e-07,0,0,0.00143713,0,0.555,0.000288399,0,0,0,0,0.01642,0.001,0,821
0.364487,2.03528e-07,0,0,0.0014284,0,0.555,0.000281519,0,0,0,0,0.01644,0.001,0,822
0.364487,4.29381e-07,0,0,-0.00106735,0,0.555,-0.000986325,0,0,0,0,0.01808,0.001,0,904
0.364487,4.07999e-07,0,0,-0.00107238,0,0.555,-0.000993901,0,0,0,0,0.0181,0.001,0,905
0.364487,2.32013e-07,0,0,0.00141807,0,0.555,0.000273676,0,0,0,0,0.01646,0.001,0,823
0.364487,4.50695e-07,0,0,-0.00106157,0,0.555,-0.000978998,0,0,0,0,0.01806,0.001,0,903
0.364487,2.6024e-07,0,0,0.00140617,0,0.555,0.000264879,0,0,0,0,0.01648,0.001,0,824
0.364487,4.92862e-07,0,0,-0.00104558,0,0.555,-0.000965676,0,0,0,0,0.01802,0.001,0,901
0.364487,4.71871e-07,0,0,-0.00105431,0,0.555,-0.000972172,0,0,0,0,0.01804,0.001,0,902
0.364487,2.88342e-07,0,0,0.00139348,0,0.555,0.000255604,0,0,0,0,0.0165,0.001,0,825
0.364487,3.15979e-07,0,0,0.00137846,0,0.555,0.000244924,0,0,0,0,0.01652,0.001,0,826
0.364487,5.13761e-07,0,0,-0.0010361,0,0.555,-0.000959344,0,0,0,0,0.018,0.001,0,900
0.364486,-9.10706e-08,0,0.000749958,-0.00105375,0,0.555,-0.000518346,0,0,0,0,0.01434,0.001,0,717
0.364487,3.43439e-07,0,0,0.00136268,0,0.555,0.000233787,0,0,0,0,0.01654,0.001,0,827
0.364487,3.70539e-07,0,0,0.00134537,0,0.555,0.00022174,0,0,0,0,0.01656,0.001,0,828
0.364487,3.9723e-07,0,0,0.00132657,0,0.555,0.000208811,0,0,0,0,0.01658,0.001,0,829
0.364487,4.23713e-07,0,0,0.00130702,0,0.555,0.000195442,0,0,0,0,0.0166,0.001,0,830
0.364487,4.49508e-07,0,0,0.00128529,0,0.555,0.000180803,0,0,0,0,0.01662,0.001,0,831
0.364487,6.52122e-07,0,0,-0.00092961,0,0.555,-0.000916168,0,0,0,0,0.01786,0.001,0,893
0.364487,4.75052e-07,0,0,0.00126285,0,0.555,0.000165759,0,0,0,0,0.01664,0.001,0,832
0.364487,6.70528e-07,0,0,-0.000909287,0,0.555,-0.000909369,0,0,0,0,0.01784,0.001,0,892
0.364484,-2.69706e-08,0,0,0.00108947,0,0.555,-0.000623421,0,0,0,0,0.00698,0.001,0,349
