U:0,U:1,U:2,grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8,Points:0,Points:1,Points:2,Point ID
0.364487,6.8846e-07,0,0,-0.000887574,0,0.555,-0.000902212,0,0,0,0,0.01782,0.001,0,891
0.364487,-2.65024e-07,0,0,-0.00110692,0,0.555,-0.000543203,0,0,0,0,0.0145,0.001,0,725
0.364487,-2.87189e-07,0,0,-0.00110745,0,0.555,-0.000545401,0,0,0,0,0.01452,0.001,0,726
0.364487,-3.09348e-07,0,0,-0.00110724,0,0.555,-0.000547452,0,0,0,0,0.01454,0.001,0,727
0.364487,-3.31495e-07,0,0,-0.00110553,0,0.555,-0.000549209,0,0,0,0,0.01456,0.001,0,728
0.364487,-3.53578e-07,0,0,-0.00110232,0,0.555,-0.000550632,0,0,0,0,0.01458,0.001,0,729
0.364487,5.00086e-07,0,0,0.001239,0,0.555,0.000149913,0,0,0,0,0.01666,0.001,0,833
0.364487,7.06153e-07,0,0,-0.00086517,0,0.555,-0.000894877,0,0,0,0,0.0178,0.001,0,890
0.364487,-2.42912e-07,0,0,-0.00110421,0,0.555,-0.000540619,0,0,0,0,0.01448,0.001,0,724
0.364487,-3.7563e-07,0,0,-0.00109835,0,0.555,-0.000551887,0,0,0,0,0.0146,0.001,0,730
0.364487,-3.97512e-07,0,0,-0.00109207,0,0.555,-0.000552587,0,0,0,0,0.01462,0.001,0,731
0.364487,-4.19311e-07,0,0,-0.00108501,0,0.555,-0.000553084,0,0,0,0,0.01464,0.001,0,732
0.364487,-4.40945e-07,0,0,-0.00107639,0,0.555,-0.000553174,0,0,0,0,0.01466,0.001,0,733
0.364487,5.24571e-07,0,0,0.00121377,0,0.555,0.000133304,0,0,0,0,0.01668,0.001,0,834
0.364487,7.23066e-07,0,0,-0.00084073,0,0.555,-0.000886899,0,0,0,0,0.01778,0.001,0,889
0.364487,-4.62361e-07,0,0,-0.00106619,0,0.555,-0.000552824,0,0,0,0,0.01468,0.001,0,734
0.364487,-4.83667e-07,0,0,-0.00105521,0,0.555,-0.000552255,0,0,0,0,0.0147,0.001,0,735
0.364487,5.48776e-07,0,0,0.00118786,0,0.555,0.000116314,0,0,0,0,0.0167,0.001,0,835
0.364487,7.39697e-07,0,0,-0.00081563,0,0.555,-0.000878675,0,0,0,0,0.01776,0.001,0,888
0.364484,-5.46053e-09,0,0,0.00101798,0,0.555,-0.000591518,0,0,0,0,0.007,0.001,0,350
0.364487,-5.04569e-07,0,0,-0.00104184,0,0.555,-0.000550982,0,0,0,0,0.01472,0.001,0,736
0.364487,7.55761e-07,0,0,-0.000789217,0,0.555,-0.000869961,0,0,0,0,0.01774,0.001,0,887
0.364486,-4.93257e-08,0,0,-0.00102909,0,0.555,-0.000511077,0,0,0,0,0.0143,0.001,0,715
0.364486,-7.01336e-08,0,0,-0.00104173,0,0.555,-0.000514728,0,0,0,0,0.01432,0.001,0,716
0.364487,-5.25308e-07,0,0,-0.00102767,0,0.555,-0.000549458,0,0,0,0,0.01474,0.001,0,737
0.364487,-5.45724e-07,0,0,-0.00101192,0,0.555,-0.000547433,0,0,0,0,0.01476,0.001,0,738
0.364487,5.72084e-07,0,0,0.00115997,0,0.555,9.8263e-05,0,0,0,0,0.01672,0.001,0,836
0.364487,7.71217e-07,0,0,-0.000761526,0,0.555,-0.000860705,0,0,0,0,0.01772,0.001,0,886
0.364486,-2.8969e-08,0,0,-0.0010147,0,0.555,-0.000507377,0,0,0,0,0.01428,0.001,0,714
0.364487,-5.65763e-07,0,0,-0.000994577,0,0.555,-0.000544881,0,0,0,0,0.01478,0.001,0,739
0.364487,5.95072e-07,0,0,0.00113144,0,0.555,7.98851e-05,0,0,0,0,0.01674,0.001,0,837
0.364484,1.37483e-08,0,0,0.000951286,0,0.555,-0.000560731,0,0,0,0,0.00702,0.001,0,351
0.364486,1.10653e-08,0,0,-0.000983654,0,0.555,-0.000499979,0,0,0,0,0.01424,0.001,0,712
0.364486,-8.78211e-09,0,0,-0.000999736,0,0.555,-0.000503678,0,0,0,0,0.01426,0.001,0,713
0.364487,-5.85615e-07,0,0,-0.00097644,0,0.555,-0.000542066,0,0,0,0,0.0148,0.001,0,740
0.364487,6.17417e-07,0,0,0.00110166,0,0.555,6.08579e-05,0,0,0,0,0.01676,0.001,0,838
0.364487,7.86368e-07,0,0,-0.0007332,0,0.555,-0.000851179,0,0,0,0,0.0177,0.001,0,885
0.364486,3.05375e-08,0,0,-0.000966502,0,0.555,-0.000496306,0,0,0,0,0.01422,0.001,0,711
0.364487,-6.04821e-07,0,0,-0.000955927,0,0.555,-0.000538437,0,0,0,0,0.01482,0.001,0,741
0.364487,8.00544e-07,0,0,-0.000703036,0,0.555,-0.000840782,0,0,0,0,0.01768,0.001,0,884
0.364486,4.98211e-08,0,0,-0.000948815,0,0.555,-0.000492647,0,0,0,0,0.0142,0.001,0,710
0.364487,-6.23786e-07,0,0,-0.000934632,0,0.555,-0.000534524,0,0,0,0,0.01484,0.001,0,742
0.364487,6.39083e-07,0,0,0.00107067,0,0.555,4.12342e-05,0,0,0,0,0.01678,0.001,0,839
0.364487,8.14375e-07,0,0,-0.000672284,0,0.555,-0.00083008,0,0,0,0,0.01766,0.001,0,883
0.364486,6.84899e-08,0,0,-0.000929595,0,0.555,-0.000489063,0,0,0,0,0.01418,0.001,0,709
0.364487,-6.4227e-07,0,0,-0.000911772,0,0.555,-0.000530042,0,0,0,0,0.01486,0.001,0,743
0.364487,6.60405e-07,0,0,0.00103908,0,0.555,2.1315e-05,0,0,0,0,0.0168,0.001,0,840
0.364487,8.27516e-07,0,0,-0.000640363,0,0.555,-0.000818769,0,0,0,0,0.01764,0.001,0,882
0.364484,3.22424e-08,0,0,0.000886153,0,0.555,-0.000530389,0,0,0,0,0.00704,0.001,0,352
0.364486,1.04939e-07,0,0,-0.000889225,0,0.555,-0.000482042,0,0,0,0,0.01414,0.001,0,707
0.364486,8.69366e-08,0,0,-0.000909893,0,0.555,-0.000485516,0,0,0,0,0.01416,0.001,0,708
0.364487,-6.60219e-07,0,0,-0.00088737,0,0.555,-0.000524975,0,0,0,0,0.01488,0.001,0,744
0.364486,1.22467e-07,0,0,-0.000867654,0,0.555,-0.000478661,0,0,0,0,0.01412,0.001,0,706
0.364487,-6.77902e-07,0,0,-0.000862196,0,0.555,-0.000519615,0,0,0,0,0.0149,0.001,0,745
0.364487,6.80647e-07,0,0,0.00100578,0,0.555,6.00728e-07,0,0,0,0,0.01682,0.001,0,841
0.364484,4.93067e-08,0,0,0.000824134,0,0.555,-0.000500941,0,0,0,0,0.00706,0.001,0,353
0.364486,1.39758e-07,0,0,-0.000845632,0,0.555,-0.000475327,0,0,0,0,0.0141,0.001,0,705
0.364487,-6.94707e-07,0,0,-0.000834756,0,0.555,-0.000513371,0,0,0,0,0.01492,0.001,0,746
0.364487,7.00507e-07,0,0,0.000971954,0,0.555,-2.03449e-05,0,0,0,0,0.01684,0.001,0,842
0.364486,1.56292e-07,0,0,-0.000822361,0,0.555,-0.000472171,0,0,0,0,0.01408,0.001,0,704
0.364487,-7.11195e-07,0,0,-0.000806579,0,0.555,-0.000506827,0,0,0,0,0.01494,0.001,0,747
0.364487,7.19609e-07,0,0,0.000937063,0,0.555,-4.17569e-05,0,0,0,0,0.01686,0.001,0,843
0.364486,1.72562e-07,0,0,-0.000798706,0,0.555,-0.000469081,0,0,0,0,0.01406,0.001,0,703
0.364487,-7.27048e-07,0,0,-0.000776928,0,0.555,-0.000499681,0,0,0,0,0.01496,0.001,0,748
0.364484,6.50442e-08,0,0,0.000765115,0,0.555,-0.000472495,0,0,0,0,0.00708,0.001,0,354
0.364486,1.36691e-07,0,0.000750084,0.000135517,0,0.555,-0.000434257,0,0,0,0,0.01226,0.001,0,613
0.364486,2.03485e-07,0,0,-0.000749171,0,0.555,-0.000463312,0,0,0,0,0.01402,0.001,0,701
0.364486,1.88301e-07,0,0,-0.000774284,0,0.555,-0.000466124,0,0,0,0,0.01404,0.001,0,702
0.364487,-7.42218e-07,0,0,-0.000745852,0,0.555,-0.000491936,0,0,0,0,0.01498,0.001,0,749
0.364487,7.37921e-07,0,0,0.000901175,0,0.555,-6.35708e-05,0,0,0,0,0.01688,0.001,0,844
0.364486,2.18392e-07,0,0,-0.000723711,0,0.555,-0.000460571,0,0,0,0,0.014,0.001,0,700
0.364487,-7.57047e-07,0,0,-0.000714064,0,0.555,-0.000483893,0,0,0,0,0.015,0.001,0,750
0.364487,-8.74628e-07,0,0.000749958,-0.000242932,0,0.555,-0.000345063,0,0,0,0,0.01524,0.001,0,762
0.364487,7.55835e-07,0,0,0.000864795,0,0.555,-8.55825e-05,0,0,0,0,0.0169,0.001,0,845
0.364484,8.0118e-08,0,0,0.000707596,0,0.555,-0.00044455,0,0,0,0,0.0071,0.001,0,355
0.364486,2.32434e-07,0,0,-0.000697328,0,0.555,-0.000458076,0,0,0,0,0.01398,0.001,0,699
0.364487,-7.70781e-07,0,0,-0.000680222,0,0.555,-0.000474951,0,0,0,0,0.01502,0.001,0,751
0.364487,7.72513e-07,0,0,0.000827045,0,0.555,-0.000108086,0,0,0,0,0.01692,0.001,0,846
0.364486,2.46177e-07,0,0,-0.000670676,0,0.555,-0.000455664,0,0,0,0,0.01396,0.001,0,698
0.364487,-7.84128e-07,0,0,-0.000645726,0,0.555,-0.000465712,0,0,0,0,0.01504,0.001,0,752
0.364487,7.88763e-07,0,0,0.000788884,0,0.555,-0.000130715,0,0,0,0,0.01694,0.001,0,847
0.364484,9.33478e-08,0,0,0.000654393,0,0.555,-0.00041823,0,0,0,0,0.00712,0.001,0,356
0.364486,2.7186e-07,0,0,-0.000615832,0,0.555,-0.000451342,0,0,0,0,0.01392,0.001,0,696
0.364486,2.59325e-07,0,0,-0.000643482,0,0.555,-0.000453418,0,0,0,0,0.01394,0.001,0,697
0.364487,-7.96701e-07,0,0,-0.000609921,0,0.555,-0.000455877,0,0,0,0,0.01506,0.001,0,753
0.364487,8.0416e-07,0,0,0.000749891,0,0.555,-0.000153601,0,0,0,0,0.01696,0.001,0,848
0.364486,2.84089e-07,0,0,-0.000587955,0,0.555,-0.000449351,0,0,0,0,0.0139,0.001,0,695
0.364487,-8.08456e-07,0,0,-0.000572885,0,0.555,-0.000445464,0,0,0,0,0.01508,0.001,0,754
0.364487,8.18678e-07,0,0,0.000710148,0,0.555,-0.000176676,0,0,0,0,0.01698,0.001,0,849
0.364484,1.0601e-07,0,0,0.000602563,0,0.555,-0.000392477,0,0,0,0,0.00714,0.001,0,357
0.364486,3.0635e-07,0,0,-0.000530936,0,0.555,-0.000445983,0,0,0,0,0.01386,0.001,0,693
0.364486,2.95379e-07,0,0,-0.000559517,0,0.555,-0.000447623,0,0,0,0,0.01388,0.001,0,694
0.364487,-8.19802e-07,0,0,-0.000535232,0,0.555,-0.00043476,0,0,0,0,0.0151,0.001,0,755
0.364487,8.32755e-07,0,0,0.000670035,0,0.555,-0.000199843,0,0,0,0,0.017,0.001,0,850
0.364484,1.17537e-07,0,0,0.000553481,0,0.555,-0.000367858,0,0,0,0,0.00716,0.001,0,358
0.364486,3.16682e-07,0,0,-0.000502072,0,0.555,-0.000444518,0,0,0,0,0.01384,0.001,0,692
0.364487,-8.29865e-07,0,0,-0.000495856,0,0.555,-0.000423211,0,0,0,0,0.01512,0.001,0,756
0.364487,8.4548e-07,0,0,0.000628942,0,0.555,-0.000223184,0,0,0,0,0.01702,0.001,0,851
0.364484,1.28018e-07,0,0,0.000507024,0,0.555,-0.000344398,0,0,0,0,0.00718,0.001,0,359
0.364486,3.35735e-07,0,0,-0.000443858,0,0.555,-0.000442016,0,0,0,0,0.0138,0.001,0,690
0.364486,3.2637e-07,0,0,-0.000473013,0,0.555,-0.000443225,0,0,0,0,0.01382,0.001,0,691
0.364487,-8.3948e-07,0,0,-0.000455952,0,0.555,-0.000411391,0,0,0,0,0.01514,0.001,0,757
0.364487,8.57742e-07,0,0,0.000587574,0,0.555,-0.000246545,0,0,0,0,0.01704,0.001,0,852
0.364486,3.52188e-07,0,0,-0.000385254,0,0.555,-0.000440192,0,0,0,0,0.01376,0.001,0,688
0.364486,3.44124e-07,0,0,-0.000414555,0,0.555,-0.000441062,0,0,0,0,0.01378,0.001,0,689
0.364487,-8.48203e-07,0,0,-0.000414993,0,0.555,-0.000399029,0,0,0,0,0.01516,0.001,0,758
0.364487,8.69081e-07,0,0,0.000545646,0,0.555,-0.00026995,0,0,0,0,0.01706,0.001,0,853
0.364487,8.79478e-07,0,0,0.000503254,0,0.555,-0.000293331,0,0,0,0,0.01708,0.001,0,854
0.364487,9.36991e-07,0,0,-6.24172e-05,0,0.555,-0.000580377,0,0,0,0,0.01734,0.001,0,867
0.364487,9.3531e-07,0,0,-0.000105167,0,0.555,-0.000600045,0,0,0,0,0.01736,0.001,0,868
0.364484,1.37976e-07,0,0,0.000461876,0,0.555,-0.000321517,0,0,0,0,0.0072,0.001,0,360
0.364484,-6.43558e-08,0,0,-0.00023227,0,0.555,-0.00047153,0,0,0,0,0.00912,0.001,0,456
0.364484,-6.89955e-08,0,0,-0.000230993,0,0.555,-0.000476955,0,0,0,0,0.00914,0.001,0,457
0.364484,-7.36042e-08,0,0,-0.000229184,0,0.555,-0.000482063,0,0,0,0,0.00916,0.001,0,458
0.364484,-7.81635e-08,0,0,-0.000226812,0,0.555,-0.000486829,0,0,0,0,0.00918,0.001,0,459
0.364484,-8.26981e-08,0,0,-0.000224159,0,0.555,-0.000491424,0,0,0,0,0.0092,0.001,0,460
0.364484,-8.71297e-08,0,0,-0.000220622,0,0.555,-0.000495471,0,0,0,0,0.00922,0.001,0,461
0.364484,-9.15171e-08,0,0,-0.000216781,0,0.555,-0.000499324,0,0,0,0,0.00924,0.001,0,462
0.364484,-9.58159e-08,0,0,-0.000212335,0,0.555,-0.00050279,0,0,0,0,0.00926,0.001,0,463
0.364484,-1.00006e-07,0,0,-0.000207268,0,0.555,-0.000505847,0,0,0,0,0.00928,0.001,0,464
0.364484,-1.04141e-07,0,0,-0.000201893,0,0.555,-0.000508701,0,0,0,0,0.0093,0.001,0,465
0.364484,-1.08082e-07,0,0,-0.000195576,0,0.555,-0.000510913,0,0,0,0,0.00932,0.001,0,466
0.364484,-1.11946e-07,0,0,-0.000188947,0,0.555,-0.000512902,0,0,0,0,0.00934,0.001,0,467
0.364484,-1.15661e-07,0,0,-0.000181694,0,0.555,-0.000514445,0,0,0,0,0.00936,0.001,0,468
0.364484,-1.19203e-07,0,0,-0.000173828,0,0.555,-0.000515528,0,0,0,0,0.00938,0.001,0,469
0.364484,-1.2266e-07,0,0,-0.000165656,0,0.555,-0.000516381,0,0,0,0,0.0094,0.001,0,470
0.364484,-1.2583e-07,0,0,-0.000156591,0,0.555,-0.000516522,0,0,0,0,0.00942,0.001,0,471
0.364484,-1.28893e-07,0,0,-0.000147242,0,0.555,-0.000516419,0,0,0,0,0.00944,0.001,0,472
0.364484,-1.31746e-07,0,0,-0.000137327,0,0.555,-0.000515829,0,0,0,0,0.00946,0.001,0,473
0.364484,-1.34369e-07,0,0,-0.000126877,0,0.555,-0.000514749,0,0,0,0,0.00948,0.001,0,474
0.364484,-1.36877e-07,0,0,-0.00011616,0,0.555,-0.000513424,0,0,0,0,0.0095,0.001,0,475
0.364486,1.94054e-07,0,0,0.000226894,0,0.555,-0.000471913,0,0,0,0,0.01258,0.001,0,629
0.364486,1.98613e-07,0,0,0.000233036,0,0.555,-0.000473464,0,0,0,0,0.0126,0.001,0,630
0.364486,2.03376e-07,0,0,0.000239069,0,0.555,-0.000474814,0,0,0,0,0.01262,0.001,0,631
0.364486,2.08204e-07,0,0,0.00024504,0,0.555,-0.000476095,0,0,0,0,0.01264,0.001,0,632
0.364486,2.13165e-07,0,0,0.00025089,0,0.555,-0.000477241,0,0,0,0,0.01266,0.001,0,633
0.364486,2.18254e-07,0,0,0.000256569,0,0.555,-0.00047824,0,0,0,0,0.01268,0.001,0,634
0.364486,2.23407e-07,0,0,0.000262163,0,0.555,-0.000479168,0,0,0,0,0.0127,0.001,0,635
0.364486,2.28741e-07,0,0,0.000267414,0,0.555,-0.000479869,0,0,0,0,0.01272,0.001,0,636
0.364486,2.34131e-07,0,0,0.000272521,0,0.555,-0.000480496,0,0,0,0,0.01274,0.001,0,637
0.364486,2.39633e-07,0,0,0.000277341,0,0.555,-0.000480973,0,0,0,0,0.01276,0.001,0,638
0.364486,2.45238e-07,0,0,0.000281806,0,0.555,-0.000481296,0,0,0,0,0.01278,0.001,0,639
0.364486,2.50893e-07,0,0,0.000286095,0,0.555,-0.000481541,0,0,0,0,0.0128,0.001,0,640
0.364486,2.56682e-07,0,0,0.000289753,0,0.555,-0.000481557,0,0,0,0,0.01282,0.001,0,641
0.364486,2.62507e-07,0,0,0.000293171,0,0.555,-0.000481496,0,0,0,0,0.01284,0.001,0,642
0.364486,2.68406e-07,0,0,0.000296108,0,0.555,-0.00048128,0,0,0,0,0.01286,0.001,0,643
0.364486,2.74362e-07,0,0,0.000298492,0,0.555,-0.000480915,0,0,0,0,0.01288,0.001,0,644
0.364486,2.80346e-07,0,0,0.0003006,0,0.555,-0.000480476,0,0,0,0,0.0129,0.001,0,645
0.364486,2.86386e-07,0,0,0.000301768,0,0.555,-0.000479831,0,0,0,0,0.01292,0.001,0,646
0.364486,2.92433e-07,0,0,0.000302586,0,0.555,-0.000479118,0,0,0,0,0.01294,0.001,0,647
0.364486,2.98496e-07,0,0,0.000302705,0,0.555,-0.000478272,0,0,0,0,0.01296,0.001,0,648
0.364486,3.04548e-07,0,0,0.000302058,0,0.555,-0.000477307,0,0,0,0,0.01298,0.001,0,649
0.364486,3.10595e-07,0,0,0.000301028,0,0.555,-0.000476284,0,0,0,0,0.013,0.001,0,650
0.364486,3.16589e-07,0,0,0.000298753,0,0.555,-0.0004751,0,0,0,0,0.01302,0.001,0,651
0.364486,3.2255e-07,0,0,0.000296031,0,0.555,-0.00047387,0,0,0,0,0.01304,0.001,0,652
0.364486,3.28446e-07,0,0,0.000292415,0,0.555,-0.000472547,0,0,0,0,0.01306,0.001,0,653
0.364486,3.34246e-07,0,0,0.000287846,0,0.555,-0.000471151,0,0,0,0,0.01308,0.001,0,654
0.364486,3.39999e-07,0,0,0.000282799,0,0.555,-0.000469717,0,0,0,0,0.0131,0.001,0,655
0.364486,3.45558e-07,0,0,0.000276247,0,0.555,-0.000468192,0,0,0,0,0.01312,0.001,0,656
0.364486,3.51037e-07,0,0,0.000269171,0,0.555,-0.000466646,0,0,0,0,0.01314,0.001,0,657
0.364486,3.56352e-07,0,0,0.000261049,0,0.555,-0.000465057,0,0,0,0,0.01316,0.001,0,658
0.364486,3.61469e-07,0,0,0.000251846,0,0.555,-0.000463446,0,0,0,0,0.01318,0.001,0,659
0.364486,3.72796e-07,0,0,-0.000297611,0,0.555,-0.000438484,0,0,0,0,0.0137,0.001,0,685
0.364486,3.6636e-07,0,0,-0.000326757,0,0.555,-0.000438947,0,0,0,0,0.01372,0.001,0,686
0.364486,3.59599e-07,0,0,-0.000355955,0,0.555,-0.00043949,0,0,0,0,0.01374,0.001,0,687
0.364487,-8.55998e-07,0,0,-0.000373072,0,0.555,-0.000386152,0,0,0,0,0.01518,0.001,0,759
0.364487,8.89406e-07,0,0,0.000460628,0,0.555,-0.0003167,0,0,0,0,0.0171,0.001,0,855
0.364487,8.97904e-07,0,0,0.000417439,0,0.555,-0.000339931,0,0,0,0,0.01712,0.001,0,856
0.364487,9.36757e-07,0,0,6.75916e-05,0,0.555,-0.000518702,0,0,0,0,0.01728,0.001,0,864
0.364487,9.37961e-07,0,0,2.39513e-05,0,0.555,-0.000539794,0,0,0,0,0.0173,0.001,0,865
0.364487,9.37715e-07,0,0,-1.93207e-05,0,0.555,-0.00056021,0,0,0,0,0.01732,0.001,0,866
0.364484,1.46493e-07,0,0,0.000420447,0,0.555,-0.000300399,0,0,0,0,0.00722,0.001,0,361
0.364484,-3.637e-08,0,0,-0.000231374,0,0.555,-0.000433892,0,0,0,0,0.009,0.001,0,450
0.364484,-4.1019e-08,0,0,-0.000232385,0,0.555,-0.000440677,0,0,0,0,0.00902,0.001,0,451
0.364484,-4.56762e-08,0,0,-0.000233194,0,0.555,-0.000447342,0,0,0,0,0.00904,0.001,0,452
0.364484,-5.03496e-08,0,0,-0.000233598,0,0.555,-0.000453766,0,0,0,0,0.00906,0.001,0,453
0.364484,-5.50247e-08,0,0,-0.000233553,0,0.555,-0.000459923,0,0,0,0,0.00908,0.001,0,454
0.364484,-5.97005e-08,0,0,-0.000233282,0,0.555,-0.000465945,0,0,0,0,0.0091,0.001,0,455
0.364484,-1.39015e-07,0,0,-0.000104699,0,0.555,-0.000511352,0,0,0,0,0.00952,0.001,0,476
0.364484,-1.41022e-07,0,0,-9.30159e-05,0,0.555,-0.00050903,0,0,0,0,0.00954,0.001,0,477
0.364484,-1.42766e-07,0,0,-8.08904e-05,0,0.555,-0.000506208,0,0,0,0,0.00956,0.001,0,478
0.364484,-1.44234e-07,0,0,-6.83802e-05,0,0.555,-0.000502893,0,0,0,0,0.00958,0.001,0,479
0.364484,-1.45564e-07,0,0,-5.56768e-05,0,0.555,-0.000499331,0,0,0,0,0.0096,0.001,0,480
0.364484,-1.46461e-07,0,0,-4.24849e-05,0,0.555,-0.000495034,0,0,0,0,0.00962,0.001,0,481
0.364484,-1.4721e-07,0,0,-2.91654e-05,0,0.555,-0.000490494,0,0,0,0,0.00964,0.001,0,482
0.364484,-1.4766e-07,0,0,-1.55909e-05,0,0.555,-0.00048547,0,0,0,0,0.00966,0.001,0,483
0.364484,-1.47805e-07,0,0,-1.83512e-06,0,0.555,-0.00047998,0,0,0,0,0.00968,0.001,0,484
0.364484,-1.47797e-07,0,0,1.20106e-05,0,0.555,-0.000474259,0,0,0,0,0.0097,0.001,0,485
0.364486,1.51492e-07,0,0,0.000161228,0,0.555,-0.000448503,0,0,0,0,0.01236,0.001,0,618
0.364486,1.54783e-07,0,0,0.000166791,0,0.555,-0.000451087,0,0,0,0,0.01238,0.001,0,619
0.364486,1.58136e-07,0,0,0.000172425,0,0.555,-0.000453622,0,0,0,0,0.0124,0.001,0,620
0.364486,1.6168e-07,0,0,0.000178241,0,0.555,-0.000456014,0,0,0,0,0.01242,0.001,0,621
0.364486,1.6529e-07,0,0,0.00018411,0,0.555,-0.000458355,0,0,0,0,0.01244,0.001,0,622
0.364486,1.69031e-07,0,0,0.000190084,0,0.555,-0.000460594,0,0,0,0,0.01246,0.001,0,623
0.364486,1.72906e-07,0,0,0.000196139,0,0.555,-0.000462726,0,0,0,0,0.01248,0.001,0,624
0.364486,1.76848e-07,0,0,0.000202233,0,0.555,-0.000464805,0,0,0,0,0.0125,0.001,0,625
0.364486,1.80995e-07,0,0,0.000208394,0,0.555,-0.000466715,0,0,0,0,0.01252,0.001,0,626
0.364486,1.85211e-07,0,0,0.000214561,0,0.555,-0.000468567,0,0,0,0,0.01254,0.001,0,627
0.364486,1.89564e-07,0,0,0.000220739,0,0.555,-0.000470302,0,0,0,0,0.01256,0.001,0,628
0.364486,3.66487e-07,0,0,0.000242104,0,0.555,-0.000461824,0,0,0,0,0.0132,0.001,0,660
0.364486,3.71154e-07,0,0,0.000230705,0,0.555,-0.000460192,0,0,0,0,0.01322,0.001,0,661
0.364486,3.75684e-07,0,0,0.000218747,0,0.555,-0.000458567,0,0,0,0,0.01324,0.001,0,662
0.364486,3.79942e-07,0,0,0.000205668,0,0.555,-0.000456951,0,0,0,0,0.01326,0.001,0,663
0.364486,3.91818e-07,0,0,-0.000183748,0,0.555,-0.000438202,0,0,0,0,0.01362,0.001,0,681
0.364486,3.87929e-07,0,0,-0.000211715,0,0.555,-0.000438076,0,0,0,0,0.01364,0.001,0,682
0.364486,3.83415e-07,0,0,-0.000240091,0,0.555,-0.000438089,0,0,0,0,0.01366,0.001,0,683
0.364486,3.78265e-07,0,0,-0.000268775,0,0.555,-0.00043825,0,0,0,0,0.01368,0.001,0,684
0.364487,-8.63329e-07,0,0,-0.000330673,0,0.555,-0.000373017,0,0,0,0,0.0152,0.001,0,760
0.364487,9.05918e-07,0,0,0.000374123,0,0.555,-0.000363078,0,0,0,0,0.01714,0.001,0,857
0.364487,9.12967e-07,0,0,0.000330539,0,0.555,-0.00038606,0,0,0,0,0.01716,0.001,0,858
0.364487,9.19044e-07,0,0,0.000286799,0,0.555,-0.000408815,0,0,0,0,0.01718,0.001,0,859
0.364487,9.24635e-07,0,0,0.000242978,0,0.555,-0.000431458,0,0,0,0,0.0172,0.001,0,860
0.364487,9.28763e-07,0,0,0.000199056,0,0.555,-0.000453677,0,0,0,0,0.01722,0.001,0,861
0.364487,9.32403e-07,0,0,0.000155159,0,0.555,-0.000475718,0,0,0,0,0.01724,0.001,0,862
0.364487,9.35067e-07,0,0,0.000111301,0,0.555,-0.000497411,0,0,0,0,0.01726,0.001,0,863
0.364484,1.5457e-07,0,0,0.000380191,0,0.555,-0.000279866,0,0,0,0,0.00724,0.001,0,362
0.364484,1.61766e-07,0,0,0.000342278,0,0.555,-0.000260502,0,0,0,0,0.00726,0.001,0,363
0.364484,-1.47324e-07,0,0,2.60081e-05,0,0.555,-0.000467867,0,0,0,0,0.00972,0.001,0,486
0.364484,-1.46696e-07,0,0,4.00139e-05,0,0.555,-0.000461261,0,0,0,0,0.00974,0.001,0,487
0.364484,-1.45755e-07,0,0,5.40361e-05,0,0.555,-0.000454227,0,0,0,0,0.00976,0.001,0,488
0.364484,-1.44503e-07,0,0,6.79906e-05,0,0.555,-0.000446794,0,0,0,0,0.00978,0.001,0,489
0.364484,-1.43095e-07,0,0,8.19112e-05,0,0.555,-0.000439163,0,0,0,0,0.0098,0.001,0,490
0.364484,-1.41226e-07,0,0,9.56044e-05,0,0.555,-0.00043097,0,0,0,0,0.00982,0.001,0,491
0.364484,-1.39207e-07,0,0,0.000109179,0,0.555,-0.000422607,0,0,0,0,0.00984,0.001,0,492
0.364484,-1.36887e-07,0,0,0.000122517,0,0.555,-0.000413902,0,0,0,0,0.00986,0.001,0,493
0.364484,-1.34274e-07,0,0,0.000135529,0,0.555,-0.000404894,0,0,0,0,0.00988,0.001,0,494
0.364484,-1.31516e-07,0,0,0.000148376,0,0.555,-0.000395734,0,0,0,0,0.0099,0.001,0,495
0.364484,-1.28339e-07,0,0,0.000160612,0,0.555,-0.000386171,0,0,0,0,0.00992,0.001,0,496
0.364486,1.39459e-07,0,0,0.000140392,0,0.555,-0.000437266,0,0,0,0,0.01228,0.001,0,614
0.364486,1.42282e-07,0,0,0.000145346,0,0.555,-0.000440228,0,0,0,0,0.0123,0.001,0,615
0.364486,1.45273e-07,0,0,0.000150537,0,0.555,-0.000443049,0,0,0,0,0.01232,0.001,0,616
0.364486,1.48324e-07,0,0,0.000155805,0,0.555,-0.000445823,0,0,0,0,0.01234,0.001,0,617
0.364486,4.04446e-07,0,0,-2.03836e-06,0,0.555,-0.000442223,0,0,0,0,0.01348,0.001,0,674
0.364486,4.04337e-07,0,0,-2.58701e-05,0,0.555,-0.0004413,0,0,0,0,0.0135,0.001,0,675
0.364486,4.03411e-07,0,0,-5.08861e-05,0,0.555,-0.000440542,0,0,0,0,0.01352,0.001,0,676
0.364486,4.02202e-07,0,0,-7.6253e-05,0,0.555,-0.00043984,0,0,0,0,0.01354,0.001,0,677
0.364486,4.00425e-07,0,0,-0.000102322,0,0.555,-0.000439253,0,0,0,0,0.01356,0.001,0,678
0.364486,3.98057e-07,0,0,-0.000129002,0,0.555,-0.000438794,0,0,0,0,0.01358,0.001,0,679
0.364486,3.95394e-07,0,0,-0.000155987,0,0.555,-0.000438398,0,0,0,0,0.0136,0.001,0,680
