# Force coefficients
# liftDir     : (9.510566e-01 -3.090169e-01 0.000000e+00)
# dragDir     : (3.090169e-01 9.510566e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
46            	-6.487671e-02	6.368389e-01	-1.850890e-01	-1.574212e-01	-2.766778e-02
47            	-6.388265e-02	6.847784e-01	-2.140426e-01	-1.709040e-01	-4.313866e-02
48            	-6.324762e-02	7.148539e-01	-2.353315e-01	-1.809134e-01	-5.441812e-02
49            	-7.016377e-02	7.446389e-01	-2.532307e-01	-1.967791e-01	-5.645158e-02
50            	-8.702940e-02	7.894349e-01	-2.733408e-01	-2.236998e-01	-4.964099e-02
51            	-1.056005e-01	8.374963e-01	-2.922358e-01	-2.517184e-01	-4.051735e-02
52            	-1.204671e-01	8.781418e-01	-3.077872e-01	-2.743607e-01	-3.342652e-02
53            	-1.292741e-01	9.058294e-01	-3.187209e-01	-2.886346e-01	-3.008636e-02
54            	-1.304350e-01	9.200250e-01	-3.248046e-01	-2.928373e-01	-3.196730e-02
55            	-1.229473e-01	9.205982e-01	-3.260750e-01	-2.859849e-01	-4.009017e-02
56            	-1.061538e-01	9.078965e-01	-3.226560e-01	-2.674818e-01	-5.517422e-02
57            	-8.081046e-02	8.829116e-01	-3.149329e-01	-2.382769e-01	-7.665600e-02
58            	-5.010478e-02	8.505248e-01	-3.047948e-01	-2.025022e-01	-1.022926e-01
59            	-1.643671e-02	8.139299e-01	-2.930894e-01	-1.629814e-01	-1.301080e-01
60            	1.715245e-02	7.771494e-01	-2.814248e-01	-1.235599e-01	-1.578648e-01
61            	4.846782e-02	7.413722e-01	-2.702238e-01	-8.664406e-02	-1.835797e-01
62            	7.271302e-02	7.160912e-01	-2.616472e-01	-5.811056e-02	-2.035366e-01
63            	8.573676e-02	7.117347e-01	-2.589275e-01	-4.372701e-02	-2.152005e-01
64            	8.593249e-02	7.273636e-01	-2.613159e-01	-4.472545e-02	-2.165904e-01
65            	7.192529e-02	7.665541e-01	-2.697698e-01	-6.295961e-02	-2.068102e-01
66            	4.331779e-02	8.314080e-01	-2.848587e-01	-9.911154e-02	-1.857471e-01
67            	6.321043e-03	9.113333e-01	-3.041224e-01	-1.457402e-01	-1.583823e-01
68            	-3.487737e-02	9.953216e-01	-3.241172e-01	-1.969360e-01	-1.271812e-01
69            	-7.648639e-02	1.077173e+00	-3.433443e-01	-2.481585e-01	-9.518578e-02
70            	-1.165592e-01	1.151081e+00	-3.599843e-01	-2.965513e-01	-6.343297e-02
71            	-1.565873e-01	1.219171e+00	-3.742839e-01	-3.437292e-01	-3.055467e-02
72            	-1.951500e-01	1.270770e+00	-3.825415e-01	-3.864207e-01	3.879244e-03
73            	-2.287759e-01	1.300399e+00	-3.845628e-01	-4.210573e-01	3.649451e-02
74            	-2.548237e-01	1.305844e+00	-3.802996e-01	-4.449735e-01	6.467385e-02
75            	-2.714817e-01	1.280895e+00	-3.670420e-01	-4.550027e-01	8.796073e-02
76            	-2.794559e-01	1.238480e+00	-3.487197e-01	-4.538157e-01	1.050960e-01
77            	-2.708564e-01	1.164910e+00	-3.225684e-01	-4.321406e-01	1.095722e-01
78            	-2.473036e-01	1.069277e+00	-2.910691e-01	-3.928381e-01	1.017690e-01
79            	-2.080752e-01	9.500548e-01	-2.539444e-01	-3.350474e-01	8.110294e-02
80            	-1.561779e-01	8.130242e-01	-2.128990e-01	-2.626274e-01	4.972841e-02
81            	-9.889102e-02	6.732600e-01	-1.715799e-01	-1.846810e-01	1.310108e-02
82            	-4.232607e-02	5.442187e-01	-1.338140e-01	-1.092331e-01	-2.458095e-02
83            	1.410017e-02	4.226044e-01	-9.913169e-02	-3.546568e-02	-6.366601e-02
84            	5.988660e-02	3.296245e-01	-7.331320e-02	2.323000e-02	-9.654321e-02
85            	8.650627e-02	2.775805e-01	-5.980598e-02	5.660328e-02	-1.164093e-01
86            	9.735756e-02	2.473491e-01	-5.184074e-02	7.143719e-02	-1.232779e-01
87            	8.131156e-02	2.794894e-01	-6.037508e-02	5.112402e-02	-1.114991e-01
88            	6.112466e-02	3.211083e-01	-7.235130e-02	2.494901e-02	-9.730031e-02
89            	3.394435e-02	3.894516e-01	-9.326426e-02	-1.268778e-02	-8.057648e-02
90            	-5.507780e-05	4.901335e-01	-1.254556e-01	-6.278288e-02	-6.267273e-02
91            	-2.788147e-02	5.827202e-01	-1.578074e-01	-1.067852e-01	-5.102222e-02
92            	-5.330564e-02	6.726809e-01	-1.911066e-01	-1.488589e-01	-4.224765e-02
93            	-7.612115e-02	7.535291e-01	-2.230990e-01	-1.876706e-01	-3.542834e-02
94            	-9.937896e-02	8.293016e-01	-2.537177e-01	-2.262378e-01	-2.747990e-02
95            	-1.227245e-01	8.952986e-01	-2.804241e-01	-2.629365e-01	-1.748757e-02
96            	-1.453171e-01	9.448134e-01	-2.997615e-01	-2.951978e-01	-4.563671e-03
97            	-1.657635e-01	9.817860e-01	-3.139365e-01	-3.227318e-01	8.795269e-03
98            	-1.785908e-01	9.975864e-01	-3.199985e-01	-3.385901e-01	1.859156e-02
99            	-1.867001e-01	9.990925e-01	-3.201475e-01	-3.467738e-01	2.662630e-02
100           	-1.870832e-01	9.840450e-01	-3.146104e-01	-3.443885e-01	2.977803e-02
101           	-1.764641e-01	9.481677e-01	-3.026319e-01	-3.277800e-01	2.514813e-02
102           	-1.544715e-01	8.931315e-01	-2.849481e-01	-2.969455e-01	1.199741e-02
103           	-1.236255e-01	8.250117e-01	-2.631609e-01	-2.552059e-01	-7.954977e-03
104           	-8.617888e-02	7.489764e-01	-2.392691e-01	-2.058134e-01	-3.345568e-02
105           	-4.630332e-02	6.723139e-01	-2.153344e-01	-1.539705e-01	-6.136390e-02
106           	-7.286121e-03	6.019288e-01	-1.934883e-01	-1.040303e-01	-8.945802e-02
107           	2.727154e-02	5.433191e-01	-1.753224e-01	-6.038967e-02	-1.149328e-01
108           	5.439274e-02	5.015644e-01	-1.623368e-01	-2.677568e-02	-1.355612e-01
109           	7.068081e-02	4.830066e-01	-1.562256e-01	-7.431973e-03	-1.487936e-01
110           	7.466645e-02	4.922683e-01	-1.580728e-01	-4.369967e-03	-1.537029e-01
111           	6.774170e-02	5.259148e-01	-1.670174e-01	-1.576702e-02	-1.512504e-01
112           	5.496887e-02	5.729015e-01	-1.806793e-01	-3.537078e-02	-1.453085e-01
113           	3.155996e-02	6.464927e-01	-2.024799e-01	-6.968000e-02	-1.327999e-01
114           	5.116778e-03	7.233836e-01	-2.264966e-01	-1.081315e-01	-1.183651e-01
115           	-2.319738e-02	8.000773e-01	-2.519240e-01	-1.491594e-01	-1.027646e-01
116           	-5.187684e-02	8.713368e-01	-2.771206e-01	-1.904371e-01	-8.668344e-02
117           	-7.989658e-02	9.336585e-01	-3.002801e-01	-2.300366e-01	-7.024347e-02
118           	-1.086337e-01	9.888667e-01	-3.202079e-01	-2.687376e-01	-5.147025e-02
119           	-1.364039e-01	1.034329e+00	-3.353261e-01	-3.040670e-01	-3.125913e-02
120           	-1.625355e-01	1.070669e+00	-3.457409e-01	-3.354059e-01	-1.033495e-02
121           	-1.858704e-01	1.095704e+00	-3.511072e-01	-3.614240e-01	1.031682e-02
122           	-2.042743e-01	1.107192e+00	-3.514023e-01	-3.799755e-01	2.857316e-02
123           	-2.151921e-01	1.101680e+00	-3.462309e-01	-3.883076e-01	4.207670e-02
124           	-2.163056e-01	1.077463e+00	-3.354364e-01	-3.840238e-01	4.858738e-02
125           	-2.063115e-01	1.034480e+00	-3.192054e-01	-3.659142e-01	4.670875e-02
126           	-1.835344e-01	9.720033e-01	-2.977698e-01	-3.324193e-01	3.464951e-02
127           	-1.475457e-01	8.914145e-01	-2.721490e-01	-2.836202e-01	1.147117e-02
128           	-1.028605e-01	8.016500e-01	-2.448647e-01	-2.252929e-01	-1.957185e-02
129           	-5.294626e-02	7.076251e-01	-2.173199e-01	-1.616062e-01	-5.571368e-02
