# Force coefficients
# liftDir     : (9.510566e-01 -3.090169e-01 0.000000e+00)
# dragDir     : (3.090169e-01 9.510566e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1             	-1.484891e-01	1.225255e+00	-2.313995e-01	-2.641889e-01	3.278938e-02
2             	-2.501095e-01	1.254525e+00	-1.229066e-01	-3.115628e-01	1.886562e-01
3             	-2.671949e-01	1.526053e+00	-2.373292e-01	-3.858596e-01	1.485303e-01
4             	-2.020753e-01	1.869871e+00	-4.030005e-01	-4.035755e-01	5.750837e-04
5             	-8.387001e-02	1.978041e+00	-5.265614e-01	-3.471507e-01	-1.794107e-01
6             	-1.933008e-02	2.067350e+00	-7.053349e-01	-3.719975e-01	-3.333374e-01
7             	2.273727e-02	2.055807e+00	-8.474933e-01	-4.010094e-01	-4.464839e-01
8             	6.626112e-02	1.949430e+00	-9.225789e-01	-3.950283e-01	-5.275506e-01
9             	1.014609e-01	1.745111e+00	-9.135517e-01	-3.553149e-01	-5.582368e-01
10            	9.913662e-02	1.638635e+00	-8.901035e-01	-3.459151e-01	-5.441884e-01
11            	8.083474e-02	1.577289e+00	-8.607894e-01	-3.495600e-01	-5.112294e-01
12            	4.653649e-02	1.553069e+00	-8.342400e-01	-3.705835e-01	-4.636565e-01
13            	1.866191e-02	1.573778e+00	-8.143220e-01	-3.884991e-01	-4.258229e-01
14            	-1.023135e-02	1.635851e+00	-8.055656e-01	-4.130141e-01	-3.925514e-01
15            	-3.077707e-02	1.729918e+00	-8.012370e-01	-4.313956e-01	-3.698414e-01
16            	-4.782027e-02	1.830845e+00	-7.951358e-01	-4.453882e-01	-3.497476e-01
17            	-6.476623e-02	1.927990e+00	-7.875780e-01	-4.585552e-01	-3.290228e-01
18            	-8.649081e-02	2.014429e+00	-7.766492e-01	-4.748154e-01	-3.018338e-01
19            	-1.117160e-01	2.067581e+00	-7.603127e-01	-4.918723e-01	-2.684404e-01
20            	-1.454397e-01	2.106046e+00	-7.388896e-01	-5.148845e-01	-2.240051e-01
21            	-1.847018e-01	2.120898e+00	-7.072807e-01	-5.383421e-01	-1.689386e-01
22            	-2.267077e-01	2.109703e+00	-6.652486e-01	-5.593320e-01	-1.059166e-01
23            	-2.722548e-01	2.077376e+00	-6.183500e-01	-5.814298e-01	-3.692019e-02
24            	-3.171956e-01	2.033348e+00	-5.764921e-01	-6.054417e-01	2.894962e-02
25            	-3.584630e-01	1.964688e+00	-5.312058e-01	-6.240659e-01	9.286010e-02
26            	-3.923358e-01	1.868726e+00	-4.797885e-01	-6.322300e-01	1.524415e-01
27            	-4.131633e-01	1.737406e+00	-4.213561e-01	-6.238414e-01	2.024852e-01
28            	-4.164560e-01	1.559751e+00	-3.521847e-01	-5.925484e-01	2.403636e-01
29            	-3.996460e-01	1.354851e+00	-2.810065e-01	-5.401492e-01	2.591427e-01
30            	-3.505017e-01	1.102818e+00	-2.035227e-01	-4.522631e-01	2.487404e-01
31            	-2.845760e-01	8.454147e-01	-1.275457e-01	-3.483489e-01	2.208032e-01
32            	-1.893190e-01	5.515393e-01	-4.278324e-02	-2.107106e-01	1.679273e-01
33            	-9.641579e-02	3.112675e-01	2.542214e-02	-8.370472e-02	1.091269e-01
34            	2.217935e-03	7.978280e-02	8.741433e-02	4.592510e-02	4.148923e-02
35            	8.574533e-02	-1.072318e-01	1.348585e-01	1.531746e-01	-1.831609e-02
36            	1.364005e-01	-2.055657e-01	1.563768e-01	2.145889e-01	-5.821213e-02
37            	1.458529e-01	-2.144267e-01	1.524610e-01	2.220834e-01	-6.962236e-02
38            	1.214142e-01	-1.636960e-01	1.341469e-01	1.884877e-01	-5.434079e-02
39            	8.911531e-02	-1.061243e-01	1.149858e-01	1.466082e-01	-3.162240e-02
40            	3.572697e-02	2.740551e-02	7.289580e-02	7.217486e-02	7.209304e-04
41            	-9.091014e-03	1.704043e-01	2.363424e-02	2.726104e-03	2.090813e-02
42            	-3.536690e-02	2.879248e-01	-2.283023e-02	-4.678201e-02	2.395178e-02
43            	-5.056884e-02	3.911370e-01	-6.725333e-02	-8.419551e-02	1.694218e-02
44            	-6.299051e-02	4.953643e-01	-1.128202e-01	-1.194006e-01	6.580397e-03
45            	-6.630615e-02	5.759347e-01	-1.518655e-01	-1.422389e-01	-9.626619e-03
