# Force coefficients
# liftDir     : (9.396927e-01 -3.420199e-01 0.000000e+00)
# dragDir     : (3.420199e-01 9.396927e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
18            	-9.531586e-02	2.135569e+00	-9.586240e-01	-5.746278e-01	-3.839961e-01
19            	-1.301337e-01	2.203063e+00	-9.425118e-01	-6.013896e-01	-3.411222e-01
20            	-1.689474e-01	2.246088e+00	-9.198164e-01	-6.288556e-01	-2.909608e-01
21            	-2.088990e-01	2.273602e+00	-8.942185e-01	-6.560082e-01	-2.382103e-01
22            	-2.527414e-01	2.290065e+00	-8.622214e-01	-6.838521e-01	-1.783693e-01
23            	-2.996219e-01	2.301060e+00	-8.275366e-01	-7.133902e-01	-1.141464e-01
24            	-3.485092e-01	2.298118e+00	-7.868637e-01	-7.419410e-01	-4.492269e-02
25            	-3.975890e-01	2.276660e+00	-7.415549e-01	-7.683665e-01	2.681155e-02
26            	-4.434856e-01	2.226128e+00	-6.888890e-01	-7.879301e-01	9.904107e-02
27            	-4.781602e-01	2.150403e+00	-6.341821e-01	-7.952513e-01	1.610692e-01
28            	-4.989760e-01	2.034010e+00	-5.695797e-01	-7.837659e-01	2.141862e-01
29            	-5.045335e-01	1.902032e+00	-5.067335e-01	-7.579003e-01	2.511668e-01
30            	-4.830437e-01	1.700989e+00	-4.244367e-01	-6.952621e-01	2.708253e-01
31            	-4.450744e-01	1.487904e+00	-3.431587e-01	-6.166537e-01	2.734950e-01
32            	-3.710152e-01	1.188098e+00	-2.409797e-01	-4.915051e-01	2.505254e-01
33            	-2.905535e-01	8.820980e-01	-1.394154e-01	-3.602612e-01	2.208458e-01
34            	-1.978536e-01	5.806111e-01	-4.499045e-02	-2.203488e-01	1.753584e-01
35            	-9.809808e-02	2.872170e-01	4.327446e-02	-7.646086e-02	1.197353e-01
36            	-4.927696e-03	3.708161e-02	1.157320e-01	5.293829e-02	6.279368e-02
37            	6.535123e-02	-1.281636e-01	1.590966e-01	1.448995e-01	1.419705e-02
38            	1.135899e-01	-2.384867e-01	1.834245e-01	2.053021e-01	-2.187763e-02
39            	1.138884e-01	-2.625204e-01	1.855480e-01	2.066624e-01	-2.111442e-02
40            	7.596620e-02	-1.957750e-01	1.617561e-01	1.568442e-01	4.911825e-03
41            	1.778549e-02	-5.122489e-02	1.111714e-01	7.337120e-02	3.780021e-02
42            	-2.587244e-02	7.468894e-02	6.404504e-02	6.150083e-03	5.789496e-02
43            	-4.589784e-02	1.620316e-01	2.524115e-02	-3.327726e-02	5.851841e-02
44            	-6.585482e-02	2.798332e-01	-2.752867e-02	-7.961915e-02	5.209048e-02
45            	-8.033380e-02	4.027956e-01	-8.402822e-02	-1.223479e-01	3.831969e-02
46            	-7.569256e-02	4.777912e-01	-1.261592e-01	-1.387722e-01	1.261295e-02
47            	-6.632630e-02	5.388583e-01	-1.642233e-01	-1.484379e-01	-1.578535e-02
48            	-5.628822e-02	5.974772e-01	-2.024894e-01	-1.575329e-01	-4.495649e-02
49            	-4.653891e-02	6.521213e-01	-2.396542e-01	-1.663660e-01	-7.328819e-02
50            	-3.211414e-02	6.832736e-01	-2.693600e-01	-1.667941e-01	-1.025659e-01
51            	-2.785043e-02	7.326362e-01	-3.047107e-01	-1.802058e-01	-1.245049e-01
52            	-2.306708e-02	7.647140e-01	-3.326910e-01	-1.894126e-01	-1.432784e-01
53            	-2.341636e-02	7.931752e-01	-3.560480e-01	-2.014403e-01	-1.546076e-01
54            	-3.465000e-02	8.406863e-01	-3.820390e-01	-2.256695e-01	-1.563695e-01
55            	-5.777619e-02	9.118474e-01	-4.116517e-01	-2.636020e-01	-1.480497e-01
56            	-8.558390e-02	9.939795e-01	-4.419127e-01	-3.065402e-01	-1.353724e-01
57            	-1.148723e-01	1.083035e+00	-4.726909e-01	-3.512177e-01	-1.214732e-01
58            	-1.411655e-01	1.168221e+00	-5.013983e-01	-3.918647e-01	-1.095336e-01
59            	-1.631810e-01	1.246203e+00	-5.275532e-01	-4.269576e-01	-1.005955e-01
60            	-1.806440e-01	1.312661e+00	-5.495901e-01	-4.554390e-01	-9.415110e-02
61            	-1.948649e-01	1.367761e+00	-5.668872e-01	-4.783085e-01	-8.857873e-02
62            	-2.067592e-01	1.411501e+00	-5.790101e-01	-4.962643e-01	-8.274587e-02
63            	-2.173167e-01	1.444887e+00	-5.856076e-01	-5.101205e-01	-7.548708e-02
64            	-2.272873e-01	1.473049e+00	-5.879282e-01	-5.212514e-01	-6.667682e-02
65            	-2.366057e-01	1.494785e+00	-5.847758e-01	-5.289936e-01	-5.578223e-02
66            	-2.457814e-01	1.514424e+00	-5.779930e-01	-5.347779e-01	-4.321513e-02
67            	-2.558039e-01	1.532464e+00	-5.674545e-01	-5.395312e-01	-2.792330e-02
68            	-2.667129e-01	1.549640e+00	-5.539784e-01	-5.437021e-01	-1.027633e-02
69            	-2.820554e-01	1.564260e+00	-5.356468e-01	-5.498787e-01	1.423198e-02
70            	-3.025066e-01	1.586677e+00	-5.187941e-01	-5.619037e-01	4.310956e-02
71            	-3.279102e-01	1.606392e+00	-5.000806e-01	-5.779504e-01	7.786986e-02
72            	-3.567404e-01	1.621313e+00	-4.803720e-01	-5.969264e-01	1.165544e-01
73            	-3.841919e-01	1.628170e+00	-4.619069e-01	-6.151453e-01	1.532384e-01
74            	-3.994265e-01	1.607020e+00	-4.411266e-01	-6.199898e-01	1.788631e-01
75            	-3.974949e-01	1.543779e+00	-4.135935e-01	-6.042916e-01	1.906981e-01
76            	-3.702084e-01	1.418725e+00	-3.724607e-01	-5.564388e-01	1.839781e-01
77            	-3.220079e-01	1.243860e+00	-3.191558e-01	-4.815858e-01	1.624300e-01
78            	-2.588917e-01	1.036252e+00	-2.568797e-01	-3.873315e-01	1.304518e-01
79            	-1.915404e-01	8.306429e-01	-1.958728e-01	-2.894768e-01	9.360394e-02
80            	-1.233595e-01	6.335912e-01	-1.375656e-01	-1.921423e-01	5.457671e-02
81            	-5.926335e-02	4.574042e-01	-8.591642e-02	-1.022216e-01	1.630514e-02
82            	-7.062100e-03	3.153991e-01	-4.452938e-02	-2.932679e-02	-1.520259e-02
83            	2.207871e-02	2.251810e-01	-1.868685e-02	1.273529e-02	-3.142214e-02
84            	3.430606e-02	1.541892e-01	4.264923e-03	3.643852e-02	-3.217359e-02
85            	1.518808e-02	1.803914e-01	-3.764479e-03	1.330584e-02	-1.707032e-02
86            	5.662397e-03	1.833496e-01	-5.039642e-03	3.142576e-03	-8.182218e-03
87            	-1.829557e-02	2.569407e-01	-3.083582e-02	-3.371348e-02	2.877667e-03
88            	-3.418279e-02	3.409220e-01	-6.366289e-02	-6.601423e-02	2.351341e-03
89            	-3.519394e-02	3.949301e-01	-8.959279e-02	-7.999033e-02	-9.602455e-03
90            	-4.132933e-02	4.711676e-01	-1.245292e-01	-1.035939e-01	-2.093525e-02
91            	-4.933098e-02	5.601756e-01	-1.655988e-01	-1.321304e-01	-3.346843e-02
92            	-5.062952e-02	6.309996e-01	-2.024337e-01	-1.518464e-01	-5.058734e-02
93            	-4.899849e-02	6.858103e-01	-2.344294e-01	-1.662132e-01	-6.821621e-02
94            	-4.826931e-02	7.357543e-01	-2.653345e-01	-1.809366e-01	-8.439795e-02
95            	-5.426772e-02	7.941574e-01	-2.984445e-01	-2.034900e-01	-9.495453e-02
96            	-6.185700e-02	8.476816e-01	-3.293844e-01	-2.265492e-01	-1.028352e-01
97            	-6.781238e-02	8.795932e-01	-3.511735e-01	-2.433991e-01	-1.077744e-01
98            	-8.077740e-02	9.156315e-01	-3.712332e-01	-2.663940e-01	-1.048392e-01
99            	-1.014461e-01	9.612083e-01	-3.911424e-01	-2.970173e-01	-9.412511e-02
100           	-1.264274e-01	1.012720e+00	-4.099145e-01	-3.313847e-01	-7.852982e-02
101           	-1.495703e-01	1.060031e+00	-4.257988e-01	-3.624697e-01	-6.332904e-02
102           	-1.663009e-01	1.093670e+00	-4.364476e-01	-3.845247e-01	-5.192291e-02
103           	-1.748147e-01	1.112489e+00	-4.412714e-01	-3.954504e-01	-4.582099e-02
104           	-1.749593e-01	1.117776e+00	-4.409660e-01	-3.954423e-01	-4.552368e-02
105           	-1.640789e-01	1.105129e+00	-4.344713e-01	-3.813146e-01	-5.315675e-02
106           	-1.435633e-01	1.077099e+00	-4.226960e-01	-3.549113e-01	-6.778470e-02
107           	-1.150109e-01	1.035778e+00	-4.063241e-01	-3.181729e-01	-8.815117e-02
108           	-8.217000e-02	9.877468e-01	-3.873637e-01	-2.758519e-01	-1.115119e-01
109           	-4.792706e-02	9.377501e-01	-3.673262e-01	-2.315902e-01	-1.357361e-01
110           	-1.504605e-02	8.889167e-01	-3.470791e-01	-1.885856e-01	-1.584935e-01
111           	1.286745e-02	8.487982e-01	-3.293659e-01	-1.518155e-01	-1.775504e-01
112           	3.315574e-02	8.196345e-01	-3.151272e-01	-1.244079e-01	-1.907193e-01
113           	4.375553e-02	8.035277e-01	-3.047647e-01	-1.086268e-01	-1.961379e-01
114           	4.299436e-02	8.010952e-01	-2.981419e-01	-1.060766e-01	-1.920653e-01
115           	2.912968e-02	8.180078e-01	-2.970246e-01	-1.193826e-01	-1.776420e-01
116           	7.256407e-03	8.418546e-01	-2.976573e-01	-1.415723e-01	-1.560851e-01
117           	-2.390389e-02	8.791269e-01	-3.023219e-01	-1.750649e-01	-1.272571e-01
118           	-5.595218e-02	9.119011e-01	-3.062453e-01	-2.090748e-01	-9.717047e-02
119           	-8.846548e-02	9.457883e-01	-3.116847e-01	-2.443079e-01	-6.737689e-02
120           	-1.171598e-01	9.699682e-01	-3.155618e-01	-2.749407e-01	-4.062107e-02
121           	-1.413718e-01	9.847965e-01	-3.179802e-01	-3.003619e-01	-1.761831e-02
122           	-1.620988e-01	9.912463e-01	-3.188791e-01	-3.215384e-01	2.659230e-03
123           	-1.782838e-01	9.926362e-01	-3.197140e-01	-3.381408e-01	1.842684e-02
124           	-1.905510e-01	9.915596e-01	-3.211720e-01	-3.511370e-01	2.996499e-02
125           	-1.988931e-01	9.845342e-01	-3.217019e-01	-3.597440e-01	3.804212e-02
126           	-2.045998e-01	9.745877e-01	-3.224400e-01	-3.658198e-01	4.337980e-02
127           	-1.985286e-01	9.443109e-01	-3.175317e-01	-3.572944e-01	3.976273e-02
128           	-1.842949e-01	8.995871e-01	-3.067915e-01	-3.376907e-01	3.089921e-02
129           	-1.646420e-01	8.478161e-01	-2.920401e-01	-3.106620e-01	1.862193e-02
130           	-1.402294e-01	7.893034e-01	-2.727003e-01	-2.765796e-01	3.879294e-03
131           	-1.145981e-01	7.316365e-01	-2.513117e-01	-2.402540e-01	-1.105769e-02
132           	-8.989887e-02	6.778196e-01	-2.291949e-01	-2.044963e-01	-2.469861e-02
133           	-6.710290e-02	6.293162e-01	-2.075344e-01	-1.708701e-01	-3.666429e-02
134           	-4.779303e-02	5.874805e-01	-1.871475e-01	-1.413668e-01	-4.578071e-02
135           	-3.413696e-02	5.571997e-01	-1.710159e-01	-1.196449e-01	-5.137100e-02
136           	-2.640988e-02	5.349615e-01	-1.586651e-01	-1.057424e-01	-5.292266e-02
137           	-2.534561e-02	5.228260e-01	-1.509667e-01	-1.008290e-01	-5.013775e-02
138           	-2.589458e-02	5.089126e-01	-1.441979e-01	-9.799353e-02	-4.620436e-02
139           	-2.910396e-02	5.010901e-01	-1.404655e-01	-9.933670e-02	-4.112877e-02
140           	-3.389528e-02	5.058627e-01	-1.420518e-01	-1.049212e-01	-3.713064e-02
141           	-3.467410e-02	5.118769e-01	-1.461410e-01	-1.077446e-01	-3.839641e-02
142           	-3.285147e-02	5.193082e-01	-1.521409e-01	-1.089219e-01	-4.321900e-02
143           	-3.047761e-02	5.310116e-01	-1.609162e-01	-1.109357e-01	-4.998047e-02
144           	-3.113576e-02	5.510625e-01	-1.729668e-01	-1.176191e-01	-5.534763e-02
145           	-3.763989e-02	5.841829e-01	-1.896341e-01	-1.324569e-01	-5.717713e-02
146           	-5.166549e-02	6.317421e-01	-2.110413e-01	-1.571862e-01	-5.385517e-02
147           	-7.229770e-02	6.907569e-01	-2.362585e-01	-1.904270e-01	-4.583157e-02
148           	-9.681957e-02	7.541096e-01	-2.624471e-01	-2.280431e-01	-3.440400e-02
149           	-1.213977e-01	8.126270e-01	-2.858497e-01	-2.643225e-01	-2.152715e-02
150           	-1.446788e-01	8.641606e-01	-3.056924e-01	-2.975250e-01	-8.167388e-03
151           	-1.638239e-01	9.040200e-01	-3.208398e-01	-3.242438e-01	3.404044e-03
152           	-1.730468e-01	9.229657e-01	-3.286568e-01	-3.373752e-01	8.718472e-03
153           	-1.709008e-01	9.183764e-01	-3.288134e-01	-3.353075e-01	6.494123e-03
154           	-1.569254e-01	8.906635e-01	-3.215920e-01	-3.177214e-01	-3.870628e-03
155           	-1.326621e-01	8.462272e-01	-3.093317e-01	-2.873280e-01	-2.200372e-02
156           	-1.017582e-01	7.920702e-01	-2.941445e-01	-2.488305e-01	-4.531401e-02
157           	-6.685133e-02	7.331777e-01	-2.774166e-01	-2.055596e-01	-7.185695e-02
158           	-3.119931e-02	6.765327e-01	-2.611423e-01	-1.617705e-01	-9.937185e-02
159           	1.576130e-03	6.281798e-01	-2.471894e-01	-1.220186e-01	-1.251708e-01
160           	2.872708e-02	5.932665e-01	-2.370495e-01	-8.979768e-02	-1.472518e-01
161           	4.978131e-02	5.717651e-01	-2.307925e-01	-6.561492e-02	-1.651775e-01
162           	6.352431e-02	5.667689e-01	-2.293246e-01	-5.113799e-02	-1.781866e-01
163           	7.017938e-02	5.777318e-01	-2.329658e-01	-4.630352e-02	-1.866623e-01
164           	6.960922e-02	6.024038e-01	-2.408574e-01	-5.081948e-02	-1.900379e-01
165           	6.186568e-02	6.414000e-01	-2.530666e-01	-6.466761e-02	-1.883990e-01
166           	4.850629e-02	6.897665e-01	-2.681978e-01	-8.559262e-02	-1.826052e-01
167           	2.861640e-02	7.500542e-01	-2.868027e-01	-1.147849e-01	-1.720177e-01
168           	4.306256e-03	8.177613e-01	-3.077658e-01	-1.495766e-01	-1.581892e-01
169           	-2.258891e-02	8.883265e-01	-3.301547e-01	-1.876663e-01	-1.424885e-01
170           	-5.202940e-02	9.594996e-01	-3.532428e-01	-2.286508e-01	-1.245920e-01
171           	-8.264164e-02	1.029051e+00	-3.765609e-01	-2.709221e-01	-1.056388e-01
172           	-1.143258e-01	1.094707e+00	-3.989114e-01	-3.137815e-01	-8.512992e-02
173           	-1.463772e-01	1.155977e+00	-4.194367e-01	-3.560956e-01	-6.334109e-02
174           	-1.783390e-01	1.211504e+00	-4.370771e-01	-3.968775e-01	-4.019954e-02
175           	-2.094171e-01	1.260880e+00	-4.513533e-01	-4.350937e-01	-1.625955e-02
176           	-2.380979e-01	1.301177e+00	-4.610392e-01	-4.686175e-01	7.578324e-03
177           	-2.632979e-01	1.331603e+00	-4.659956e-01	-4.962957e-01	3.030008e-02
178           	-2.825870e-01	1.347801e+00	-4.650975e-01	-5.151358e-01	5.003822e-02
179           	-2.939622e-01	1.347752e+00	-4.582628e-01	-5.230936e-01	6.483080e-02
180           	-2.963478e-01	1.328699e+00	-4.446021e-01	-5.186489e-01	7.404677e-02
181           	-2.896699e-01	1.292398e+00	-4.249990e-01	-5.021694e-01	7.717044e-02
182           	-2.761726e-01	1.245341e+00	-4.015575e-01	-4.769514e-01	7.539391e-02
183           	-2.559513e-01	1.188604e+00	-3.750340e-01	-4.434683e-01	6.843431e-02
