# Force coefficients
# liftDir     : (9.816272e-01 -1.908090e-01 0.000000e+00)
# dragDir     : (1.908090e-01 9.816272e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1             	-2.282924e-01	1.207094e+00	-1.797051e-02	-2.372776e-01	2.193071e-01
2             	-1.922707e-01	8.177085e-01	4.786159e-02	-1.683399e-01	2.162015e-01
3             	-2.013527e-01	8.587268e-01	-1.675611e-02	-2.097308e-01	1.929747e-01
4             	-1.740018e-01	9.500229e-01	-8.202027e-02	-2.150120e-01	1.329917e-01
5             	-1.538748e-01	9.796308e-01	-1.117398e-01	-2.097447e-01	9.800492e-02
6             	-1.787241e-01	1.072757e+00	-1.284732e-01	-2.429607e-01	1.144875e-01
7             	-1.910106e-01	1.209342e+00	-1.573683e-01	-2.696947e-01	1.123264e-01
8             	-1.691613e-01	1.247018e+00	-1.799160e-01	-2.591193e-01	7.920336e-02
9             	-1.432407e-01	1.220507e+00	-1.836467e-01	-2.350640e-01	5.141731e-02
10            	-1.286386e-01	1.218178e+00	-1.877987e-01	-2.225380e-01	3.473924e-02
11            	-1.191497e-01	1.198012e+00	-1.854949e-01	-2.118971e-01	2.640222e-02
12            	-1.178857e-01	1.188349e+00	-1.815216e-01	-2.086465e-01	2.712492e-02
13            	-1.243964e-01	1.182359e+00	-1.773444e-01	-2.130686e-01	3.572422e-02
14            	-1.385725e-01	1.180847e+00	-1.729952e-01	-2.250701e-01	5.207486e-02
15            	-1.576464e-01	1.179332e+00	-1.684559e-01	-2.418743e-01	7.341841e-02
16            	-1.792354e-01	1.174293e+00	-1.633159e-01	-2.608934e-01	9.757749e-02
17            	-2.032185e-01	1.162832e+00	-1.564263e-01	-2.814317e-01	1.250054e-01
18            	-2.308178e-01	1.148068e+00	-1.472851e-01	-3.044603e-01	1.571753e-01
19            	-2.595855e-01	1.130773e+00	-1.365178e-01	-3.278444e-01	1.913266e-01
20            	-2.837676e-01	1.102774e+00	-1.238023e-01	-3.456688e-01	2.218665e-01
21            	-3.001574e-01	1.056662e+00	-1.080946e-01	-3.542047e-01	2.461102e-01
22            	-3.021189e-01	9.826438e-01	-8.866177e-02	-3.464498e-01	2.577880e-01
23            	-2.848679e-01	8.790496e-01	-6.666235e-02	-3.181991e-01	2.515368e-01
24            	-2.470876e-01	7.473354e-01	-4.302201e-02	-2.685986e-01	2.255766e-01
25            	-1.899106e-01	5.875046e-01	-1.718676e-02	-1.985040e-01	1.813172e-01
26            	-1.144755e-01	4.044323e-01	9.540566e-03	-1.097052e-01	1.192458e-01
27            	-3.483133e-02	2.259946e-01	3.395552e-02	-1.785357e-02	5.180909e-02
28            	4.229049e-02	6.777795e-02	5.358155e-02	6.908126e-02	-1.549971e-02
29            	1.097278e-01	-6.642499e-02	6.830682e-02	1.438812e-01	-7.557439e-02
30            	1.559375e-01	-1.535509e-01	7.440701e-02	1.931410e-01	-1.187340e-01
31            	1.677413e-01	-1.733972e-01	7.178588e-02	2.036343e-01	-1.318484e-01
32            	1.550260e-01	-1.440881e-01	6.239003e-02	1.862210e-01	-1.238310e-01
33            	1.190371e-01	-5.786257e-02	4.507877e-02	1.415764e-01	-9.649768e-02
34            	7.374547e-02	6.612015e-02	2.067555e-02	8.408325e-02	-6.340770e-02
35            	3.147902e-02	1.959253e-01	-6.270781e-03	2.834363e-02	-3.461441e-02
36            	-2.887245e-03	3.163067e-01	-3.319556e-02	-1.948502e-02	-1.371053e-02
37            	-2.366366e-02	4.036532e-01	-5.579919e-02	-5.156326e-02	-4.235933e-03
38            	-3.586237e-02	4.640437e-01	-7.387847e-02	-7.280161e-02	-1.076865e-03
39            	-4.248299e-02	5.013985e-01	-8.646481e-02	-8.571540e-02	-7.494092e-04
40            	-4.854260e-02	5.284370e-01	-9.493845e-02	-9.601182e-02	1.073378e-03
41            	-5.857539e-02	5.563113e-01	-1.013727e-01	-1.092617e-01	7.889059e-03
42            	-7.253923e-02	5.854188e-01	-1.070314e-01	-1.260549e-01	1.902355e-02
43            	-8.652340e-02	6.094156e-01	-1.114043e-01	-1.422255e-01	3.082127e-02
44            	-9.881994e-02	6.280222e-01	-1.142888e-01	-1.559643e-01	4.167554e-02
45            	-1.065389e-01	6.365019e-01	-1.156797e-01	-1.643787e-01	4.869901e-02
46            	-1.070561e-01	6.309063e-01	-1.151634e-01	-1.646378e-01	4.947444e-02
47            	-9.964032e-02	6.107944e-01	-1.125574e-01	-1.559190e-01	4.336164e-02
48            	-8.296860e-02	5.751721e-01	-1.079915e-01	-1.369643e-01	2.897285e-02
49            	-5.631171e-02	5.228479e-01	-1.014356e-01	-1.070295e-01	5.593910e-03
50            	-2.266507e-02	4.592093e-01	-9.356647e-02	-6.944831e-02	-2.411816e-02
51            	1.447046e-02	3.912233e-01	-8.548329e-02	-2.827119e-02	-5.721210e-02
52            	5.249801e-02	3.236201e-01	-7.796435e-02	1.351583e-02	-9.148019e-02
53            	8.861747e-02	2.623674e-01	-7.206430e-02	5.258532e-02	-1.246496e-01
54            	1.174227e-01	2.175863e-01	-6.939165e-02	8.272685e-02	-1.521185e-01
55            	1.331329e-01	2.002474e-01	-7.142370e-02	9.742104e-02	-1.688447e-01
56            	1.300608e-01	2.220810e-01	-7.965070e-02	9.023549e-02	-1.698862e-01
57            	1.076149e-01	2.835251e-01	-9.384276e-02	6.069352e-02	-1.545363e-01
58            	7.834016e-02	3.622464e-01	-1.116202e-01	2.253004e-02	-1.341503e-01
59            	4.817611e-02	4.446320e-01	-1.296282e-01	-1.663797e-02	-1.129902e-01
60            	2.644154e-02	5.075980e-01	-1.441697e-01	-4.564331e-02	-9.852640e-02
61            	1.069342e-02	5.557457e-01	-1.557465e-01	-6.717982e-02	-8.856667e-02
62            	-2.028873e-03	5.953531e-01	-1.652766e-01	-8.466719e-02	-8.060945e-02
63            	-1.209921e-02	6.270672e-01	-1.731401e-01	-9.866924e-02	-7.447082e-02
64            	-1.902760e-02	6.505648e-01	-1.794141e-01	-1.087346e-01	-7.067945e-02
65            	-2.170824e-02	6.645460e-01	-1.839372e-01	-1.136768e-01	-7.026035e-02
66            	-1.973383e-02	6.690591e-01	-1.867411e-01	-1.131044e-01	-7.363672e-02
67            	-1.242932e-02	6.634312e-01	-1.877650e-01	-1.063118e-01	-8.145317e-02
68            	-3.770492e-04	6.485282e-01	-1.871590e-01	-9.395654e-02	-9.320244e-02
69            	1.591790e-02	6.258258e-01	-1.853566e-01	-7.676038e-02	-1.085962e-01
70            	3.524704e-02	5.977957e-01	-1.829043e-01	-5.620509e-02	-1.266992e-01
71            	5.521239e-02	5.695245e-01	-1.806771e-01	-3.512615e-02	-1.455509e-01
72            	7.336720e-02	5.448481e-01	-1.793206e-01	-1.629309e-02	-1.630275e-01
73            	8.658022e-02	5.295569e-01	-1.797204e-01	-3.279998e-03	-1.764404e-01
74            	9.160447e-02	5.297298e-01	-1.825767e-01	3.161391e-04	-1.828928e-01
75            	8.766842e-02	5.465873e-01	-1.880376e-01	-6.350371e-03	-1.816872e-01
76            	7.334572e-02	5.838758e-01	-1.966434e-01	-2.497599e-02	-1.716674e-01
77            	5.380480e-02	6.320900e-01	-2.068329e-01	-4.961167e-02	-1.572213e-01
78            	3.634772e-02	6.766635e-01	-2.156978e-01	-7.150117e-02	-1.441966e-01
79            	2.382149e-02	7.113002e-01	-2.228048e-01	-8.758092e-02	-1.352239e-01
80            	1.514235e-02	7.378732e-01	-2.288375e-01	-9.927642e-02	-1.295611e-01
81            	8.850017e-03	7.591479e-01	-2.339665e-01	-1.081332e-01	-1.258332e-01
82            	5.138626e-03	7.743128e-01	-2.377860e-01	-1.137544e-01	-1.240316e-01
