# Force coefficients
# liftDir     : (9.612615e-01 -2.756379e-01 0.000000e+00)
# dragDir     : (2.756379e-01 9.612615e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
39            	6.967826e-02	-2.379902e-02	6.915290e-02	1.042547e-01	-3.510181e-02
40            	3.686995e-02	8.395607e-02	3.494547e-02	5.434269e-02	-1.939722e-02
41            	5.956467e-03	2.102629e-01	-7.671158e-03	2.120888e-03	-9.792046e-03
42            	-1.840901e-02	3.327915e-01	-5.076874e-02	-4.379338e-02	-6.975355e-03
43            	-3.246049e-02	4.336665e-01	-8.935724e-02	-7.713911e-02	-1.221812e-02
44            	-3.843938e-02	5.126529e-01	-1.229469e-01	-9.991282e-02	-2.303406e-02
45            	-4.319662e-02	5.844962e-01	-1.545341e-01	-1.204637e-01	-3.407045e-02
46            	-4.228461e-02	6.297376e-01	-1.786322e-01	-1.316007e-01	-4.703149e-02
47            	-4.144864e-02	6.583646e-01	-1.959589e-01	-1.394281e-01	-5.653080e-02
48            	-4.777162e-02	6.897845e-01	-2.106693e-01	-1.531063e-01	-5.756304e-02
49            	-6.588410e-02	7.389960e-01	-2.272192e-01	-1.794937e-01	-4.772550e-02
50            	-8.917895e-02	7.955430e-01	-2.437653e-01	-2.110616e-01	-3.270370e-02
51            	-1.108757e-01	8.483962e-01	-2.583997e-01	-2.400755e-01	-1.832416e-02
52            	-1.297028e-01	8.930959e-01	-2.707825e-01	-2.650940e-01	-5.688457e-03
53            	-1.441959e-01	9.259870e-01	-2.799497e-01	-2.841707e-01	4.221055e-03
54            	-1.534204e-01	9.481805e-01	-2.860520e-01	-2.964464e-01	1.039442e-02
55            	-1.534451e-01	9.527253e-01	-2.877573e-01	-2.973238e-01	9.566475e-03
56            	-1.442572e-01	9.403880e-01	-2.849267e-01	-2.867205e-01	1.793805e-03
57            	-1.249936e-01	9.110398e-01	-2.778166e-01	-2.639019e-01	-1.391469e-02
58            	-9.729804e-02	8.681133e-01	-2.672391e-01	-2.309176e-01	-3.632149e-02
59            	-6.216285e-02	8.128326e-01	-2.535218e-01	-1.889237e-01	-6.459803e-02
60            	-2.291388e-02	7.515438e-01	-2.382714e-01	-1.420496e-01	-9.622180e-02
61            	1.860093e-02	6.870814e-01	-2.220526e-01	-9.242536e-02	-1.296272e-01
62            	5.826310e-02	6.261617e-01	-2.069312e-01	-4.520251e-02	-1.617287e-01
63            	9.181979e-02	5.771703e-01	-1.947589e-01	-5.559647e-03	-1.891992e-01
64            	1.134883e-01	5.516840e-01	-1.883477e-01	1.931450e-02	-2.076621e-01
65            	1.191377e-01	5.558621e-01	-1.889012e-01	2.468710e-02	-2.135883e-01
66            	1.092674e-01	5.871030e-01	-1.955429e-01	1.149600e-02	-2.070389e-01
67            	7.858368e-02	6.576296e-01	-2.104636e-01	-2.664812e-02	-1.838155e-01
68            	4.040386e-02	7.494950e-01	-2.315658e-01	-7.537905e-02	-1.561868e-01
69            	4.963751e-04	8.439964e-01	-2.532165e-01	-1.261119e-01	-1.271046e-01
70            	-3.805446e-02	9.363147e-01	-2.747912e-01	-1.754501e-01	-9.934115e-02
71            	-7.537907e-02	1.024468e+00	-2.958687e-01	-2.233134e-01	-7.255529e-02
72            	-1.084126e-01	1.095086e+00	-3.123222e-01	-2.645737e-01	-4.774853e-02
73            	-1.399895e-01	1.148948e+00	-3.226323e-01	-3.013056e-01	-2.132668e-02
74            	-1.698266e-01	1.184203e+00	-3.277949e-01	-3.337241e-01	5.929200e-03
75            	-1.959527e-01	1.204900e+00	-3.292959e-01	-3.606007e-01	3.130479e-02
76            	-2.198604e-01	1.213542e+00	-3.270547e-01	-3.833877e-01	5.633299e-02
77            	-2.408962e-01	1.212819e+00	-3.219577e-01	-4.018750e-01	7.991731e-02
78            	-2.541048e-01	1.195266e+00	-3.125935e-01	-4.104015e-01	9.780801e-02
79            	-2.567789e-01	1.155414e+00	-2.975049e-01	-4.055313e-01	1.080265e-01
80            	-2.461953e-01	1.089888e+00	-2.759460e-01	-3.841683e-01	1.082223e-01
81            	-2.247353e-01	1.009577e+00	-2.506161e-01	-3.500433e-01	9.942727e-02
82            	-1.900104e-01	9.100028e-01	-2.210309e-01	-3.005259e-01	7.949500e-02
83            	-1.445987e-01	7.958096e-01	-1.883628e-01	-2.387801e-01	5.041725e-02
84            	-9.147109e-02	6.724430e-01	-1.541977e-01	-1.685699e-01	1.437225e-02
