# Force coefficients
# liftDir     : (9.743701e-01 -2.249510e-01 0.000000e+00)
# dragDir     : (2.249510e-01 9.743701e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
35            	9.665076e-02	-2.451634e-02	4.538950e-02	1.193455e-01	-7.395601e-02
36            	5.603424e-02	1.033778e-01	1.301243e-02	6.254046e-02	-4.952802e-02
37            	1.722108e-02	2.466301e-01	-2.425166e-02	5.095251e-03	-2.934691e-02
38            	-8.300440e-03	3.647133e-01	-5.806775e-02	-3.733431e-02	-2.073343e-02
39            	-2.265300e-02	4.553569e-01	-8.724305e-02	-6.627453e-02	-2.096852e-02
40            	-2.870420e-02	5.178466e-01	-1.102141e-01	-8.381127e-02	-2.640287e-02
41            	-2.987706e-02	5.549870e-01	-1.261873e-01	-9.297072e-02	-3.321660e-02
42            	-3.342825e-02	5.867124e-01	-1.384491e-01	-1.026528e-01	-3.579628e-02
43            	-4.270889e-02	6.227730e-01	-1.488353e-01	-1.171265e-01	-3.170874e-02
44            	-5.863791e-02	6.654895e-01	-1.590417e-01	-1.381588e-01	-2.088295e-02
45            	-7.812448e-02	7.087215e-01	-1.684822e-01	-1.623656e-01	-6.116632e-03
46            	-9.675893e-02	7.463826e-01	-1.766102e-01	-1.850640e-01	8.453836e-03
47            	-1.134517e-01	7.780242e-01	-1.831347e-01	-2.050190e-01	2.188432e-02
48            	-1.269806e-01	8.005680e-01	-1.878267e-01	-2.208939e-01	3.306722e-02
49            	-1.360064e-01	8.127597e-01	-1.902723e-01	-2.311425e-01	4.087025e-02
50            	-1.385080e-01	8.128338e-01	-1.903526e-01	-2.336842e-01	4.333166e-02
51            	-1.317603e-01	7.964473e-01	-1.875022e-01	-2.255114e-01	3.800913e-02
52            	-1.142190e-01	7.618570e-01	-1.814180e-01	-2.049279e-01	2.350996e-02
53            	-8.717457e-02	7.111501e-01	-1.722885e-01	-1.733188e-01	1.030323e-03
54            	-5.177528e-02	6.472677e-01	-1.606598e-01	-1.321052e-01	-2.855460e-02
55            	-1.160968e-02	5.780357e-01	-1.480186e-01	-8.561899e-02	-6.239963e-02
56            	3.141055e-02	5.070322e-01	-1.351654e-01	-3.617213e-02	-9.899323e-02
57            	7.419203e-02	4.399902e-01	-1.232857e-01	1.254917e-02	-1.358349e-01
58            	1.106375e-01	3.914033e-01	-1.153228e-01	5.297604e-02	-1.682989e-01
59            	1.365501e-01	3.672317e-01	-1.127906e-01	8.015479e-02	-1.929454e-01
60            	1.436216e-01	3.826685e-01	-1.179065e-01	8.466829e-02	-2.025748e-01
61            	1.296295e-01	4.395682e-01	-1.307773e-01	6.424083e-02	-1.950181e-01
62            	9.916058e-02	5.318324e-01	-1.508577e-01	2.373175e-02	-1.745894e-01
63            	6.905773e-02	6.233937e-01	-1.719100e-01	-1.689727e-02	-1.550127e-01
64            	4.177834e-02	7.083410e-01	-1.921717e-01	-5.430751e-02	-1.378642e-01
65            	2.158196e-02	7.727786e-01	-2.089073e-01	-8.287171e-02	-1.260356e-01
66            	5.143168e-03	8.233514e-01	-2.221538e-01	-1.059337e-01	-1.162201e-01
67            	-7.019954e-03	8.600715e-01	-2.314779e-01	-1.227589e-01	-1.087190e-01
68            	-1.777370e-02	8.872389e-01	-2.373209e-01	-1.364342e-01	-1.008868e-01
69            	-2.984401e-02	9.135072e-01	-2.417265e-01	-1.507072e-01	-9.101923e-02
70            	-4.344958e-02	9.377831e-01	-2.446169e-01	-1.657580e-01	-7.885885e-02
71            	-5.854919e-02	9.622122e-01	-2.466897e-01	-1.818940e-01	-6.479567e-02
72            	-7.563207e-02	9.838276e-01	-2.468625e-01	-1.990633e-01	-4.779920e-02
73            	-9.673741e-02	1.008358e+00	-2.459877e-01	-2.197313e-01	-2.625645e-02
74            	-1.224207e-01	1.039713e+00	-2.453723e-01	-2.451068e-01	-2.655006e-04
75            	-1.500264e-01	1.069867e+00	-2.440272e-01	-2.720400e-01	2.801281e-02
76            	-1.775428e-01	1.096945e+00	-2.423170e-01	-2.987013e-01	5.638429e-02
77            	-2.010242e-01	1.112741e+00	-2.393263e-01	-3.206874e-01	8.136110e-02
78            	-2.165864e-01	1.110594e+00	-2.341651e-01	-3.336689e-01	9.950385e-02
79            	-2.208992e-01	1.087388e+00	-2.265107e-01	-3.341545e-01	1.076438e-01
80            	-2.114741e-01	1.039420e+00	-2.154835e-01	-3.192159e-01	1.037324e-01
81            	-1.900390e-01	9.692763e-01	-2.004984e-01	-2.902882e-01	8.978980e-02
