# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
95            	3.937526e-02	3.233961e-02	1.924185e-02	1.896921e-03	3.382894e-04
96            	4.530774e-02	3.168574e-02	1.795870e-02	1.922627e-03	3.331307e-04
97            	5.496038e-02	2.861426e-02	1.701483e-02	1.937306e-03	3.168973e-04
98            	6.890442e-02	2.532946e-02	1.620153e-02	1.875183e-03	3.044817e-04
99            	7.613861e-02	2.221420e-02	1.536922e-02	1.814412e-03	2.958554e-04
100           	6.832779e-02	1.949863e-02	1.461100e-02	1.726184e-03	2.874262e-04
101           	5.233990e-02	1.722012e-02	1.403187e-02	1.633339e-03	2.849386e-04
102           	3.997303e-02	1.566754e-02	1.364928e-02	1.530850e-03	2.892295e-04
103           	3.127334e-02	1.447441e-02	1.352111e-02	1.454969e-03	2.930985e-04
104           	2.549097e-02	1.344623e-02	1.373188e-02	1.383743e-03	2.992304e-04
105           	2.141004e-02	1.273770e-02	1.416360e-02	1.329599e-03	3.006386e-04
106           	1.864925e-02	1.210855e-02	1.472212e-02	1.273036e-03	3.029563e-04
107           	1.629705e-02	1.156222e-02	1.539636e-02	1.227580e-03	3.063449e-04
108           	1.460012e-02	1.106307e-02	1.624426e-02	1.188926e-03	3.100834e-04
109           	1.361235e-02	1.053270e-02	1.737910e-02	1.157534e-03	3.129179e-04
110           	1.274097e-02	9.981572e-03	1.890731e-02	1.123274e-03	3.111349e-04
111           	1.241292e-02	9.467108e-03	2.102919e-02	1.100269e-03	3.038688e-04
112           	1.230637e-02	8.970174e-03	2.352061e-02	1.081515e-03	2.946515e-04
113           	1.229726e-02	8.451464e-03	2.630114e-02	1.073758e-03	2.857038e-04
114           	1.220263e-02	8.022459e-03	2.923093e-02	1.075036e-03	2.885501e-04
115           	1.216190e-02	7.609527e-03	3.181130e-02	1.072940e-03	2.865206e-04
116           	1.243752e-02	7.356659e-03	3.349031e-02	1.071940e-03	2.858290e-04
117           	1.195657e-02	7.166745e-03	3.374615e-02	1.062573e-03	2.802841e-04
118           	1.213748e-02	7.012781e-03	3.236568e-02	1.041518e-03	2.817833e-04
119           	1.191264e-02	6.953302e-03	3.012172e-02	1.019881e-03	2.748611e-04
120           	1.157261e-02	6.956177e-03	2.756572e-02	9.865334e-04	2.720743e-04
121           	1.128317e-02	6.795666e-03	2.423269e-02	9.818132e-04	2.663182e-04
122           	1.128327e-02	6.765889e-03	2.152708e-02	9.723300e-04	2.646364e-04
123           	1.147541e-02	6.622467e-03	1.902176e-02	9.612460e-04	2.600239e-04
124           	1.159442e-02	6.534455e-03	1.714719e-02	9.612534e-04	2.641326e-04
125           	1.159485e-02	6.412676e-03	1.550202e-02	9.596239e-04	2.597768e-04
126           	1.153193e-02	6.221340e-03	1.424259e-02	9.479384e-04	2.597224e-04
127           	1.156701e-02	5.991646e-03	1.314973e-02	9.240458e-04	2.645042e-04
128           	1.185069e-02	5.724350e-03	1.222242e-02	8.846410e-04	2.654486e-04
129           	1.226404e-02	5.481582e-03	1.167035e-02	8.570885e-04	2.762579e-04
130           	1.270856e-02	5.230496e-03	1.151189e-02	8.301146e-04	2.791514e-04
131           	1.310363e-02	5.017162e-03	1.168543e-02	8.090993e-04	2.863910e-04
132           	1.323392e-02	4.893068e-03	1.213953e-02	7.952855e-04	2.868192e-04
133           	1.334694e-02	4.835742e-03	1.281581e-02	7.739849e-04	2.828249e-04
134           	1.348201e-02	4.833492e-03	1.386637e-02	7.644678e-04	2.764863e-04
135           	1.338514e-02	4.900678e-03	1.540958e-02	7.646658e-04	2.662998e-04
136           	1.350903e-02	5.036596e-03	1.745937e-02	7.676771e-04	2.586583e-04
137           	1.402381e-02	5.233152e-03	1.981994e-02	7.740638e-04	2.546195e-04
138           	1.465449e-02	5.495082e-03	2.214287e-02	7.918021e-04	2.489022e-04
139           	1.518337e-02	5.827508e-03	2.393201e-02	8.091568e-04	2.503219e-04
140           	1.532840e-02	6.218417e-03	2.510334e-02	8.310286e-04	2.482387e-04
141           	1.557301e-02	6.629866e-03	2.531738e-02	8.340744e-04	2.434469e-04
142           	1.667159e-02	7.122042e-03	2.449237e-02	8.668676e-04	2.409906e-04
143           	1.830429e-02	7.671484e-03	2.286786e-02	9.516232e-04	2.378381e-04
144           	2.013737e-02	8.336025e-03	2.094382e-02	1.063588e-03	2.379176e-04
145           	2.301301e-02	9.106537e-03	1.943500e-02	1.126453e-03	2.350174e-04
146           	2.735936e-02	9.981446e-03	1.781581e-02	1.148703e-03	2.307097e-04
147           	3.050156e-02	1.071138e-02	1.644999e-02	1.201824e-03	2.289813e-04
148           	3.238355e-02	1.108854e-02	1.535323e-02	1.238843e-03	2.270622e-04
149           	3.341265e-02	1.114349e-02	1.421968e-02	1.256534e-03	2.207199e-04
150           	3.618817e-02	1.082150e-02	1.335943e-02	1.233490e-03	2.162638e-04
151           	3.755841e-02	1.045488e-02	1.264589e-02	1.163084e-03	2.086510e-04
152           	3.650904e-02	1.006413e-02	1.220850e-02	1.113991e-03	2.006659e-04
153           	3.303570e-02	9.623157e-03	1.179325e-02	1.061199e-03	1.885702e-04
154           	2.957270e-02	9.130882e-03	1.150261e-02	1.003932e-03	1.837960e-04
155           	2.572436e-02	8.644485e-03	1.132831e-02	9.638571e-04	1.853696e-04
156           	2.219235e-02	8.264227e-03	1.154348e-02	9.425413e-04	1.880754e-04
157           	1.928760e-02	8.115599e-03	1.204039e-02	9.260057e-04	1.963950e-04
158           	1.661253e-02	8.028516e-03	1.278352e-02	9.088932e-04	2.025104e-04
159           	1.448954e-02	7.967302e-03	1.392125e-02	8.832061e-04	2.135649e-04
160           	1.287552e-02	7.938626e-03	1.538632e-02	8.622577e-04	2.185132e-04
161           	1.162099e-02	7.988509e-03	1.720325e-02	8.382519e-04	2.267231e-04
162           	1.079904e-02	8.056209e-03	1.937930e-02	8.230277e-04	2.319280e-04
163           	1.047885e-02	8.158037e-03	2.175352e-02	8.193766e-04	2.372112e-04
164           	1.046180e-02	8.238086e-03	2.375959e-02	8.258243e-04	2.444792e-04
165           	1.054096e-02	8.254872e-03	2.494650e-02	8.213503e-04	2.438213e-04
166           	1.061436e-02	8.260292e-03	2.491788e-02	8.228268e-04	2.479156e-04
167           	1.081754e-02	8.256054e-03	2.364652e-02	8.245505e-04	2.416660e-04
168           	1.113666e-02	8.239937e-03	2.169520e-02	8.220775e-04	2.357574e-04
169           	1.141610e-02	8.203560e-03	1.943561e-02	8.080119e-04	2.271659e-04
170           	1.186415e-02	8.128227e-03	1.720462e-02	8.106838e-04	2.195014e-04
171           	1.224932e-02	7.969147e-03	1.518486e-02	8.127217e-04	2.169468e-04
172           	1.283438e-02	7.696736e-03	1.350005e-02	8.088267e-04	2.133698e-04
173           	1.337866e-02	7.363762e-03	1.218034e-02	8.025652e-04	2.116465e-04
174           	1.398894e-02	6.995422e-03	1.119242e-02	7.805801e-04	2.084969e-04
175           	1.443985e-02	6.659533e-03	1.043280e-02	7.613481e-04	2.031730e-04
176           	1.450926e-02	6.336404e-03	9.838596e-03	7.318046e-04	2.032215e-04
177           	1.440350e-02	6.052526e-03	9.362085e-03	7.000844e-04	2.004700e-04
178           	1.412044e-02	5.769758e-03	9.034378e-03	6.745437e-04	2.003036e-04
179           	1.360004e-02	5.543247e-03	8.796757e-03	6.540442e-04	1.967335e-04
180           	1.263950e-02	5.396526e-03	8.686692e-03	6.368134e-04	1.959641e-04
181           	1.155502e-02	5.287835e-03	8.755782e-03	6.201568e-04	1.957809e-04
182           	1.056473e-02	5.150138e-03	9.011779e-03	6.022558e-04	1.948597e-04
183           	9.417449e-03	5.002483e-03	9.388781e-03	5.776494e-04	1.937252e-04
