# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
23            	1.153241e-02	4.019251e-03	6.242774e-03	8.500602e-04	4.066936e-04
24            	1.158294e-02	4.113768e-03	6.609528e-03	8.351901e-04	3.840972e-04
25            	1.196075e-02	4.172998e-03	7.014757e-03	8.380603e-04	3.816762e-04
26            	1.220504e-02	4.331109e-03	7.809521e-03	8.283274e-04	3.791952e-04
27            	1.214853e-02	4.563406e-03	8.829032e-03	8.053069e-04	3.516188e-04
28            	1.221451e-02	4.833124e-03	1.034513e-02	7.858632e-04	3.272932e-04
29            	1.193203e-02	5.187028e-03	1.211863e-02	7.800799e-04	3.083505e-04
30            	1.182801e-02	5.657905e-03	1.497358e-02	7.941362e-04	2.959347e-04
31            	1.167691e-02	6.293740e-03	1.875344e-02	8.364738e-04	2.851313e-04
32            	1.149322e-02	6.829122e-03	2.379661e-02	9.025924e-04	2.765987e-04
33            	1.273658e-02	7.413039e-03	3.107536e-02	9.803164e-04	2.675470e-04
34            	1.219428e-02	8.319695e-03	4.281537e-02	1.083173e-03	2.558748e-04
35            	1.198751e-02	8.478589e-03	5.804260e-02	1.214234e-03	2.531752e-04
36            	1.332668e-02	8.813580e-03	7.729011e-02	1.345597e-03	2.590140e-04
37            	1.519328e-02	9.608828e-03	9.485263e-02	1.374598e-03	2.708608e-04
38            	1.839729e-02	1.110631e-02	9.824516e-02	1.363479e-03	2.748193e-04
39            	2.328792e-02	1.320185e-02	1.002458e-01	1.440717e-03	2.755776e-04
40            	2.562915e-02	1.643839e-02	1.027116e-01	1.549453e-03	2.715197e-04
41            	2.467290e-02	1.983377e-02	8.259353e-02	1.633150e-03	2.616996e-04
42            	2.685011e-02	2.577386e-02	6.008094e-02	1.763143e-03	2.458310e-04
43            	3.442942e-02	3.311021e-02	4.525616e-02	1.850397e-03	2.373842e-04
44            	3.058798e-02	4.076523e-02	3.702595e-02	1.906475e-03	2.252831e-04
45            	3.032460e-02	4.969863e-02	3.129976e-02	1.895194e-03	2.131208e-04
46            	3.132168e-02	5.972957e-02	2.756054e-02	1.929136e-03	2.057975e-04
47            	3.910738e-02	6.411227e-02	2.427125e-02	1.868499e-03	1.988220e-04
48            	4.569513e-02	6.649848e-02	2.239223e-02	1.757360e-03	1.998418e-04
49            	5.983441e-02	6.321847e-02	2.032543e-02	1.654276e-03	1.950910e-04
50            	7.262057e-02	5.707695e-02	2.017539e-02	1.594928e-03	1.993182e-04
51            	1.172149e-01	4.875011e-02	1.937517e-02	1.494621e-03	2.033965e-04
52            	1.181854e-01	4.047253e-02	1.834144e-02	1.379517e-03	2.114654e-04
53            	1.232344e-01	3.361158e-02	1.718255e-02	1.268443e-03	2.244823e-04
54            	1.198428e-01	2.855179e-02	1.629098e-02	1.194396e-03	2.419859e-04
55            	7.387767e-02	2.493099e-02	1.569479e-02	1.107003e-03	2.652453e-04
56            	5.058612e-02	2.229785e-02	1.541757e-02	1.028070e-03	2.842712e-04
57            	3.787889e-02	2.011136e-02	1.540684e-02	9.787945e-04	2.951438e-04
58            	3.141427e-02	1.826830e-02	1.536573e-02	9.335758e-04	3.214519e-04
59            	2.709264e-02	1.667140e-02	1.525971e-02	8.925584e-04	3.212942e-04
60            	2.335624e-02	1.502668e-02	1.484483e-02	8.354146e-04	3.104603e-04
61            	2.093069e-02	1.357465e-02	1.423144e-02	7.922440e-04	2.971855e-04
62            	2.011869e-02	1.219079e-02	1.357380e-02	7.240995e-04	2.755659e-04
63            	1.972725e-02	1.090926e-02	1.299886e-02	6.562533e-04	2.583335e-04
64            	1.957230e-02	9.738014e-03	1.243935e-02	6.098582e-04	2.438967e-04
65            	1.928892e-02	8.673605e-03	1.186222e-02	5.831362e-04	2.278672e-04
66            	1.870416e-02	7.720371e-03	1.132934e-02	5.380623e-04	2.171904e-04
67            	1.806875e-02	6.928085e-03	1.083388e-02	5.286680e-04	2.052709e-04
68            	1.721602e-02	6.186088e-03	1.039573e-02	5.305842e-04	2.040498e-04
69            	1.636897e-02	5.536272e-03	1.008447e-02	5.590039e-04	2.127428e-04
70            	1.546684e-02	4.945067e-03	9.880363e-03	5.797790e-04	2.279665e-04
71            	1.451905e-02	4.434440e-03	9.812966e-03	6.108533e-04	2.522557e-04
72            	1.341728e-02	4.022112e-03	9.932855e-03	6.416736e-04	2.810346e-04
73            	1.254006e-02	3.681288e-03	1.026681e-02	6.821086e-04	3.103800e-04
74            	1.157247e-02	3.473127e-03	1.079491e-02	7.185040e-04	3.337241e-04
75            	1.062236e-02	3.376241e-03	1.159501e-02	7.542777e-04	3.497741e-04
76            	1.002619e-02	3.373546e-03	1.273701e-02	7.901951e-04	3.566693e-04
77            	9.455780e-03	3.454049e-03	1.456907e-02	8.324436e-04	3.590373e-04
