# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
49            	5.507946e-02	1.449448e-02	1.615996e-02	1.153474e-03	2.071426e-04
50            	4.628395e-02	1.325366e-02	1.550407e-02	1.035172e-03	2.082112e-04
51            	3.945585e-02	1.227651e-02	1.522502e-02	8.999401e-04	2.168389e-04
52            	3.138541e-02	1.154550e-02	1.516622e-02	7.970648e-04	2.306831e-04
53            	2.539681e-02	1.092276e-02	1.531235e-02	7.334417e-04	2.405194e-04
54            	2.112346e-02	1.036311e-02	1.559770e-02	6.759821e-04	2.536303e-04
55            	1.824141e-02	9.798313e-03	1.628989e-02	6.568677e-04	2.668271e-04
56            	1.641634e-02	9.281291e-03	1.744152e-02	6.615451e-04	2.828885e-04
57            	1.476540e-02	8.831636e-03	1.938485e-02	6.771781e-04	2.929687e-04
58            	1.369485e-02	8.340392e-03	2.253030e-02	6.943840e-04	2.985808e-04
59            	1.309246e-02	7.955175e-03	2.753203e-02	7.087039e-04	2.939232e-04
60            	1.248000e-02	7.634530e-03	3.542690e-02	7.273239e-04	2.921366e-04
61            	1.246649e-02	7.430764e-03	4.755411e-02	7.204561e-04	2.796130e-04
62            	1.338348e-02	7.313937e-03	6.384781e-02	7.409028e-04	2.750296e-04
63            	1.392675e-02	7.325321e-03	7.938754e-02	7.422139e-04	2.675816e-04
64            	1.520637e-02	7.565465e-03	8.607255e-02	7.771780e-04	2.729297e-04
65            	1.668416e-02	8.065332e-03	7.830277e-02	8.088835e-04	2.716467e-04
66            	1.785495e-02	8.532108e-03	6.287816e-02	8.433919e-04	2.684517e-04
67            	2.006515e-02	8.779966e-03	4.685213e-02	8.907562e-04	2.672180e-04
68            	2.157266e-02	8.937506e-03	3.562971e-02	9.091728e-04	2.699303e-04
69            	1.973649e-02	8.808051e-03	2.855232e-02	9.102295e-04	2.635919e-04
70            	2.004440e-02	8.471613e-03	2.415691e-02	8.946896e-04	2.685525e-04
71            	2.143909e-02	8.036095e-03	2.077964e-02	8.837287e-04	2.607138e-04
72            	2.248415e-02	7.608669e-03	1.823831e-02	8.513430e-04	2.595352e-04
73            	2.177864e-02	7.253712e-03	1.638152e-02	8.104604e-04	2.614272e-04
74            	2.166337e-02	6.751322e-03	1.517194e-02	7.766830e-04	2.541656e-04
75            	2.096804e-02	6.394345e-03	1.432946e-02	7.253507e-04	2.460363e-04
76            	1.927143e-02	6.105794e-03	1.369463e-02	6.605349e-04	2.417245e-04
77            	1.767328e-02	5.832995e-03	1.329254e-02	6.204780e-04	2.323415e-04
78            	1.612735e-02	5.507535e-03	1.309263e-02	5.929404e-04	2.329534e-04
79            	1.425689e-02	5.225064e-03	1.297381e-02	5.762128e-04	2.424612e-04
80            	1.269776e-02	4.908807e-03	1.304658e-02	5.807618e-04	2.492446e-04
81            	1.104921e-02	4.652380e-03	1.346737e-02	6.039539e-04	2.677154e-04
82            	9.793515e-03	4.435182e-03	1.438160e-02	6.332693e-04	2.745020e-04
