# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	1.452534e+01	5.406076e+01	3.236169e+01
50            	pressure_side	5.911087e+00	3.899720e+01	2.890267e+01
50            	trailing_edge	1.071102e+02	1.297434e+02	1.184268e+02
82            	suction_side	1.338769e+01	4.816496e+01	3.172519e+01
82            	pressure_side	5.176971e+00	4.971579e+01	2.910749e+01
82            	trailing_edge	1.077096e+02	1.567381e+02	1.322238e+02
