# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.531210e-03
2             	9.901745e-02	1.384988e-02	1.222344e-01	2.401688e-01	3.449460e-03
3             	6.305736e-02	1.078423e-02	5.156367e-02	8.128437e-02	4.794473e-03
4             	7.252445e-02	8.781527e-03	3.015571e-02	3.121623e-02	2.170162e-03
5             	9.425769e-02	7.844592e-03	2.221634e-02	1.129708e-02	1.379908e-03
6             	1.049110e-01	7.222489e-03	1.506536e-02	4.478232e-03	1.025301e-03
7             	7.484087e-02	5.785027e-03	1.049485e-02	3.756897e-03	8.222789e-04
8             	5.059635e-02	5.077262e-03	8.517755e-03	3.368429e-03	6.545202e-04
9             	3.618261e-02	4.680767e-03	7.254571e-03	2.843094e-03	5.524896e-04
10            	2.985223e-02	4.512520e-03	6.026168e-03	2.860658e-03	4.218573e-04
11            	2.955886e-02	4.401641e-03	5.421033e-03	1.774459e-03	4.588414e-04
12            	2.620822e-02	4.211704e-03	5.212942e-03	1.257486e-03	5.854416e-04
13            	2.437945e-02	4.148668e-03	5.014942e-03	1.190976e-03	9.673472e-04
14            	1.776003e-02	4.129466e-03	4.972734e-03	1.130273e-03	6.005448e-04
15            	1.754601e-02	4.045573e-03	4.859994e-03	1.066992e-03	2.998781e-04
16            	1.650711e-02	3.980125e-03	4.823314e-03	1.004116e-03	2.706352e-04
17            	1.494839e-02	3.943095e-03	4.915125e-03	1.049275e-03	2.918373e-04
18            	1.379064e-02	3.883812e-03	4.961895e-03	9.200710e-04	3.366461e-04
19            	1.267569e-02	3.829651e-03	5.070580e-03	8.623424e-04	3.727020e-04
20            	1.223674e-02	3.776384e-03	5.225430e-03	7.892931e-04	3.636171e-04
21            	1.239270e-02	3.784771e-03	5.454026e-03	8.634608e-04	3.644195e-04
22            	1.260433e-02	3.844336e-03	5.812417e-03	9.333359e-04	4.173487e-04
23            	1.290156e-02	3.878665e-03	6.230635e-03	9.448389e-04	4.324861e-04
24            	1.295972e-02	3.980750e-03	6.863396e-03	9.513717e-04	4.258815e-04
25            	1.240473e-02	4.070711e-03	7.558339e-03	9.380355e-04	4.070325e-04
26            	1.253579e-02	4.205148e-03	8.634793e-03	8.957334e-04	3.855519e-04
27            	1.250860e-02	4.398809e-03	9.998528e-03	8.549594e-04	3.640834e-04
28            	1.242905e-02	4.672181e-03	1.174482e-02	8.406433e-04	3.293546e-04
29            	1.202135e-02	5.048040e-03	1.414074e-02	8.481008e-04	3.147896e-04
30            	1.203874e-02	5.433539e-03	1.705736e-02	8.931009e-04	3.070055e-04
31            	1.188228e-02	5.789576e-03	2.149151e-02	9.722368e-04	2.975405e-04
32            	1.206691e-02	6.184980e-03	2.784148e-02	1.065802e-03	3.030474e-04
33            	1.071771e-02	6.519681e-03	3.722860e-02	1.174922e-03	2.988403e-04
34            	1.111700e-02	6.675925e-03	5.208990e-02	1.257139e-03	2.903487e-04
35            	1.085093e-02	6.877522e-03	7.396803e-02	1.342527e-03	2.841995e-04
36            	1.090743e-02	7.198747e-03	8.525582e-02	1.365483e-03	2.795667e-04
37            	1.319334e-02	7.885772e-03	7.310923e-02	1.352894e-03	2.713756e-04
38            	1.658148e-02	9.106511e-03	6.737321e-02	1.379260e-03	2.771649e-04
39            	1.859890e-02	1.108773e-02	7.257600e-02	1.434378e-03	2.800949e-04
40            	2.029368e-02	1.321498e-02	7.796176e-02	1.583163e-03	2.805985e-04
41            	2.469255e-02	1.651193e-02	9.535828e-02	1.744124e-03	2.823134e-04
42            	2.386854e-02	2.029853e-02	8.610635e-02	1.903703e-03	2.785182e-04
43            	2.461998e-02	2.420976e-02	5.855717e-02	2.029183e-03	2.740842e-04
44            	2.368041e-02	3.000152e-02	4.387869e-02	2.175658e-03	2.676315e-04
45            	2.889423e-02	3.530595e-02	3.531367e-02	2.273457e-03	2.666912e-04
46            	3.439414e-02	3.930229e-02	2.940528e-02	2.416324e-03	2.652230e-04
47            	3.753915e-02	4.246828e-02	2.555907e-02	2.419253e-03	2.628377e-04
48            	5.620693e-02	4.167339e-02	2.283666e-02	2.442465e-03	2.587091e-04
49            	6.145363e-02	3.893584e-02	2.155193e-02	2.375188e-03	2.562546e-04
50            	8.758408e-02	3.395952e-02	2.038544e-02	2.189680e-03	2.523223e-04
51            	1.242705e-01	2.872604e-02	1.879834e-02	2.015741e-03	2.449963e-04
52            	1.417889e-01	2.450932e-02	1.747176e-02	1.830037e-03	2.454541e-04
53            	1.069874e-01	2.109177e-02	1.634755e-02	1.616031e-03	2.423742e-04
54            	6.842029e-02	1.865663e-02	1.561293e-02	1.401424e-03	2.456632e-04
55            	4.953204e-02	1.683180e-02	1.517478e-02	1.216817e-03	2.574290e-04
56            	3.967662e-02	1.561133e-02	1.515738e-02	1.060837e-03	2.735086e-04
57            	3.245361e-02	1.465607e-02	1.525609e-02	9.473499e-04	2.859875e-04
58            	2.733761e-02	1.380573e-02	1.554671e-02	8.699710e-04	2.897565e-04
59            	2.368494e-02	1.295828e-02	1.584079e-02	8.084271e-04	2.986896e-04
60            	1.989498e-02	1.218281e-02	1.628651e-02	7.732246e-04	3.048634e-04
61            	1.843160e-02	1.141309e-02	1.703887e-02	7.439962e-04	3.069878e-04
62            	1.702967e-02	1.067502e-02	1.822096e-02	7.328898e-04	3.104115e-04
63            	1.580921e-02	9.961720e-03	2.001058e-02	7.298106e-04	3.013039e-04
64            	1.525570e-02	9.310752e-03	2.263174e-02	7.399778e-04	2.920345e-04
65            	1.435198e-02	8.687807e-03	2.652481e-02	7.523256e-04	2.841840e-04
66            	1.378379e-02	8.160527e-03	3.171101e-02	7.733193e-04	2.815330e-04
67            	1.394850e-02	7.641195e-03	3.814961e-02	8.029539e-04	2.799635e-04
68            	1.464739e-02	7.346331e-03	4.507339e-02	8.296722e-04	2.864059e-04
69            	1.531015e-02	7.136616e-03	5.050810e-02	8.616788e-04	2.963210e-04
70            	1.594925e-02	7.107718e-03	5.148330e-02	8.833068e-04	2.900701e-04
71            	1.650021e-02	7.178884e-03	4.732918e-02	9.169653e-04	2.975192e-04
72            	1.652785e-02	7.275852e-03	4.060293e-02	9.542398e-04	2.942635e-04
