# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
73            	1.679824e-02	7.325190e-03	3.309476e-02	9.671849e-04	2.869367e-04
74            	1.846610e-02	7.369066e-03	2.698035e-02	9.802927e-04	2.882030e-04
75            	1.980213e-02	7.499617e-03	2.295115e-02	9.615498e-04	2.868265e-04
76            	1.932965e-02	7.430913e-03	2.083193e-02	9.769008e-04	2.971800e-04
77            	1.844956e-02	7.322562e-03	1.943078e-02	9.456453e-04	2.880731e-04
78            	1.721808e-02	7.168287e-03	1.825176e-02	9.335507e-04	2.811307e-04
79            	1.699814e-02	6.822798e-03	1.712362e-02	8.711591e-04	2.758168e-04
80            	1.737172e-02	6.502279e-03	1.620196e-02	8.218461e-04	2.739672e-04
81            	1.653865e-02	6.152607e-03	1.567508e-02	7.763981e-04	2.668593e-04
82            	1.482510e-02	5.887891e-03	1.571569e-02	7.408373e-04	2.748098e-04
83            	1.324888e-02	5.719013e-03	1.625496e-02	7.277335e-04	2.776388e-04
84            	1.220896e-02	5.606924e-03	1.742973e-02	7.212101e-04	2.771029e-04
85            	1.130525e-02	5.509266e-03	1.983446e-02	7.212788e-04	2.750682e-04
86            	1.035534e-02	5.455901e-03	2.417987e-02	7.245298e-04	2.751527e-04
87            	9.988078e-03	5.499821e-03	3.160337e-02	7.413858e-04	2.700037e-04
88            	1.003255e-02	5.677586e-03	4.439195e-02	7.637394e-04	2.643537e-04
89            	1.122721e-02	6.018967e-03	6.290627e-02	7.868468e-04	2.695399e-04
90            	1.191322e-02	6.561500e-03	8.275812e-02	8.067732e-04	2.682863e-04
91            	1.314489e-02	7.130310e-03	9.003897e-02	8.509696e-04	2.736586e-04
92            	1.416486e-02	7.920761e-03	8.735331e-02	8.961585e-04	2.718846e-04
93            	1.459153e-02	8.598098e-03	7.093289e-02	9.560991e-04	2.775341e-04
94            	1.573446e-02	9.395473e-03	5.074464e-02	1.010551e-03	2.749862e-04
95            	1.691695e-02	1.012066e-02	3.640785e-02	1.061219e-03	2.732614e-04
96            	1.691437e-02	1.080482e-02	2.736730e-02	1.168865e-03	2.745386e-04
97            	1.787290e-02	1.140554e-02	2.188974e-02	1.222703e-03	2.705362e-04
98            	2.289826e-02	1.175195e-02	1.862867e-02	1.284291e-03	2.698653e-04
99            	2.585815e-02	1.216981e-02	1.645396e-02	1.310351e-03	2.676753e-04
100           	2.654052e-02	1.175487e-02	1.529912e-02	1.317694e-03	2.607794e-04
101           	2.915852e-02	1.092607e-02	1.395357e-02	1.298608e-03	2.523578e-04
102           	2.845373e-02	1.026414e-02	1.287058e-02	1.263060e-03	2.483877e-04
103           	2.517406e-02	9.478949e-03	1.197638e-02	1.209100e-03	2.423266e-04
104           	2.317255e-02	8.790883e-03	1.144060e-02	1.153711e-03	2.383436e-04
105           	2.128065e-02	8.272577e-03	1.114652e-02	1.086559e-03	2.376115e-04
106           	1.850446e-02	8.000702e-03	1.115976e-02	1.027822e-03	2.416243e-04
107           	1.633532e-02	7.827566e-03	1.165556e-02	9.789853e-04	2.454265e-04
108           	1.464045e-02	7.725987e-03	1.269495e-02	9.404054e-04	2.504894e-04
109           	1.315312e-02	7.685449e-03	1.430055e-02	9.085298e-04	2.534495e-04
110           	1.181600e-02	7.669166e-03	1.661777e-02	8.858788e-04	2.571215e-04
111           	1.076072e-02	7.646809e-03	2.020268e-02	8.721743e-04	2.623141e-04
112           	1.070129e-02	7.655956e-03	2.524748e-02	8.624658e-04	2.650328e-04
113           	1.078618e-02	7.709593e-03	3.195138e-02	8.562313e-04	2.664910e-04
114           	1.121737e-02	7.824011e-03	3.962706e-02	8.439719e-04	2.635955e-04
115           	1.210962e-02	7.980989e-03	4.656098e-02	8.466681e-04	2.734663e-04
116           	1.278636e-02	8.240227e-03	4.913746e-02	8.391277e-04	2.708452e-04
117           	1.365542e-02	8.563438e-03	4.583525e-02	8.458670e-04	2.636141e-04
118           	1.429304e-02	8.908392e-03	3.891198e-02	8.599880e-04	2.629181e-04
119           	1.497147e-02	9.229479e-03	3.093410e-02	8.942297e-04	2.550300e-04
120           	1.613707e-02	9.515737e-03	2.497786e-02	9.391192e-04	2.542702e-04
121           	1.733922e-02	9.700449e-03	2.054351e-02	9.636535e-04	2.541696e-04
122           	1.859442e-02	9.766611e-03	1.783945e-02	9.613820e-04	2.559125e-04
123           	1.906727e-02	9.529619e-03	1.594484e-02	9.357307e-04	2.467287e-04
124           	1.939023e-02	9.093919e-03	1.462949e-02	9.025327e-04	2.419576e-04
125           	1.895148e-02	8.601535e-03	1.349609e-02	8.543619e-04	2.319785e-04
126           	1.822781e-02	8.043322e-03	1.258037e-02	8.140697e-04	2.255756e-04
127           	1.768546e-02	7.493507e-03	1.182655e-02	7.684581e-04	2.244497e-04
128           	1.698773e-02	6.998885e-03	1.134015e-02	7.113978e-04	2.208146e-04
129           	1.584266e-02	6.607548e-03	1.099936e-02	6.686431e-04	2.206379e-04
130           	1.456397e-02	6.288869e-03	1.086942e-02	6.308815e-04	2.220816e-04
131           	1.317424e-02	6.063836e-03	1.101746e-02	6.095306e-04	2.260033e-04
132           	1.174667e-02	5.880334e-03	1.145901e-02	5.985403e-04	2.285466e-04
133           	1.041062e-02	5.735071e-03	1.226634e-02	5.818330e-04	2.312360e-04
134           	9.235050e-03	5.648104e-03	1.351402e-02	5.722553e-04	2.344963e-04
