# Force coefficients
# liftDir     : (9.455183e-01 -3.255691e-01 0.000000e+00)
# dragDir     : (3.255691e-01 9.455183e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1             	-1.108604e-01	1.145921e+00	-2.408947e-01	-2.313078e-01	-9.586969e-03
2             	-2.431448e-01	1.300786e+00	-1.497538e-01	-3.180217e-01	1.682679e-01
3             	-2.614997e-01	1.624332e+00	-2.850272e-01	-4.040133e-01	1.189861e-01
4             	-1.910749e-01	1.995033e+00	-4.712947e-01	-4.267223e-01	-4.457246e-02
5             	-5.509951e-02	2.129199e+00	-6.411557e-01	-3.756774e-01	-2.654783e-01
6             	2.487978e-02	2.143124e+00	-8.487983e-01	-3.995194e-01	-4.492789e-01
7             	6.845774e-02	2.100969e+00	-1.003868e+00	-4.334764e-01	-5.703918e-01
8             	1.035724e-01	1.971022e+00	-1.068037e+00	-4.304460e-01	-6.375908e-01
9             	1.299353e-01	1.746635e+00	-1.035250e+00	-3.876897e-01	-6.475603e-01
10            	1.147133e-01	1.624644e+00	-9.950027e-01	-3.827881e-01	-6.122147e-01
11            	8.719664e-02	1.560287e+00	-9.558317e-01	-3.907192e-01	-5.651125e-01
12            	4.689421e-02	1.531454e+00	-9.166999e-01	-4.114557e-01	-5.052441e-01
13            	1.214729e-02	1.574957e+00	-9.003545e-01	-4.380300e-01	-4.623246e-01
14            	-1.380559e-02	1.653831e+00	-8.873852e-01	-4.574982e-01	-4.298870e-01
15            	-3.438461e-02	1.761057e+00	-8.839688e-01	-4.763690e-01	-4.075998e-01
16            	-5.199740e-02	1.883247e+00	-8.825355e-01	-4.932652e-01	-3.892704e-01
17            	-6.709179e-02	1.993283e+00	-8.790936e-01	-5.066386e-01	-3.724550e-01
18            	-8.778654e-02	2.088103e+00	-8.713658e-01	-5.234695e-01	-3.478964e-01
19            	-1.142396e-01	2.154409e+00	-8.574018e-01	-5.429405e-01	-3.144613e-01
20            	-1.457142e-01	2.198275e+00	-8.399644e-01	-5.656964e-01	-2.742679e-01
21            	-1.806514e-01	2.225613e+00	-8.155244e-01	-5.884136e-01	-2.271108e-01
22            	-2.206329e-01	2.237946e+00	-7.814636e-01	-6.113647e-01	-1.700989e-01
23            	-2.626052e-01	2.228119e+00	-7.374856e-01	-6.313480e-01	-1.061376e-01
24            	-3.090220e-01	2.196302e+00	-6.883113e-01	-6.531777e-01	-3.513359e-02
25            	-3.542418e-01	2.139902e+00	-6.408913e-01	-6.746875e-01	3.379620e-02
26            	-3.946727e-01	2.055874e+00	-5.868945e-01	-6.881200e-01	1.012255e-01
27            	-4.265278e-01	1.946819e+00	-5.284354e-01	-6.907455e-01	1.623101e-01
28            	-4.427935e-01	1.789911e+00	-4.586548e-01	-6.721209e-01	2.134662e-01
29            	-4.399122e-01	1.602172e+00	-3.854339e-01	-6.326291e-01	2.471952e-01
30            	-4.063925e-01	1.352949e+00	-2.983651e-01	-5.555751e-01	2.572100e-01
31            	-3.552311e-01	1.098285e+00	-2.141123e-01	-4.622872e-01	2.481749e-01
32            	-2.690789e-01	7.837717e-01	-1.162169e-01	-3.271874e-01	2.109705e-01
33            	-1.793183e-01	5.065537e-01	-3.365238e-02	-1.961445e-01	1.624921e-01
34            	-7.629205e-02	2.233558e-01	4.691715e-02	-5.283347e-02	9.975062e-02
35            	2.192399e-02	-3.554858e-02	1.188020e-01	8.132497e-02	3.747698e-02
36            	9.015741e-02	-1.839169e-01	1.539884e-01	1.671516e-01	-1.316319e-02
37            	1.320422e-01	-2.656621e-01	1.670913e-01	2.155879e-01	-4.849656e-02
38            	1.279967e-01	-2.618932e-01	1.584329e-01	2.072131e-01	-4.878024e-02
39            	1.055763e-01	-2.370208e-01	1.477589e-01	1.794558e-01	-3.169682e-02
40            	4.224915e-02	-7.627480e-02	9.590026e-02	9.019928e-02	5.700983e-03
41            	-1.184950e-02	8.774278e-02	3.964788e-02	7.974437e-03	3.167344e-02
42            	-3.715399e-02	2.005422e-01	-5.841553e-03	-4.007476e-02	3.423321e-02
43            	-5.308560e-02	3.153920e-01	-5.514769e-02	-8.065945e-02	2.551176e-02
