# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	6.105152e+00	4.994869e+01	2.906851e+01
50            	pressure_side	4.621017e+00	4.552475e+01	2.947969e+01
50            	trailing_edge	7.671343e+01	1.012470e+02	8.898021e+01
68            	suction_side	6.517713e+00	4.703136e+01	2.906815e+01
68            	pressure_side	4.539560e+00	4.363912e+01	2.867837e+01
68            	trailing_edge	9.238345e+01	1.045769e+02	9.848016e+01
