# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
36            	2.013860e-02	1.436894e-02	5.460434e-02	1.444086e-03	2.673221e-04
37            	2.229593e-02	1.774315e-02	8.609546e-02	1.595092e-03	2.599419e-04
38            	2.656321e-02	2.083625e-02	9.783570e-02	1.762883e-03	2.544180e-04
39            	2.774957e-02	2.337819e-02	5.612265e-02	1.743069e-03	2.469833e-04
40            	3.676789e-02	2.504775e-02	3.976963e-02	1.793450e-03	2.351880e-04
41            	4.918108e-02	2.536689e-02	3.184189e-02	1.728855e-03	2.272878e-04
42            	7.544795e-02	2.364639e-02	2.718976e-02	1.613278e-03	2.244599e-04
43            	9.530018e-02	2.131872e-02	2.380575e-02	1.500396e-03	2.169247e-04
44            	8.483419e-02	1.924932e-02	2.113143e-02	1.401668e-03	2.090219e-04
45            	6.817566e-02	1.711781e-02	1.910436e-02	1.262338e-03	1.999873e-04
46            	5.873694e-02	1.524176e-02	1.749825e-02	1.150977e-03	1.959742e-04
47            	5.066510e-02	1.378581e-02	1.631830e-02	1.044742e-03	1.930393e-04
48            	4.430014e-02	1.265326e-02	1.558967e-02	9.390294e-04	1.979644e-04
49            	3.718717e-02	1.176046e-02	1.532159e-02	8.282565e-04	1.998279e-04
50            	2.946789e-02	1.097594e-02	1.525431e-02	7.158306e-04	2.077854e-04
51            	2.381946e-02	1.032842e-02	1.541849e-02	6.460869e-04	2.177771e-04
52            	1.900917e-02	9.788067e-03	1.579843e-02	6.076678e-04	2.288359e-04
53            	1.610174e-02	9.242407e-03	1.659732e-02	5.898034e-04	2.406472e-04
54            	1.407657e-02	8.758129e-03	1.790585e-02	6.052556e-04	2.581715e-04
55            	1.264741e-02	8.287383e-03	2.010109e-02	6.257361e-04	2.721819e-04
56            	1.169544e-02	7.881867e-03	2.384784e-02	6.416678e-04	2.832291e-04
57            	1.116945e-02	7.546916e-03	3.001931e-02	6.629101e-04	2.877154e-04
58            	1.066135e-02	7.304318e-03	4.055712e-02	6.791311e-04	2.902431e-04
59            	1.089563e-02	7.122793e-03	5.799628e-02	6.910795e-04	2.907893e-04
60            	1.159187e-02	7.066300e-03	8.015902e-02	6.992340e-04	2.894708e-04
61            	1.273979e-02	7.144538e-03	9.528489e-02	7.166176e-04	2.928733e-04
62            	1.416896e-02	7.513608e-03	1.001718e-01	7.238369e-04	2.805358e-04
63            	1.553069e-02	8.200554e-03	9.177819e-02	7.345957e-04	2.750477e-04
64            	1.815027e-02	8.625908e-03	6.962190e-02	7.445638e-04	2.578460e-04
65            	2.008259e-02	8.935970e-03	5.001879e-02	7.317180e-04	2.522266e-04
66            	2.085042e-02	9.054781e-03	3.630231e-02	7.239757e-04	2.471125e-04
67            	1.961594e-02	8.881871e-03	2.851250e-02	7.389401e-04	2.430963e-04
68            	2.082453e-02	8.558929e-03	2.336717e-02	7.588938e-04	2.355256e-04
69            	2.251690e-02	8.112727e-03	1.967227e-02	7.801608e-04	2.375470e-04
70            	2.272153e-02	7.592284e-03	1.710166e-02	7.863115e-04	2.355792e-04
71            	2.316305e-02	7.070675e-03	1.538058e-02	7.781318e-04	2.357227e-04
72            	2.238713e-02	6.602742e-03	1.420733e-02	7.633461e-04	2.469546e-04
73            	2.093034e-02	6.211494e-03	1.342022e-02	7.241407e-04	2.460325e-04
74            	1.940814e-02	5.904540e-03	1.306366e-02	6.889541e-04	2.458373e-04
75            	1.781168e-02	5.616130e-03	1.299192e-02	6.644103e-04	2.438721e-04
76            	1.645032e-02	5.341457e-03	1.322650e-02	6.353256e-04	2.469548e-04
77            	1.506765e-02	5.118662e-03	1.346673e-02	6.164316e-04	2.467218e-04
78            	1.363291e-02	4.880505e-03	1.366637e-02	5.963889e-04	2.406758e-04
79            	1.214812e-02	4.623807e-03	1.389093e-02	5.832801e-04	2.371027e-04
80            	1.094894e-02	4.383691e-03	1.424657e-02	5.872856e-04	2.441356e-04
81            	9.916088e-03	4.153501e-03	1.489565e-02	6.001283e-04	2.527728e-04
