# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	5.640109e+00	5.031720e+01	2.958594e+01
50            	pressure_side	4.490957e+00	4.643294e+01	2.939947e+01
50            	trailing_edge	8.682053e+01	1.008889e+02	9.385473e+01
70            	suction_side	6.028497e+00	4.956689e+01	2.964503e+01
70            	pressure_side	4.241082e+00	4.477428e+01	2.890974e+01
70            	trailing_edge	9.408670e+01	1.040433e+02	9.906499e+01
