# Force coefficients
# liftDir     : (9.986295e-01 -5.233598e-02 0.000000e+00)
# dragDir     : (5.233598e-02 9.986295e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1             	-8.049630e-02	3.908529e-01	2.011413e-01	2.007434e-02	1.810670e-01
2             	-4.751458e-02	2.276078e-01	1.334751e-01	1.922299e-02	1.142521e-01
3             	-4.911009e-02	2.068477e-01	6.145807e-02	-1.838106e-02	7.983913e-02
4             	-4.960349e-02	2.065374e-01	2.043001e-02	-3.938848e-02	5.981849e-02
5             	-4.966625e-02	2.081413e-01	3.167940e-03	-4.808228e-02	5.125022e-02
6             	-5.416883e-02	2.120283e-01	1.234017e-03	-5.355182e-02	5.478584e-02
7             	-6.543425e-02	2.329422e-01	5.715964e-03	-6.257627e-02	6.829224e-02
8             	-7.983905e-02	2.611935e-01	1.063353e-02	-7.452229e-02	8.515582e-02
9             	-9.552881e-02	3.002735e-01	1.322339e-02	-8.891712e-02	1.021405e-01
10            	-1.092834e-01	3.334465e-01	1.369480e-02	-1.024360e-01	1.161308e-01
11            	-1.235919e-01	3.721228e-01	1.227038e-02	-1.174567e-01	1.297271e-01
12            	-1.348019e-01	4.041995e-01	9.771761e-03	-1.299160e-01	1.396878e-01
13            	-1.439403e-01	4.323310e-01	6.774336e-03	-1.405531e-01	1.473275e-01
14            	-1.486135e-01	4.515089e-01	4.059939e-03	-1.465835e-01	1.506434e-01
15            	-1.485615e-01	4.582132e-01	1.993558e-03	-1.475647e-01	1.495583e-01
16            	-1.436195e-01	4.525390e-01	9.936072e-04	-1.431227e-01	1.441164e-01
17            	-1.336260e-01	4.329719e-01	1.063008e-03	-1.330945e-01	1.341575e-01
18            	-1.191310e-01	4.024832e-01	2.119756e-03	-1.180711e-01	1.201909e-01
19            	-9.974089e-02	3.594437e-01	4.079708e-03	-9.770103e-02	1.017807e-01
20            	-7.415446e-02	3.021022e-01	6.910079e-03	-7.069942e-02	7.760950e-02
21            	-4.311204e-02	2.330643e-01	1.036780e-02	-3.792814e-02	4.829594e-02
22            	-8.631285e-03	1.582146e-01	1.380549e-02	-1.728539e-03	1.553403e-02
23            	2.823022e-02	7.968299e-02	1.651574e-02	3.648809e-02	-1.997235e-02
24            	6.264212e-02	9.766780e-03	1.789664e-02	7.159044e-02	-5.369380e-02
25            	9.076980e-02	-4.518924e-02	1.740217e-02	9.947089e-02	-8.206871e-02
26            	1.049983e-01	-6.956781e-02	1.537647e-02	1.126865e-01	-9.731004e-02
27            	9.814476e-02	-5.116276e-02	1.258479e-02	1.044371e-01	-9.185236e-02
28            	8.041279e-02	-9.886429e-03	9.182211e-03	8.500389e-02	-7.582168e-02
29            	5.830547e-02	4.148309e-02	5.731224e-03	6.117108e-02	-5.543986e-02
30            	4.116486e-02	8.305915e-02	2.508900e-03	4.241931e-02	-3.991041e-02
31            	3.005825e-02	1.122485e-01	-3.656471e-04	2.987542e-02	-3.024107e-02
32            	2.259155e-02	1.340540e-01	-2.615654e-03	2.128372e-02	-2.389938e-02
33            	1.727352e-02	1.517417e-01	-4.274302e-03	1.513637e-02	-1.941067e-02
34            	1.334820e-02	1.665166e-01	-5.497081e-03	1.059966e-02	-1.609674e-02
35            	1.034612e-02	1.789234e-01	-6.421657e-03	7.135290e-03	-1.355695e-02
36            	7.950550e-03	1.895948e-01	-7.142655e-03	4.379223e-03	-1.152188e-02
37            	6.000329e-03	1.989054e-01	-7.735473e-03	2.132593e-03	-9.868066e-03
38            	4.406404e-03	2.071803e-01	-8.249764e-03	2.815219e-04	-8.531286e-03
39            	3.168641e-03	2.144834e-01	-8.733916e-03	-1.198317e-03	-7.535599e-03
40            	2.310275e-03	2.207383e-01	-9.198315e-03	-2.288883e-03	-6.909433e-03
41            	1.673997e-03	2.265044e-01	-9.677803e-03	-3.164904e-03	-6.512899e-03
42            	1.307055e-03	2.314942e-01	-1.015389e-02	-3.769887e-03	-6.383998e-03
43            	1.014373e-03	2.363314e-01	-1.065119e-02	-4.311223e-03	-6.339970e-03
44            	7.957586e-04	2.409929e-01	-1.115941e-02	-4.783945e-03	-6.375463e-03
45            	6.276069e-04	2.455607e-01	-1.168043e-02	-5.212607e-03	-6.467821e-03
46            	5.242675e-04	2.499363e-01	-1.220023e-02	-5.575846e-03	-6.624381e-03
47            	4.481688e-04	2.542537e-01	-1.272892e-02	-5.916292e-03	-6.812630e-03
48            	4.062589e-04	2.585180e-01	-1.325286e-02	-6.220169e-03	-7.032687e-03
49            	4.002011e-04	2.626667e-01	-1.377098e-02	-6.485291e-03	-7.285693e-03
50            	4.197157e-04	2.667035e-01	-1.428443e-02	-6.722500e-03	-7.561932e-03
51            	4.696820e-04	2.705058e-01	-1.479175e-02	-6.926193e-03	-7.865558e-03
52            	5.096834e-04	2.742538e-01	-1.530050e-02	-7.140566e-03	-8.159933e-03
53            	5.409106e-04	2.779650e-01	-1.580034e-02	-7.359259e-03	-8.441080e-03
54            	5.694759e-04	2.815708e-01	-1.629799e-02	-7.579517e-03	-8.718469e-03
55            	5.954567e-04	2.851080e-01	-1.678969e-02	-7.799391e-03	-8.990304e-03
56            	6.297929e-04	2.884870e-01	-1.727509e-02	-8.007752e-03	-9.267338e-03
57            	6.516419e-04	2.918325e-01	-1.775279e-02	-8.224753e-03	-9.528037e-03
58            	6.949861e-04	2.949429e-01	-1.821650e-02	-8.413266e-03	-9.803238e-03
59            	7.312182e-04	2.979535e-01	-1.866682e-02	-8.602193e-03	-1.006463e-02
60            	7.851876e-04	3.007168e-01	-1.909692e-02	-8.763273e-03	-1.033365e-02
