# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	6.581517e+00	4.531604e+01	2.663399e+01
50            	pressure_side	4.833814e+00	4.655972e+01	3.114565e+01
50            	trailing_edge	9.319696e+01	1.463886e+02	1.197928e+02
80            	suction_side	6.907309e+00	4.383280e+01	2.815925e+01
80            	pressure_side	4.346586e+00	4.174075e+01	2.806656e+01
80            	trailing_edge	8.735093e+01	1.058273e+02	9.658911e+01
