# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	7.870230e+00	4.745746e+01	2.475138e+01
50            	pressure_side	5.196108e+00	4.384731e+01	2.944226e+01
50            	trailing_edge	1.036802e+02	1.428585e+02	1.232693e+02
80            	suction_side	1.098790e+01	5.195664e+01	2.848170e+01
80            	pressure_side	4.919654e+00	4.945977e+01	2.899381e+01
80            	trailing_edge	1.098035e+02	1.553559e+02	1.325797e+02
