# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
27            	1.278898e-02	5.443867e-03	1.708255e-02	9.834452e-04	3.118043e-04
28            	1.206096e-02	5.738374e-03	2.137233e-02	1.041689e-03	3.049459e-04
29            	1.193590e-02	5.703080e-03	2.727292e-02	1.100321e-03	3.096791e-04
30            	1.137170e-02	5.776204e-03	3.590320e-02	1.124720e-03	3.145371e-04
31            	1.110690e-02	5.837288e-03	5.063061e-02	1.203997e-03	3.045304e-04
32            	1.003751e-02	5.812890e-03	7.532916e-02	1.286045e-03	3.014992e-04
33            	1.037057e-02	6.076367e-03	7.757411e-02	1.400303e-03	2.903495e-04
34            	1.311739e-02	6.551631e-03	5.909581e-02	1.512269e-03	2.783400e-04
35            	1.397166e-02	7.486027e-03	5.139921e-02	1.520659e-03	2.748060e-04
36            	1.657232e-02	8.819970e-03	4.979241e-02	1.466506e-03	2.736094e-04
37            	1.979013e-02	1.094098e-02	5.355614e-02	1.484940e-03	2.792717e-04
38            	2.089510e-02	1.357926e-02	6.511913e-02	1.637393e-03	2.769191e-04
39            	2.217402e-02	1.627898e-02	8.308583e-02	1.777831e-03	2.710712e-04
40            	2.169839e-02	2.014870e-02	1.009670e-01	1.934990e-03	2.641839e-04
41            	2.659465e-02	2.410738e-02	6.525334e-02	2.034256e-03	2.666095e-04
42            	3.104026e-02	2.757481e-02	4.566530e-02	2.182291e-03	2.592908e-04
43            	3.117292e-02	3.088761e-02	3.516093e-02	2.095630e-03	2.533665e-04
44            	4.492407e-02	3.219139e-02	2.904248e-02	2.119316e-03	2.462284e-04
45            	5.499258e-02	3.175722e-02	2.579685e-02	2.094598e-03	2.430281e-04
46            	8.437012e-02	2.826134e-02	2.337126e-02	1.922022e-03	2.374798e-04
47            	1.050924e-01	2.482852e-02	2.100558e-02	1.788837e-03	2.315409e-04
48            	1.035351e-01	2.164189e-02	1.896620e-02	1.608505e-03	2.271409e-04
49            	7.882963e-02	1.891790e-02	1.747892e-02	1.460477e-03	2.186294e-04
50            	6.085023e-02	1.673538e-02	1.627515e-02	1.275098e-03	2.132664e-04
51            	4.823063e-02	1.509678e-02	1.557806e-02	1.125572e-03	2.208496e-04
52            	4.152833e-02	1.384911e-02	1.511617e-02	9.960362e-04	2.299271e-04
53            	3.402787e-02	1.293995e-02	1.499294e-02	8.632649e-04	2.398209e-04
54            	2.698744e-02	1.219823e-02	1.503730e-02	7.843487e-04	2.516647e-04
55            	2.234884e-02	1.149589e-02	1.534506e-02	7.186950e-04	2.663350e-04
56            	1.918168e-02	1.084474e-02	1.577225e-02	6.844506e-04	2.775528e-04
57            	1.653840e-02	1.024734e-02	1.654131e-02	6.743607e-04	2.864897e-04
58            	1.479967e-02	9.688827e-03	1.778515e-02	6.744734e-04	2.964506e-04
59            	1.346230e-02	9.138764e-03	1.982564e-02	6.850431e-04	2.970814e-04
60            	1.283387e-02	8.659532e-03	2.301403e-02	7.022513e-04	2.908997e-04
61            	1.238956e-02	8.233229e-03	2.777275e-02	7.102193e-04	2.840285e-04
62            	1.182095e-02	7.927071e-03	3.496101e-02	7.116493e-04	2.778145e-04
63            	1.219971e-02	7.597365e-03	4.494790e-02	7.314935e-04	2.753605e-04
64            	1.293089e-02	7.436547e-03	5.688699e-02	7.458900e-04	2.735941e-04
65            	1.378532e-02	7.417333e-03	6.677131e-02	7.718347e-04	2.734089e-04
66            	1.549391e-02	7.621708e-03	6.895214e-02	8.139269e-04	2.758168e-04
67            	1.609362e-02	8.040511e-03	6.167454e-02	8.545676e-04	2.811348e-04
68            	1.765817e-02	8.190775e-03	4.935517e-02	8.969319e-04	2.763739e-04
69            	1.949430e-02	8.257101e-03	3.807639e-02	9.235603e-04	2.869257e-04
70            	2.010113e-02	8.374371e-03	2.995294e-02	9.390002e-04	2.876629e-04
71            	1.928048e-02	8.261648e-03	2.505435e-02	9.133433e-04	2.863659e-04
72            	1.894659e-02	7.959172e-03	2.206067e-02	9.126410e-04	2.853040e-04
73            	1.968489e-02	7.723692e-03	1.960539e-02	8.852113e-04	2.700559e-04
74            	2.025562e-02	7.279017e-03	1.741492e-02	8.419491e-04	2.579207e-04
75            	1.963194e-02	6.925980e-03	1.591983e-02	7.706517e-04	2.470329e-04
76            	1.910358e-02	6.538181e-03	1.487568e-02	7.215225e-04	2.380306e-04
77            	1.795171e-02	6.139174e-03	1.408887e-02	6.732200e-04	2.354360e-04
78            	1.693804e-02	5.830224e-03	1.346411e-02	6.474136e-04	2.426128e-04
79            	1.506697e-02	5.547482e-03	1.310817e-02	6.275097e-04	2.513744e-04
80            	1.374953e-02	5.235012e-03	1.313074e-02	6.178690e-04	2.597861e-04
81            	1.212106e-02	4.995115e-03	1.351877e-02	6.189189e-04	2.675632e-04
82            	1.085755e-02	4.800348e-03	1.444777e-02	6.315756e-04	2.780720e-04
83            	9.580709e-03	4.711237e-03	1.621613e-02	6.670688e-04	2.854845e-04
