# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	7.495958e+00	4.383856e+01	2.342939e+01
50            	pressure_side	5.114266e+00	4.606331e+01	3.011751e+01
50            	trailing_edge	9.260034e+01	1.455308e+02	1.190655e+02
82            	suction_side	1.019308e+01	5.659202e+01	2.581857e+01
82            	pressure_side	4.925010e+00	3.855575e+01	2.787087e+01
82            	trailing_edge	1.107576e+02	1.329497e+02	1.218536e+02
