# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
28            	1.195043e-02	5.545542e-03	1.684143e-02	8.888509e-04	3.073132e-04
29            	1.228926e-02	5.684181e-03	2.091692e-02	9.462012e-04	2.929264e-04
30            	1.173800e-02	6.127761e-03	2.752575e-02	1.011922e-03	3.031810e-04
31            	1.117467e-02	6.202537e-03	3.637808e-02	1.073094e-03	2.961186e-04
32            	1.008554e-02	6.101338e-03	4.971618e-02	1.148689e-03	2.894001e-04
33            	1.034820e-02	6.333583e-03	7.229637e-02	1.258939e-03	2.869981e-04
34            	1.068953e-02	6.641627e-03	8.228576e-02	1.377587e-03	2.813929e-04
35            	1.171501e-02	7.079155e-03	6.463981e-02	1.410828e-03	2.712681e-04
36            	1.462765e-02	8.066547e-03	5.830638e-02	1.396050e-03	2.705911e-04
37            	1.894230e-02	9.658570e-03	5.786948e-02	1.408713e-03	2.766686e-04
38            	2.005256e-02	1.197495e-02	6.572248e-02	1.509059e-03	2.786773e-04
39            	2.113675e-02	1.445279e-02	7.659545e-02	1.654527e-03	2.755567e-04
40            	2.291162e-02	1.801854e-02	9.872503e-02	1.820246e-03	2.665820e-04
41            	2.571734e-02	2.193526e-02	7.757300e-02	2.018070e-03	2.592344e-04
42            	2.599913e-02	2.584482e-02	5.247986e-02	2.193138e-03	2.572094e-04
43            	2.619399e-02	3.049789e-02	4.006890e-02	2.302138e-03	2.550011e-04
44            	2.964921e-02	3.381979e-02	3.218043e-02	2.543008e-03	2.525094e-04
45            	4.067152e-02	3.546067e-02	2.706918e-02	2.405814e-03	2.450614e-04
46            	4.738874e-02	3.594383e-02	2.387601e-02	2.477590e-03	2.409735e-04
47            	7.454707e-02	3.307230e-02	2.236835e-02	2.244438e-03	2.429888e-04
48            	1.042518e-01	2.899780e-02	2.066436e-02	2.148522e-03	2.391992e-04
49            	1.274793e-01	2.516495e-02	1.913384e-02	1.916382e-03	2.315586e-04
50            	1.093288e-01	2.164430e-02	1.771585e-02	1.727540e-03	2.328179e-04
51            	8.335047e-02	1.875993e-02	1.654859e-02	1.507046e-03	2.234199e-04
52            	6.097579e-02	1.673221e-02	1.578174e-02	1.324769e-03	2.254456e-04
53            	4.704378e-02	1.527376e-02	1.524480e-02	1.145817e-03	2.357723e-04
54            	3.703451e-02	1.419699e-02	1.517514e-02	9.984025e-04	2.496143e-04
55            	2.898444e-02	1.334969e-02	1.528908e-02	8.809715e-04	2.602809e-04
56            	2.381601e-02	1.258290e-02	1.557756e-02	7.932799e-04	2.733751e-04
57            	2.027388e-02	1.189494e-02	1.591035e-02	7.354464e-04	2.874022e-04
58            	1.762748e-02	1.126145e-02	1.644358e-02	7.012328e-04	2.930025e-04
59            	1.601683e-02	1.063617e-02	1.738955e-02	6.880787e-04	2.979650e-04
60            	1.473703e-02	1.000552e-02	1.900409e-02	6.787137e-04	2.977367e-04
61            	1.413289e-02	9.383400e-03	2.143153e-02	6.917457e-04	2.959780e-04
62            	1.380124e-02	8.858672e-03	2.506125e-02	6.999621e-04	2.873378e-04
63            	1.295284e-02	8.401275e-03	3.010184e-02	7.211274e-04	2.788504e-04
64            	1.286155e-02	7.931028e-03	3.708048e-02	7.456454e-04	2.714741e-04
65            	1.353128e-02	7.639736e-03	4.568454e-02	7.767373e-04	2.766279e-04
66            	1.412226e-02	7.419596e-03	5.337731e-02	8.035870e-04	2.801824e-04
67            	1.537473e-02	7.386967e-03	5.713900e-02	8.385608e-04	2.801346e-04
68            	1.622786e-02	7.549176e-03	5.367556e-02	8.633999e-04	2.971705e-04
69            	1.697237e-02	7.759125e-03	4.585456e-02	9.035404e-04	2.907507e-04
70            	1.792648e-02	7.772381e-03	3.704757e-02	9.304113e-04	2.850354e-04
71            	1.923761e-02	7.841645e-03	2.956577e-02	9.497573e-04	2.946209e-04
72            	2.074032e-02	7.884805e-03	2.464769e-02	9.300265e-04	2.932328e-04
73            	1.967967e-02	7.893911e-03	2.189582e-02	9.270205e-04	2.842153e-04
74            	1.903105e-02	7.563990e-03	1.999428e-02	9.264520e-04	2.728031e-04
75            	1.889413e-02	7.348175e-03	1.818401e-02	8.724039e-04	2.630824e-04
76            	1.834246e-02	6.993466e-03	1.663169e-02	8.307494e-04	2.597464e-04
77            	1.804881e-02	6.575522e-03	1.550979e-02	7.720291e-04	2.596549e-04
78            	1.745544e-02	6.264579e-03	1.473009e-02	7.271298e-04	2.575590e-04
79            	1.610333e-02	5.987399e-03	1.418106e-02	6.967988e-04	2.560712e-04
80            	1.478424e-02	5.654675e-03	1.392276e-02	6.680180e-04	2.642454e-04
81            	1.341635e-02	5.410818e-03	1.429945e-02	6.542494e-04	2.682055e-04
82            	1.200343e-02	5.275183e-03	1.512805e-02	6.576671e-04	2.761014e-04
83            	1.067562e-02	5.135285e-03	1.681714e-02	6.629564e-04	2.740436e-04
84            	9.635303e-03	5.084847e-03	1.990904e-02	6.796879e-04	2.766478e-04
