# Force coefficients
# liftDir     : (9.563047e-01 -2.923719e-01 0.000000e+00)
# dragDir     : (2.923719e-01 9.563047e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
61            	-8.287558e-02	9.138918e-01	-3.060732e-01	-2.359122e-01	-7.016101e-02
62            	-4.755879e-02	8.591394e-01	-2.906414e-01	-1.928795e-01	-9.776191e-02
63            	-9.651525e-03	7.990123e-01	-2.734480e-01	-1.463755e-01	-1.270725e-01
64            	2.757337e-02	7.395780e-01	-2.556248e-01	-1.002390e-01	-1.553858e-01
65            	6.089418e-02	6.893240e-01	-2.400309e-01	-5.912128e-02	-1.809096e-01
66            	8.483995e-02	6.578029e-01	-2.291568e-01	-2.973845e-02	-1.994183e-01
67            	9.680045e-02	6.466988e-01	-2.233628e-01	-1.488092e-02	-2.084818e-01
68            	9.345838e-02	6.630010e-01	-2.242763e-01	-1.867978e-02	-2.055965e-01
69            	7.543510e-02	7.024988e-01	-2.304437e-01	-3.978674e-02	-1.906569e-01
70            	3.815423e-02	7.808643e-01	-2.461673e-01	-8.492940e-02	-1.612379e-01
71            	-3.247105e-04	8.614292e-01	-2.638542e-01	-1.322518e-01	-1.316024e-01
72            	-4.188988e-02	9.461669e-01	-2.834137e-01	-1.835967e-01	-9.981695e-02
73            	-7.899009e-02	1.018038e+00	-3.012977e-01	-2.296389e-01	-7.165878e-02
74            	-1.163243e-01	1.083373e+00	-3.180846e-01	-2.753666e-01	-4.271804e-02
75            	-1.535967e-01	1.142446e+00	-3.326499e-01	-3.199216e-01	-1.272829e-02
76            	-1.884694e-01	1.185198e+00	-3.400511e-01	-3.584950e-01	1.844387e-02
77            	-2.231581e-01	1.220649e+00	-3.445579e-01	-3.954371e-01	5.087922e-02
78            	-2.474651e-01	1.225144e+00	-3.408888e-01	-4.179095e-01	7.702067e-02
79            	-2.619185e-01	1.205559e+00	-3.303485e-01	-4.270928e-01	9.674429e-02
80            	-2.618697e-01	1.154970e+00	-3.118411e-01	-4.177902e-01	1.059491e-01
81            	-2.513222e-01	1.086121e+00	-2.878544e-01	-3.952494e-01	1.073950e-01
82            	-2.283568e-01	9.978261e-01	-2.585198e-01	-3.576167e-01	9.909696e-02
83            	-1.921278e-01	8.913337e-01	-2.251951e-01	-3.047254e-01	7.953027e-02
84            	-1.469609e-01	7.742010e-01	-1.896015e-01	-2.417617e-01	5.216017e-02
85            	-9.569719e-02	6.523505e-01	-1.535507e-01	-1.724725e-01	1.892183e-02
86            	-4.232715e-02	5.321943e-01	-1.189318e-01	-1.017930e-01	-1.713875e-02
87            	7.526769e-03	4.274431e-01	-8.971114e-02	-3.732880e-02	-5.238234e-02
88            	4.891527e-02	3.436030e-01	-6.726008e-02	1.528524e-02	-8.254531e-02
89            	7.723342e-02	2.820384e-01	-5.188704e-02	5.128990e-02	-1.031769e-01
90            	8.325176e-02	2.653768e-01	-4.775178e-02	5.937587e-02	-1.071277e-01
91            	8.211005e-02	2.594403e-01	-4.686786e-02	5.867612e-02	-1.055440e-01
92            	5.925954e-02	3.113434e-01	-6.110725e-02	2.870591e-02	-8.981316e-02
93            	3.353349e-02	3.773458e-01	-8.043083e-02	-6.681923e-03	-7.374891e-02
94            	7.557960e-03	4.535148e-01	-1.044265e-01	-4.465527e-02	-5.977119e-02
95            	-2.177292e-02	5.498827e-01	-1.356550e-01	-8.960042e-02	-4.605457e-02
96            	-4.577983e-02	6.345326e-01	-1.652779e-01	-1.284188e-01	-3.685914e-02
97            	-7.057034e-02	7.198612e-01	-1.959478e-01	-1.685443e-01	-2.740357e-02
98            	-9.720276e-02	8.029411e-01	-2.261318e-01	-2.102687e-01	-1.586313e-02
99            	-1.221621e-01	8.719362e-01	-2.513589e-01	-2.478416e-01	-3.517299e-03
100           	-1.469363e-01	9.285842e-01	-2.708062e-01	-2.823393e-01	1.153316e-02
101           	-1.701616e-01	9.737736e-01	-2.857606e-01	-3.130419e-01	2.728135e-02
102           	-1.861816e-01	9.985295e-01	-2.941208e-01	-3.332420e-01	3.912117e-02
103           	-1.963793e-01	1.005881e+00	-2.966918e-01	-3.447252e-01	4.803333e-02
104           	-1.987239e-01	9.950533e-01	-2.937564e-01	-3.456021e-01	5.184574e-02
105           	-1.906474e-01	9.636201e-01	-2.847777e-01	-3.330363e-01	4.825859e-02
106           	-1.698898e-01	9.106566e-01	-2.698897e-01	-3.048347e-01	3.494499e-02
107           	-1.368365e-01	8.392285e-01	-2.499526e-01	-2.618128e-01	1.186023e-02
108           	-9.475502e-02	7.563631e-01	-2.270475e-01	-2.082788e-01	-1.876875e-02
109           	-4.689329e-02	6.684827e-01	-2.031300e-01	-1.484583e-01	-5.467170e-02
110           	2.482982e-03	5.840778e-01	-1.804908e-01	-8.776241e-02	-9.272838e-02
111           	4.858160e-02	5.101734e-01	-1.610268e-01	-3.193182e-02	-1.290950e-01
112           	8.639780e-02	4.553649e-01	-1.470587e-01	1.286845e-02	-1.599271e-01
113           	1.119595e-01	4.246218e-01	-1.398405e-01	4.203927e-02	-1.818798e-01
114           	1.221265e-01	4.241560e-01	-1.407543e-01	5.174938e-02	-1.925036e-01
115           	1.181736e-01	4.513062e-01	-1.493630e-01	4.349217e-02	-1.928551e-01
116           	9.997745e-02	5.065478e-01	-1.652763e-01	1.733930e-02	-1.826156e-01
117           	7.326401e-02	5.792275e-01	-1.862552e-01	-1.986361e-02	-1.663916e-01
118           	4.119236e-02	6.635498e-01	-2.108126e-01	-6.421395e-02	-1.465987e-01
119           	1.004870e-02	7.455886e-01	-2.358058e-01	-1.078542e-01	-1.279516e-01
120           	-1.929262e-02	8.225733e-01	-2.602429e-01	-1.494141e-01	-1.108288e-01
121           	-4.727100e-02	8.926900e-01	-2.831108e-01	-1.888264e-01	-9.428439e-02
122           	-7.552449e-02	9.561424e-01	-3.026906e-01	-2.268698e-01	-7.582081e-02
123           	-1.047623e-01	1.015013e+00	-3.191558e-01	-2.643402e-01	-5.481565e-02
124           	-1.331415e-01	1.066401e+00	-3.319980e-01	-2.991405e-01	-3.285755e-02
125           	-1.585523e-01	1.105333e+00	-3.405569e-01	-3.288307e-01	-1.172621e-02
126           	-1.798699e-01	1.129390e+00	-3.446141e-01	-3.521770e-01	7.562874e-03
127           	-1.975962e-01	1.141203e+00	-3.449088e-01	-3.700506e-01	2.514178e-02
128           	-2.104255e-01	1.140438e+00	-3.414839e-01	-3.811674e-01	3.968353e-02
129           	-2.150959e-01	1.122738e+00	-3.334517e-01	-3.818218e-01	4.837005e-02
130           	-2.096283e-01	1.087115e+00	-3.207221e-01	-3.699893e-01	4.926722e-02
131           	-1.927482e-01	1.033472e+00	-3.035358e-01	-3.445161e-01	4.098032e-02
132           	-1.627780e-01	9.610766e-01	-2.822434e-01	-3.038997e-01	2.165634e-02
133           	-1.217699e-01	8.740705e-01	-2.578389e-01	-2.506894e-01	-7.149568e-03
134           	-7.374250e-02	7.805457e-01	-2.326738e-01	-1.900794e-01	-4.259439e-02
