# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
64            	1.965749e-02	8.175311e-03	1.834581e-02	6.394891e-04	1.327921e-04
65            	1.880188e-02	8.005823e-03	1.645666e-02	6.121288e-04	1.303560e-04
66            	1.721677e-02	7.945461e-03	1.545729e-02	5.605048e-04	1.268807e-04
67            	1.550528e-02	8.038402e-03	1.498693e-02	5.040203e-04	1.221912e-04
68            	1.480126e-02	8.120049e-03	1.501239e-02	4.541511e-04	1.189738e-04
69            	1.451901e-02	8.163066e-03	1.528537e-02	4.179170e-04	1.161691e-04
70            	1.356687e-02	8.225915e-03	1.544968e-02	4.230478e-04	1.139485e-04
71            	1.251560e-02	8.165587e-03	1.510243e-02	4.469960e-04	1.153170e-04
72            	1.162829e-02	7.853290e-03	1.404277e-02	4.640955e-04	1.155184e-04
73            	1.097662e-02	7.372875e-03	1.259525e-02	4.691018e-04	1.146523e-04
74            	1.028003e-02	6.800365e-03	1.112849e-02	4.678862e-04	1.118658e-04
75            	9.501132e-03	6.255439e-03	9.701922e-03	4.377756e-04	1.072297e-04
