# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	6.719550e+00	4.313825e+01	2.321650e+01
50            	pressure_side	4.845196e+00	4.701762e+01	3.103522e+01
50            	trailing_edge	9.119029e+01	1.435365e+02	1.173634e+02
75            	suction_side	7.866783e+00	4.436744e+01	2.540970e+01
75            	pressure_side	4.823945e+00	4.064005e+01	2.826947e+01
75            	trailing_edge	8.608098e+01	1.168756e+02	1.014783e+02
