# y+ ()       
# Time        	patch         	min           	max           	average       
167           	fixedWalls-bottom	1.576277e+01	2.184773e+01	1.696013e+01
167           	fixedWalls-top	1.576338e+01	2.184773e+01	1.696363e+01
