# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	6.961019e+00	4.375595e+01	2.347817e+01
50            	pressure_side	4.956583e+00	4.781095e+01	3.071213e+01
50            	trailing_edge	9.324849e+01	1.465303e+02	1.198894e+02
73            	suction_side	8.763370e+00	5.282877e+01	2.501049e+01
73            	pressure_side	5.049666e+00	3.986981e+01	2.844863e+01
73            	trailing_edge	9.125247e+01	1.322890e+02	1.117708e+02
