0 	0.0092411 	0 	0 	0.0092411 	0 	0.0092411
0 	0.0092411 	0 	0 	0.0092411 	0 	0.0092411
9.55931 	0.879121 	-0.397058 	0 	0.879121 	0 	0.879121
20.0812 	1.7488 	-0.813252 	0 	1.7488 	0 	1.7488
31.6626 	1.93213 	-0.893362 	0 	1.93213 	0 	1.93213
44.4101 	1.97061 	-0.904832 	0 	1.97061 	0 	1.97061
58.4413 	1.96952 	-0.903087 	0 	1.96952 	0 	1.96952
73.8853 	1.95074 	-0.895069 	0 	1.95074 	0 	1.95074
90.8844 	1.92126 	-0.88277 	0 	1.92126 	0 	1.92126
109.595 	1.88392 	-0.86713 	0 	1.88392 	0 	1.88392
130.19 	1.84001 	-0.848534 	0 	1.84001 	0 	1.84001
152.859 	1.79008 	-0.82708 	0 	1.79008 	0 	1.79008
177.81 	1.73437 	-0.802739 	0 	1.73437 	0 	1.73437
205.274 	1.67294 	-0.775373 	0 	1.67294 	0 	1.67294
235.503 	1.60578 	-0.744784 	0 	1.60578 	0 	1.60578
268.776 	1.53289 	-0.710763 	0 	1.53289 	0 	1.53289
305.4 	1.45435 	-0.673106 	0 	1.45435 	0 	1.45435
345.711 	1.3704 	-0.631439 	0 	1.3704 	0 	1.3704
390.081 	1.28155 	-0.585315 	0 	1.28155 	0 	1.28155
438.92 	1.18872 	-0.534389 	0 	1.18872 	0 	1.18872
492.676 	1.09344 	-0.478264 	0 	1.09344 	0 	1.09344
551.844 	0.998026 	-0.416382 	0 	0.998026 	0 	0.998026
616.971 	0.90584 	-0.348179 	0 	0.90584 	0 	0.90584
688.656 	0.821508 	-0.273058 	0 	0.821508 	0 	0.821508
767.559 	0.751095 	-0.190206 	0 	0.751095 	0 	0.751095
854.407 	0.702229 	-0.0987457 	0 	0.702229 	0 	0.702229
950 	0.684183 	-5.3375e-05 	0 	0.684184 	0 	0.684183
