# Force coefficients
# liftDir     : (9.975640e-01 -6.975650e-02 0.000000e+00)
# dragDir     : (6.975650e-02 9.975640e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1             	-1.068343e-01	5.182957e-01	1.860230e-01	-1.382281e-02	1.998459e-01
2             	-6.355298e-02	3.004144e-01	1.290086e-01	9.513052e-04	1.280573e-01
3             	-6.688026e-02	2.781967e-01	5.909032e-02	-3.733510e-02	9.642542e-02
4             	-6.397059e-02	2.819067e-01	1.697319e-02	-5.548399e-02	7.245719e-02
5             	-6.304731e-02	2.835078e-01	-1.570619e-03	-6.383262e-02	6.226200e-02
6             	-7.043768e-02	2.948353e-01	-4.827572e-03	-7.285147e-02	6.802390e-02
7             	-8.116009e-02	3.180469e-01	-1.218378e-03	-8.176928e-02	8.055091e-02
8             	-9.753700e-02	3.522891e-01	2.919740e-03	-9.607713e-02	9.899687e-02
9             	-1.143360e-01	3.977139e-01	4.303993e-03	-1.121840e-01	1.164880e-01
10            	-1.282850e-01	4.351289e-01	3.408385e-03	-1.265808e-01	1.299892e-01
11            	-1.409950e-01	4.735010e-01	6.214231e-04	-1.406843e-01	1.413057e-01
12            	-1.488803e-01	5.021528e-01	-3.215549e-03	-1.504880e-01	1.472725e-01
13            	-1.546868e-01	5.209454e-01	-6.701748e-03	-1.580377e-01	1.513359e-01
14            	-1.566666e-01	5.309263e-01	-9.311757e-03	-1.613225e-01	1.520107e-01
15            	-1.545522e-01	5.282886e-01	-1.070985e-02	-1.599071e-01	1.491973e-01
16            	-1.485351e-01	5.139821e-01	-1.051123e-02	-1.537907e-01	1.432795e-01
17            	-1.390871e-01	4.899294e-01	-9.158781e-03	-1.436665e-01	1.345077e-01
18            	-1.240060e-01	4.529774e-01	-6.766768e-03	-1.273894e-01	1.206226e-01
19            	-1.032659e-01	4.024368e-01	-3.267640e-03	-1.048997e-01	1.016321e-01
20            	-7.629710e-02	3.390123e-01	1.169616e-03	-7.571229e-02	7.688190e-02
21            	-4.339774e-02	2.648115e-01	5.989576e-03	-4.040295e-02	4.639253e-02
22            	-7.355795e-03	1.866839e-01	1.041325e-02	-2.149169e-03	1.256242e-02
23            	3.185268e-02	1.047695e-01	1.394477e-02	3.882506e-02	-2.488029e-02
24            	6.995188e-02	2.834942e-02	1.595344e-02	7.792860e-02	-6.197516e-02
25            	9.927189e-02	-2.695104e-02	1.565864e-02	1.071012e-01	-9.144257e-02
26            	1.141402e-01	-5.153457e-02	1.346989e-02	1.208751e-01	-1.074053e-01
27            	1.080737e-01	-3.473085e-02	9.986884e-03	1.130672e-01	-1.030803e-01
28            	8.859268e-02	1.052026e-02	5.468391e-03	9.132688e-02	-8.585848e-02
