# y+ ()       
# Time        	patch         	min           	max           	average       
50            	suction_side	9.386928e+00	5.122230e+01	3.058209e+01
50            	pressure_side	5.365310e+00	4.026225e+01	2.883307e+01
50            	trailing_edge	1.253716e+02	1.374259e+02	1.313987e+02
81            	suction_side	1.205610e+01	4.964163e+01	3.122204e+01
81            	pressure_side	5.035591e+00	4.782797e+01	2.900361e+01
81            	trailing_edge	9.646366e+01	1.528820e+02	1.246728e+02
