# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.374626e-03
2             	2.352572e-01	1.455584e-02	3.008764e-01	2.251416e-01	2.923207e-03
3             	8.285688e-02	7.036955e-03	1.398725e-01	6.131886e-02	2.234582e-03
4             	8.366908e-02	5.099317e-03	5.755056e-02	2.015197e-02	1.308406e-03
5             	7.229916e-02	3.808933e-03	3.547745e-02	7.383774e-03	1.063809e-03
6             	7.791729e-02	3.135329e-03	2.308424e-02	3.441756e-03	7.885399e-04
7             	8.928027e-02	2.736027e-03	1.913956e-02	2.774073e-03	5.842012e-04
8             	9.778357e-02	2.628557e-03	1.628972e-02	2.176675e-03	4.321041e-04
9             	9.690635e-02	2.714747e-03	1.446674e-02	1.800975e-03	3.456857e-04
10            	7.818189e-02	2.725544e-03	1.281790e-02	1.379753e-03	2.962606e-04
11            	6.343728e-02	2.811795e-03	1.211441e-02	1.086359e-03	2.697738e-04
12            	5.620124e-02	2.784369e-03	1.144202e-02	9.329034e-04	2.876164e-04
13            	5.472394e-02	2.914171e-03	1.107078e-02	7.937581e-04	2.743378e-04
14            	6.041323e-02	2.960725e-03	1.078376e-02	7.166179e-04	2.902909e-04
15            	7.272997e-02	3.062329e-03	1.052277e-02	6.474358e-04	2.649428e-04
16            	8.224983e-02	3.052925e-03	1.034466e-02	6.224651e-04	2.452415e-04
17            	4.966973e-02	3.019085e-03	1.032248e-02	5.858867e-04	2.286463e-04
18            	3.602202e-02	2.960339e-03	1.085067e-02	5.895592e-04	2.242762e-04
19            	2.888623e-02	2.921708e-03	1.210680e-02	5.907338e-04	2.178025e-04
20            	2.427925e-02	2.965611e-03	1.453012e-02	6.080235e-04	2.166366e-04
21            	2.132216e-02	3.110556e-03	2.007596e-02	6.162963e-04	2.184125e-04
22            	1.805861e-02	3.330548e-03	3.652143e-02	6.259759e-04	2.343263e-04
23            	1.588683e-02	3.667132e-03	6.169904e-02	6.075844e-04	2.329810e-04
24            	1.482212e-02	3.993268e-03	2.635132e-02	6.169956e-04	2.307275e-04
25            	1.412079e-02	4.408107e-03	1.738683e-02	5.675798e-04	2.154637e-04
26            	1.446469e-02	4.847613e-03	1.364763e-02	5.084743e-04	1.802915e-04
27            	1.632709e-02	5.475626e-03	1.201970e-02	4.834336e-04	1.621221e-04
28            	1.936851e-02	6.486716e-03	1.153645e-02	4.553075e-04	1.433817e-04
29            	2.608763e-02	7.790685e-03	1.175788e-02	4.310009e-04	1.308535e-04
30            	3.904624e-02	9.191934e-03	1.309865e-02	4.171571e-04	1.231867e-04
31            	7.465655e-02	1.054232e-02	1.508286e-02	4.225004e-04	1.147215e-04
32            	5.523643e-02	1.162369e-02	1.826717e-02	4.044599e-04	1.054642e-04
