# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
33            	4.525755e-02	1.250653e-02	2.361241e-02	3.834339e-04	9.849606e-05
34            	4.220614e-02	1.312809e-02	3.283805e-02	3.776757e-04	9.053457e-05
35            	4.054489e-02	1.328686e-02	5.130816e-02	3.633725e-04	8.473774e-05
36            	4.003352e-02	1.298631e-02	9.465308e-02	3.472891e-04	8.116667e-05
37            	4.077990e-02	1.245516e-02	7.539662e-02	3.295949e-04	7.861992e-05
38            	4.037170e-02	1.187966e-02	4.163469e-02	3.122699e-04	7.544314e-05
39            	4.063942e-02	1.135418e-02	2.905508e-02	2.934774e-04	7.278781e-05
40            	4.291767e-02	1.096731e-02	2.283211e-02	2.796008e-04	7.010729e-05
41            	4.352606e-02	1.061303e-02	1.936665e-02	2.691304e-04	6.873083e-05
42            	4.350892e-02	1.007674e-02	1.721722e-02	2.551544e-04	6.644891e-05
43            	4.259985e-02	9.414702e-03	1.580618e-02	2.456831e-04	6.527713e-05
44            	4.031329e-02	8.655005e-03	1.488168e-02	2.419894e-04	6.308547e-05
45            	3.754789e-02	7.892957e-03	1.417801e-02	2.348734e-04	6.193971e-05
46            	3.455473e-02	7.166712e-03	1.362384e-02	2.214219e-04	6.030989e-05
47            	3.209920e-02	6.545132e-03	1.319633e-02	2.155757e-04	5.907545e-05
48            	2.984376e-02	6.048375e-03	1.292069e-02	2.141278e-04	5.854523e-05
49            	2.793684e-02	5.664617e-03	1.270699e-02	2.082784e-04	5.715404e-05
50            	2.637970e-02	5.329595e-03	1.252721e-02	1.989771e-04	5.578111e-05
51            	2.546912e-02	5.011883e-03	1.236201e-02	1.901035e-04	5.513086e-05
52            	2.516804e-02	4.720512e-03	1.221681e-02	1.814793e-04	5.431574e-05
53            	2.492575e-02	4.452968e-03	1.205690e-02	1.726250e-04	5.285402e-05
54            	2.412317e-02	4.205193e-03	1.185134e-02	1.644017e-04	5.202727e-05
55            	2.341432e-02	3.970522e-03	1.162580e-02	1.569694e-04	5.091916e-05
56            	2.239106e-02	3.736890e-03	1.140367e-02	1.519478e-04	4.972670e-05
57            	2.145498e-02	3.497939e-03	1.119536e-02	1.454483e-04	4.884423e-05
58            	2.027535e-02	3.258324e-03	1.099608e-02	1.403332e-04	4.786899e-05
59            	1.921178e-02	3.020332e-03	1.083995e-02	1.358812e-04	4.654065e-05
60            	1.805495e-02	2.788844e-03	1.073190e-02	1.318325e-04	4.561472e-05
61            	1.702696e-02	2.564038e-03	1.070541e-02	1.266728e-04	4.405434e-05
62            	1.592496e-02	2.335027e-03	1.075512e-02	1.241535e-04	4.322456e-05
63            	1.488493e-02	2.115088e-03	1.084374e-02	1.206706e-04	4.208881e-05
64            	1.391197e-02	1.898340e-03	1.096678e-02	1.166901e-04	4.080974e-05
65            	1.295776e-02	1.684996e-03	1.102136e-02	1.142569e-04	3.973605e-05
66            	1.202464e-02	1.480825e-03	1.094687e-02	1.119642e-04	3.856478e-05
67            	1.105715e-02	1.292778e-03	1.075410e-02	1.101376e-04	3.746913e-05
68            	1.023410e-02	1.133150e-03	1.044610e-02	1.066213e-04	3.665644e-05
69            	9.399245e-03	9.972832e-04	9.968594e-03	1.043233e-04	3.567268e-05
