# Force coefficients
# liftDir     : (9.659258e-01 -2.588190e-01 0.000000e+00)
# dragDir     : (2.588190e-01 9.659258e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
34            	1.361054e-01	-1.945196e-01	1.195785e-01	1.958947e-01	-7.631615e-02
35            	1.647198e-01	-2.409515e-01	1.221460e-01	2.257928e-01	-1.036468e-01
36            	1.583717e-01	-2.226773e-01	1.126825e-01	2.147130e-01	-1.020304e-01
37            	1.363767e-01	-1.794000e-01	9.977621e-02	1.862648e-01	-8.648856e-02
38            	8.918262e-02	-5.426719e-02	6.780566e-02	1.230855e-01	-5.527979e-02
39            	4.459451e-02	8.633307e-02	2.895718e-02	5.907310e-02	-3.011592e-02
40            	1.382627e-02	2.094033e-01	-9.667795e-03	8.992372e-03	-1.866017e-02
41            	-1.230779e-02	3.350017e-01	-5.090285e-02	-3.775921e-02	-1.314364e-02
42            	-2.804900e-02	4.387657e-01	-8.800293e-02	-7.205046e-02	-1.595247e-02
43            	-3.596077e-02	5.214685e-01	-1.208086e-01	-9.636508e-02	-2.444354e-02
44            	-3.992259e-02	5.859096e-01	-1.485368e-01	-1.141910e-01	-3.434583e-02
45            	-3.758016e-02	6.180647e-01	-1.667059e-01	-1.209331e-01	-4.577281e-02
46            	-3.949974e-02	6.460451e-01	-1.804983e-01	-1.297489e-01	-5.074941e-02
47            	-5.129392e-02	6.864428e-01	-1.942929e-01	-1.484404e-01	-4.585255e-02
48            	-7.192042e-02	7.395828e-01	-2.091277e-01	-1.764843e-01	-3.264344e-02
49            	-9.411461e-02	7.920162e-01	-2.229540e-01	-2.055916e-01	-1.736237e-02
50            	-1.137204e-01	8.369137e-01	-2.346725e-01	-2.310567e-01	-3.615868e-03
51            	-1.305224e-01	8.725096e-01	-2.439802e-01	-2.525125e-01	8.532340e-03
52            	-1.428651e-01	8.961566e-01	-2.501227e-01	-2.679265e-01	1.780379e-02
53            	-1.502777e-01	9.101508e-01	-2.536013e-01	-2.770784e-01	2.347710e-02
54            	-1.485672e-01	9.072219e-01	-2.531800e-01	-2.751572e-01	2.197720e-02
55            	-1.379309e-01	8.891946e-01	-2.491004e-01	-2.624811e-01	1.338067e-02
56            	-1.167488e-01	8.535255e-01	-2.409705e-01	-2.372340e-01	-3.736449e-03
57            	-8.621447e-02	8.028395e-01	-2.293920e-01	-2.009105e-01	-2.848152e-02
58            	-4.882671e-02	7.424734e-01	-2.156096e-01	-1.566315e-01	-5.897810e-02
59            	-6.374784e-03	6.746407e-01	-2.002039e-01	-1.064768e-01	-9.372718e-02
60            	3.740336e-02	6.065182e-01	-1.850472e-01	-5.512023e-02	-1.299269e-01
61            	7.839777e-02	5.460656e-01	-1.719925e-01	-7.598468e-03	-1.643940e-01
62            	1.124352e-01	4.996344e-01	-1.628439e-01	3.101326e-02	-1.938572e-01
63            	1.324648e-01	4.791757e-01	-1.599006e-01	5.251447e-02	-2.124151e-01
64            	1.343774e-01	4.904646e-01	-1.637035e-01	5.252566e-02	-2.162292e-01
65            	1.161088e-01	5.398318e-01	-1.752921e-01	2.846276e-02	-2.037549e-01
66            	7.976128e-02	6.268254e-01	-1.950675e-01	-1.777245e-02	-1.772950e-01
67            	4.256024e-02	7.185000e-01	-2.166223e-01	-6.575092e-02	-1.508714e-01
68            	4.532099e-03	8.135502e-01	-2.385447e-01	-1.147402e-01	-1.238044e-01
69            	-2.996618e-02	9.051397e-01	-2.602158e-01	-1.600741e-01	-1.001417e-01
70            	-5.949526e-02	9.778312e-01	-2.763415e-01	-1.976660e-01	-7.867547e-02
71            	-8.646674e-02	1.038760e+00	-2.875153e-01	-2.302244e-01	-5.729090e-02
72            	-1.147972e-01	1.092666e+00	-2.962295e-01	-2.629120e-01	-3.331756e-02
73            	-1.434754e-01	1.136055e+00	-3.023651e-01	-2.946579e-01	-7.707130e-03
74            	-1.712967e-01	1.168139e+00	-3.055790e-01	-3.240862e-01	1.850717e-02
75            	-1.969274e-01	1.191476e+00	-3.072171e-01	-3.505359e-01	4.331883e-02
76            	-2.187788e-01	1.200425e+00	-3.058725e-01	-3.717151e-01	6.584253e-02
77            	-2.364335e-01	1.197596e+00	-3.017462e-01	-3.873066e-01	8.556039e-02
78            	-2.470465e-01	1.178783e+00	-2.937622e-01	-3.939276e-01	1.001654e-01
79            	-2.475058e-01	1.138154e+00	-2.805658e-01	-3.877887e-01	1.072229e-01
80            	-2.371452e-01	1.078822e+00	-2.627123e-01	-3.685013e-01	1.057890e-01
81            	-2.148893e-01	1.000365e+00	-2.402154e-01	-3.349970e-01	9.478165e-02
82            	-1.818525e-01	9.073824e-01	-2.143545e-01	-2.890298e-01	7.467522e-02
83            	-1.384845e-01	7.998993e-01	-1.853448e-01	-2.311569e-01	4.581214e-02
