0 	0 	0 	0
0.000502513 	1.04279 	-1.72481e-19 	0
0.00100503 	2.08559 	-3.44962e-19 	0
0.00150754 	2.43564 	-4.23253e-19 	0
0.00201005 	2.64445 	-4.08769e-19 	0
0.00251256 	2.79296 	-2.38709e-19 	0
0.00301508 	2.9048 	-1.38088e-19 	0
0.00351759 	3.00071 	-5.414e-20 	0
0.0040201 	3.0721 	-4.90332e-20 	0
0.00452261 	3.13917 	-1.15014e-19 	0
0.00502513 	3.18711 	-8.96247e-20 	0
0.00552764 	3.23427 	-8.62664e-20 	0
0.00603015 	3.26815 	-2.20652e-19 	0
0.00653266 	3.30068 	-2.50672e-19 	0
0.00703518 	3.3255 	-3.09158e-19 	0
0.00753769 	3.34747 	-3.41095e-19 	0
0.0080402 	3.36536 	-2.42394e-19 	0
0.00854271 	3.37965 	-2.16559e-19 	0
0.00904523 	3.39191 	-1.92758e-19 	0
0.00954774 	3.40081 	-2.18896e-19 	0
0.0100503 	3.40841 	-1.94857e-19 	0
0.0105528 	3.41362 	-3.40435e-19 	0
0.0110553 	3.41762 	-2.70042e-19 	0
0.0115578 	3.42006 	-4.24591e-19 	0
0.0120603 	3.42135 	-3.91964e-19 	0
0.0125628 	3.42154 	-4.72928e-19 	0
0.0130653 	3.42072 	-4.78044e-19 	0
0.0135678 	3.41892 	-4.14993e-19 	0
0.0140704 	3.41643 	-3.91469e-19 	0
0.0145729 	3.41295 	-2.09733e-19 	0
0.0150754 	3.40914 	-2.14604e-19 	0
0.0155779 	3.40425 	-7.01056e-20 	0
0.0160804 	3.39932 	-2.48652e-19 	0
0.0165829 	3.39326 	-1.97413e-19 	0
0.0170854 	3.38724 	-3.88203e-19 	0
0.0175879 	3.38016 	-3.33292e-19 	0
0.0180905 	3.37294 	-3.92852e-19 	0
0.018593 	3.36507 	-3.69591e-19 	0
0.0190955 	3.35666 	-3.32111e-19 	0
0.019598 	3.34814 	-4.31017e-19 	0
0.0201005 	3.33857 	-2.59819e-19 	0
0.020603 	3.32937 	-4.67798e-19 	0
0.0211055 	3.31876 	-1.9263e-19 	0
0.021608 	3.30885 	-4.8103e-19 	0
0.0221106 	3.29745 	-2.5375e-19 	0
0.0226131 	3.2865 	-4.23673e-19 	0
0.0231156 	3.27454 	-3.19754e-19 	0
0.0236181 	3.26252 	-3.58178e-19 	0
0.0241206 	3.25006 	-3.85634e-19 	0
0.0246231 	3.23697 	-3.00577e-19 	0
0.0251256 	3.22406 	-4.49348e-19 	0
0.0256281 	3.20988 	-2.55505e-19 	0
0.0261307 	3.19655 	-5.05066e-19 	0
0.0266332 	3.18136 	-2.61111e-19 	0
0.0271357 	3.16725 	-4.78194e-19 	0
0.0276382 	3.15138 	-3.40978e-19 	0
0.0281407 	3.13603 	-4.42324e-19 	0
0.0286432 	3.11928 	-4.15252e-19 	0
0.0291457 	3.10215 	-4.23631e-19 	0
0.0296482 	3.08435 	-4.73314e-19 	0
0.0301508 	3.06503 	-4.14729e-19 	0
0.0306533 	3.04606 	-5.07263e-19 	0
0.0311558 	3.02476 	-3.5229e-19 	0
0.0316583 	3.00451 	-4.33724e-19 	0
0.0321608 	2.9821 	-2.88325e-19 	0
0.0326633 	2.9607 	-3.01104e-19 	0
0.0331658 	2.9377 	-2.18384e-19 	0
0.0336683 	2.91527 	-1.6683e-19 	0
0.0341709 	2.89205 	-1.32073e-19 	0
0.0346734 	2.86868 	-9.66808e-20 	0
0.0351759 	2.84547 	-8.37231e-20 	0
0.0356784 	2.82142 	-7.53817e-20 	0
0.0361809 	2.79817 	-7.44145e-20 	0
0.0366834 	2.77366 	-5.72351e-20 	0
0.0371859 	2.75043 	-5.09171e-20 	0
0.0376884 	2.72592 	-3.55431e-20 	0
0.038191 	2.70227 	-1.65435e-20 	0
0.0386935 	2.67785 	-1.55543e-20 	0
0.039196 	2.65364 	-2.76487e-20 	0
0.0396985 	2.6291 	-4.03782e-20 	0
0.040201 	2.60443 	-7.38209e-20 	0
0.0407035 	2.57963 	-9.05616e-20 	0
0.041206 	2.5544 	-1.00413e-19 	0
0.0417085 	2.52955 	-1.21977e-19 	0
0.0422111 	2.50377 	-1.11087e-19 	0
0.0427136 	2.47882 	-1.39131e-19 	0
0.0432161 	2.45313 	-1.40141e-19 	0
0.0437186 	2.42743 	-1.49588e-19 	0
0.0442211 	2.40149 	-1.51041e-19 	0
0.0447236 	2.37536 	-1.48041e-19 	0
0.0452261 	2.34905 	-1.4314e-19 	0
0.0457286 	2.32263 	-1.34073e-19 	0
0.0462312 	2.29596 	-1.25303e-19 	0
0.0467337 	2.26924 	-1.14008e-19 	0
0.0472362 	2.24225 	-1.01758e-19 	0
0.0477387 	2.21519 	-8.78678e-20 	0
0.0482412 	2.18794 	-7.68851e-20 	0
0.0487437 	2.16061 	-6.8247e-20 	0
0.0492462 	2.13308 	-6.92364e-20 	0
0.0497487 	2.10545 	-7.34934e-20 	0
0.0502513 	2.07768 	-7.84467e-20 	0
0.0507538 	2.04978 	-8.40964e-20 	0
0.0512563 	2.02179 	-8.56693e-20 	0
0.0517588 	1.99363 	-8.25235e-20 	0
0.0522613 	1.96549 	-7.88264e-20 	0
0.0527638 	1.93702 	-6.47468e-20 	0
0.0532663 	1.90864 	-5.49209e-20 	0
0.0537688 	1.87998 	-3.38119e-20 	0
0.0542714 	1.85134 	-1.58149e-20 	0
0.0547739 	1.82253 	7.78121e-21 	0
0.0552764 	1.79368 	3.633e-20 	0
0.0557789 	1.76469 	6.25941e-20 	0
0.0562814 	1.73563 	7.85338e-20 	0
0.0567839 	1.7067 	9.5478e-20 	0
0.0572864 	1.67723 	1.04528e-19 	0
0.0577889 	1.649 	2.83981e-20 	0
0.0582915 	1.61849 	1.3013e-19 	0
0.058794 	1.58973 	8.7158e-20 	0
0.0592965 	1.55944 	1.68365e-19 	0
0.059799 	1.52996 	1.88753e-19 	0
0.0603015 	1.50009 	2.29266e-19 	0
0.060804 	1.47034 	2.49361e-19 	0
0.0613065 	1.44089 	2.38586e-19 	0
0.061809 	1.41059 	2.76882e-19 	0
0.0623116 	1.38207 	1.63835e-19 	0
0.0628141 	1.35061 	2.73546e-19 	0
0.0633166 	1.32285 	9.25028e-20 	0
0.0638191 	1.29044 	2.65857e-19 	0
0.0643216 	1.262 	1.41615e-19 	0
0.0648241 	1.23013 	2.80047e-19 	0
0.0653266 	1.20097 	2.29416e-19 	0
0.0658291 	1.17044 	2.49894e-19 	0
0.0663317 	1.13984 	3.12275e-19 	0
0.0668342 	1.1113 	2.29908e-19 	0
0.0673367 	1.07924 	3.29974e-19 	0
0.0678392 	1.05238 	2.04996e-19 	0
0.0683417 	1.01909 	3.23749e-19 	0
0.0688442 	0.992963 	1.69028e-19 	0
0.0693467 	0.95934 	2.63159e-19 	0
0.0698492 	0.932835 	1.51601e-19 	0
0.0703518 	0.901372 	1.64535e-19 	0
0.0708543 	0.873479 	1.2532e-19 	0
0.0713568 	0.844855 	9.86743e-20 	0
0.0718593 	0.815249 	1.03392e-19 	0
0.0723618 	0.78987 	4.07851e-20 	0
0.0728643 	0.75851 	9.04463e-20 	0
0.0733668 	0.736711 	-3.70413e-20 	0
0.0738693 	0.704113 	8.86045e-20 	0
0.0743719 	0.683625 	-3.67299e-20 	0
0.0748744 	0.653446 	3.7474e-20 	0
0.0753769 	0.631013 	5.08564e-21 	0
0.0758794 	0.603827 	1.99284e-20 	0
0.0763819 	0.579097 	1.98577e-20 	0
0.0768844 	0.554769 	2.25366e-20 	0
0.0773869 	0.52758 	4.90394e-20 	0
0.0778894 	0.506253 	9.83671e-21 	0
0.078392 	0.476735 	1.0201e-19 	0
0.0788945 	0.458332 	-1.13506e-20 	0
0.079397 	0.427908 	1.06174e-19 	0
0.0798995 	0.408392 	1.62463e-20 	0
0.080402 	0.380176 	7.86483e-20 	0
0.0809045 	0.358899 	2.75359e-20 	0
0.081407 	0.333857 	4.30372e-20 	0
0.0819095 	0.310058 	4.52208e-20 	0
0.0824121 	0.288332 	1.59368e-20 	0
0.0829146 	0.262489 	6.07892e-20 	0
0.0834171 	0.243659 	-4.23069e-21 	0
0.0839196 	0.217018 	3.2946e-20 	0
0.0844221 	0.199261 	-1.90124e-20 	0
0.0849246 	0.172455 	8.33421e-21 	0
0.0854271 	0.153396 	-1.62606e-20 	0
0.0859296 	0.128862 	3.11535e-21 	0
0.0864322 	0.108473 	-3.88873e-21 	0
0.0869347 	0.0866469 	-2.48174e-21 	0
0.0874372 	0.0655043 	-3.12136e-22 	0
0.0879397 	0.0465042 	-1.16277e-20 	0
0.0884422 	0.0246925 	-3.39154e-21 	0
0.0889447 	0.00756851 	-2.00433e-20 	0
0.0894472 	-0.0149088 	-6.13975e-21 	0
0.0899497 	-0.0316285 	-2.18366e-20 	0
0.0904523 	-0.0532325 	-1.11889e-20 	0
0.0909548 	-0.0712485 	-1.64634e-20 	0
0.0914573 	-0.0902117 	-1.62164e-20 	0
0.0919598 	-0.108173 	-1.69367e-20 	0
0.0924623 	-0.125781 	-1.72694e-20 	0
0.0929648 	-0.142928 	-1.6402e-20 	0
0.0934673 	-0.15969 	-1.62913e-20 	0
0.0939698 	-0.176171 	-1.42688e-20 	0
0.0944724 	-0.190836 	-1.89022e-20 	0
0.0949749 	-0.207846 	-1.24202e-20 	0
0.0954774 	-0.222878 	-1.23404e-20 	0
0.0959799 	-0.237907 	-1.07175e-20 	0
0.0964824 	-0.252402 	-9.38055e-21 	0
0.0969849 	-0.266316 	-8.84805e-21 	0
0.0974874 	-0.279879 	-7.43282e-21 	0
0.0979899 	-0.293053 	-6.60476e-21 	0
0.0984925 	-0.30568 	-5.05971e-21 	0
0.098995 	-0.317161 	-3.78971e-21 	0
0.0994975 	-0.323017 	-1.89486e-21 	0
0.1 	-0.328873 	0 	0
