# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
46            	2.957059e-02	8.338209e-03	5.585930e-02	3.975177e-04	1.036499e-04
47            	3.101719e-02	8.139974e-03	4.988051e-02	3.731890e-04	9.821144e-05
48            	3.125208e-02	7.814796e-03	3.944010e-02	3.576233e-04	9.316489e-05
49            	3.142336e-02	7.413661e-03	3.031379e-02	3.396513e-04	8.995407e-05
50            	2.978101e-02	7.001165e-03	2.354005e-02	3.144492e-04	8.508763e-05
51            	2.808564e-02	6.631464e-03	1.870396e-02	2.878844e-04	7.958710e-05
52            	2.542749e-02	6.342331e-03	1.548078e-02	2.698432e-04	7.564735e-05
53            	2.302157e-02	6.089028e-03	1.337185e-02	2.559918e-04	7.248571e-05
54            	2.141238e-02	5.912782e-03	1.194037e-02	2.470201e-04	7.104991e-05
55            	2.026037e-02	5.825478e-03	1.092292e-02	2.361581e-04	6.885036e-05
56            	1.952670e-02	5.710632e-03	1.018644e-02	2.269355e-04	6.715069e-05
57            	1.910718e-02	5.640194e-03	9.568390e-03	2.196315e-04	6.601528e-05
58            	1.870920e-02	5.554196e-03	9.005214e-03	2.157263e-04	6.445378e-05
59            	1.804881e-02	5.376115e-03	8.462563e-03	2.106841e-04	6.420801e-05
60            	1.722364e-02	5.125809e-03	7.942745e-03	2.070458e-04	6.211941e-05
61            	1.632644e-02	4.811072e-03	7.472220e-03	2.006703e-04	6.104826e-05
62            	1.532524e-02	4.470601e-03	7.059456e-03	1.909549e-04	5.954964e-05
63            	1.424680e-02	4.137335e-03	6.707972e-03	1.849871e-04	5.827984e-05
64            	1.317336e-02	3.844048e-03	6.438436e-03	1.770929e-04	5.688522e-05
65            	1.217717e-02	3.592666e-03	6.263564e-03	1.685212e-04	5.555301e-05
66            	1.120521e-02	3.372106e-03	6.189073e-03	1.625933e-04	5.431923e-05
67            	1.030978e-02	3.158694e-03	6.219848e-03	1.563844e-04	5.340574e-05
68            	9.521065e-03	2.948424e-03	6.294375e-03	1.508761e-04	5.201906e-05
