# Force coefficients
# liftDir     : (9.925462e-01 -1.218690e-01 0.000000e+00)
# dragDir     : (1.218690e-01 9.925462e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# magUInf     : 1.562000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
40            	-5.132143e-02	4.704398e-01	-4.662301e-02	-7.463293e-02	2.800993e-02
41            	-6.149418e-02	4.796201e-01	-4.589424e-02	-8.444130e-02	3.854706e-02
42            	-7.185222e-02	4.856846e-01	-4.434438e-02	-9.402441e-02	4.968003e-02
43            	-8.235597e-02	4.893233e-01	-4.186404e-02	-1.032880e-01	6.142395e-02
44            	-9.039893e-02	4.870147e-01	-3.886385e-02	-1.098309e-01	7.096701e-02
45            	-9.424686e-02	4.767937e-01	-3.532338e-02	-1.119085e-01	7.658517e-02
46            	-9.110739e-02	4.548127e-01	-3.122237e-02	-1.067186e-01	7.549621e-02
47            	-7.875539e-02	4.178219e-01	-2.658867e-02	-9.204972e-02	6.546105e-02
48            	-5.624551e-02	3.643770e-01	-2.132985e-02	-6.691044e-02	4.558059e-02
49            	-2.471305e-02	2.967382e-01	-1.568035e-02	-3.255323e-02	1.687288e-02
50            	1.436876e-02	2.178557e-01	-9.893873e-03	9.421821e-03	-1.931569e-02
51            	5.568018e-02	1.367110e-01	-4.410505e-03	5.347493e-02	-5.788543e-02
52            	9.588286e-02	6.083907e-02	2.429811e-05	9.589501e-02	-9.587072e-02
53            	1.307038e-01	-2.262446e-03	2.651692e-03	1.320297e-01	-1.293780e-01
54            	1.534430e-01	-3.911693e-02	2.458959e-03	1.546725e-01	-1.522135e-01
55            	1.584752e-01	-3.916153e-02	-1.107133e-03	1.579217e-01	-1.590288e-01
56            	1.425803e-01	3.598095e-03	-8.000543e-03	1.385800e-01	-1.465806e-01
57            	1.147447e-01	7.380794e-02	-1.788122e-02	1.058041e-01	-1.236853e-01
58            	8.746327e-02	1.448746e-01	-2.798272e-02	7.347191e-02	-1.014546e-01
59            	6.778695e-02	2.004248e-01	-3.636227e-02	4.960581e-02	-8.596808e-02
60            	5.370030e-02	2.446342e-01	-4.336363e-02	3.201848e-02	-7.538211e-02
61            	4.316181e-02	2.823673e-01	-4.960958e-02	1.835702e-02	-6.796660e-02
62            	3.550129e-02	3.147193e-01	-5.527526e-02	7.863655e-03	-6.313891e-02
63            	2.980612e-02	3.429987e-01	-6.043661e-02	-4.121821e-04	-6.002443e-02
64            	2.513410e-02	3.687513e-01	-6.522866e-02	-7.480233e-03	-5.774843e-02
65            	2.122379e-02	3.922167e-01	-6.968022e-02	-1.361632e-02	-5.606390e-02
66            	1.783546e-02	4.138964e-01	-7.387006e-02	-1.909957e-02	-5.477049e-02
67            	1.488057e-02	4.342842e-01	-7.784910e-02	-2.404398e-02	-5.380512e-02
68            	1.237899e-02	4.532691e-01	-8.166637e-02	-2.845419e-02	-5.321218e-02
69            	1.034408e-02	4.708978e-01	-8.535811e-02	-3.233498e-02	-5.302313e-02
70            	8.746090e-03	4.871136e-01	-8.895908e-02	-3.573345e-02	-5.322563e-02
71            	7.517685e-03	5.022433e-01	-9.247470e-02	-3.871966e-02	-5.375504e-02
72            	6.546389e-03	5.165596e-01	-9.594268e-02	-4.142495e-02	-5.451773e-02
73            	5.695676e-03	5.305870e-01	-9.941136e-02	-4.401000e-02	-5.540135e-02
74            	5.047465e-03	5.439784e-01	-1.028571e-01	-4.638107e-02	-5.647600e-02
75            	4.534097e-03	5.568240e-01	-1.062843e-01	-4.860805e-02	-5.767625e-02
76            	4.213686e-03	5.686450e-01	-1.096223e-01	-5.059747e-02	-5.902484e-02
77            	3.955254e-03	5.800282e-01	-1.129021e-01	-5.249582e-02	-6.040632e-02
78            	3.776186e-03	5.908464e-01	-1.161059e-01	-5.427678e-02	-6.182915e-02
79            	3.696792e-03	6.008490e-01	-1.191952e-01	-5.590080e-02	-6.329438e-02
80            	3.650974e-03	6.103812e-01	-1.222127e-01	-5.745538e-02	-6.475733e-02
